,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0669430119114644,0,0,0,0,0,0,0.0220199024937732,0,0.186084657909374,0,0,0,0,0.428689031059641,0,0,0,0,0,0,0,0,0,0,0,-0.136263578716783,0,0,0.466898714270322,0,0,0,0,0,0,0,0,0,0.0758524567931625,0.0345075532660662
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.037348523777062,0,0,0,0,0,0,0,0.0554720366901264,0.324326774787204,0.0853009251840128,0,0,0,0,0,0,0.102932122510339,0,0,0,0,-0.0156212768549748,0,0,0,0,0.1691210895219,0,0,0,0.105544194054879,0.117761089443613,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.475255505959801,0,0,0,0,0,0,0,0,0.02381441723555,0,0,0,0,0,0,0,-0.292311022426189,0,0,0.138086773494341,0,0.13334392122419,0,0,0,-0.376989407037706,0.0359247105263698,0,0,0,0,0,0,-0.29467297077135,0,0,0,0,0.0493083877957464,0,0.599329183824415,0.161310755365009,-0.0290340483588746,0,0,0.159983174889165,0,0,0,0.0824166726177276
X601288.CH.EQUITY,0,0,0,0,-0.0575080374495618,0,-0.055335399299727,0,0.118416076355256,0,0.323316393205631,0,0,0,-0.0168973944643454,0.332795386630862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0730259809494798,0,0,0,0.149765416793042,0.339634176162371,0,0,0,0.029192015411296,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,-0.177537410966944,0,0,0,0,0,0,0,0,0,0.129373381234837,0,0.284226349419001,0,0,0,0,0,0,-0.0939659650306634,0,0.0595269378004567,0,0
X601988.CH.EQUITY,0,0,0,0,0.352085726530675,0,0,0,0,0,0.0936846951855193,0,0,0,0,0.114975634377933,0.034495260981278,0,0,-0.0718675122473758,-0.0695165108925652,0,0,0,0.254804116137516,0,0,0,0,0,-0.253444182553625,0,0,0,0,0,0,0,0,0,0,0.0408588827480255,0,0,0,0,0,0,0,0.0871089142054225,0
X1299.HK.EQUITY,0,0,0,0,0.180256431573088,0,0,0,0,0,0,0,0,0,0,0,0.17192506908625,0,0,0,0,0,0,0,0,0.0459568649837523,0,0,0,0.114188617915123,0.0353796971434083,0,0.0249217379213008,0,0,0,0,0.543345954051649,0,0,0,0,-0.0576997366013359,0,0,0,0,0,0,0,-0.0163663891879568
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.538323583379227,0,0.251871565708903,0.0436046112985334,0,0.0615101985195671,0,0,0.0311149760908323,0,0,0,0,0,0,0,0,0,0,0.0410644192133724,0.0130989882466968,0,0,0,0,0,0,0,0,0,0,-0.116659536814219,0.209009243345505,0.336942050216339,0,0,0,0,0,0,0,-0.111448439025958
X601628.CH.EQUITY,0,0,0,0.0215020392546423,0,0.0122893884448127,0,0,0,0,0,0,0,0,-0.0464707752413792,-0.00880747788051852,0,0.158060228526299,0,0,-0.0104270459926072,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0775807079036467,0.430950557183019,0,0,0,0,0.242240705346228,0,0.136557476739328,0.0611054328697719,0,0,0,0,0,0,-0.0809980287835195
X601328.CH.EQUITY,0,0,0.0143925347438689,0,0,0,0,0.704032763503554,0,0,0,0,0,0,0,0,0,0,0,0.126844300737097,0,0,0,0,0,0,0.0390360700265639,0,0,0,0,0,0,0,0,0,-0.0161757177201806,0,0,0,0,0,0,0,0,0,-0.170036803017482,0,0,0.0443768801456877,0
