,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X1997.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.41332213057597,0.0764045864875684,0,0,0,0,0,0,0,0,0,0,0.0519749915122081,0,0,0.0763624082267227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521467940820745,0,0,0,0,0,0,0,0,0,0.078666883133482,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.0766553121279124,0.246944481854512,0,0,0,0,0,0,0,0,0.327847643364969,0,0.0906285861742868,0.0574180456608737,0,0,0,0,0.0921474161629186,0,0,0,-0.0128884608374193,0,0,0,0,0,0.0267390461274847,0,0.00909264805168823,0,0.0425975026468861,0,0,0,0,0,0,0,0,0.0119313020779856,0,0
X601939.CH.EQUITY,0,0,0,0.661934224889468,0,0.054557659994903,0,0,0,0.26179348621106,0,0,0,0,0,0,0,0,0,0,0.0587672870054437,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158189246848685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00363496174277475
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.259402356019237,0.0343885510938304,0,0.757303629525516,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13202872264295,0,0,0,0.112544619552902,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.154172991661892,0,0.306776448586582,0,0,0,0,0.0445051028313163,0,0,0,0,0,0,0.0211662492628642,0,0,0,0,0,0.0149500908072165,0,-0.144298438292792,0,0,0,0,0,0,0,0,0.112302360023987,0,0,0.291271588446739,0,0,0,0,0,0,-0.058866504330518,0,0.0602276420464918,0,0
X601988.CH.EQUITY,0,0,0,0,0.355763737196056,0,0,0,0,0,0,0,0,0,0,0,0.0657097506155492,0,-0.0829526510766815,0,-0.0506958937926672,0,0,0,0.280180078121518,0,0,0,0,-0.236911339910756,0,0,0,0,0,0,0,0,0,0,0,0.151245979386518,0,0,0,0,0,0,-0.0259334902582911,0.137412631693913,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.441156442537665,0,0,0,0,0,0,0,0.187279538368148,0,-0.115035069639396,0,0,0,0,0.204542539929629,0,0,0,0,0,0.176381103999049,0,0,-0.0112271755087264,0,0,0,0,-0.0124930411476055,-0.198443515984454,0,0.152867723882142,0,0,0.125948905487773,0,0,0,0,0,0.0102501765563789
X1299.HK.EQUITY,0,0,0,0,0.21327461574252,0,0,0,0,0,0,0,0,0,0,0,0.194353048814765,0,0,0,0,0,0,0,0,0.0672715423473345,0,0.0940822824389536,-0.0749616237655776,0.000604450967345564,0.0999865637290925,0,0,0,0,0,0.414596049317386,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0475458725843921
X601628.CH.EQUITY,0,0.179736400844914,0,0.00454920497231784,-0.111467439431818,0,0,0,0,0,0,0,0,0,0,0,0,0.176342006379349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177795418538379,0,0.352373701784595,0,0.0386518168397673,0.15553050973489,0,0.0797150311723323,0,0.0980832169299554,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.17904586886234,0,0,0,0.374853752731546,0,0,0,0,-0.00354544930688123,0.459796672507388,0,0,0,0,0,0,0,0.0481075676741246,0.186595203453401,0,0,0,0,0,0,0,0,0,0,-0.0389796577227935,-0.0920280703511406,0,0,0,0,0,0,0,-0.0433067501556328,0,0,0,-0.0970381319424684,0,0,0,0,0
