,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000776.CH.EQUITY,X600606.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0.105071158860959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0518704592219454,0,0.475421264893412,0.418567027109009,0.00902809408323127,-0.285329873437479,0,0,0.291337576534182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0658208183475587,0,0,0,0,-0.191797867647449,0,0,0
X601318.CH.EQUITY,0,0,0,0,6.93889390390723e-18,0.1378601820872,0,0,0,0,0,0,0.0337000955088188,0.151322164876268,0,0,0,0.16578654186395,0,0,0,0,0,0,0,0,0,0,0,0.0126663157984843,0.0401416990170523,0.0539141828644013,0,0,0,0.0285988453446704,0.211688179611057,0,0,0,0,0,0,0,0,0,0,0,0,0.0690098791336971,0,0.144315118694073
X601939.CH.EQUITY,0,0.0689614325540468,0,0,0.807120540369566,0,0,0,0,0.00202706676090288,0,0,0,0,0,0.0834218458435026,0,0.0186150612552075,0.0584211995007528,0,0,0.00323991425542754,0,0,0,0,0.0104581656992417,0,0.0099753876204625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.406644974597382,0,0,0,0,0,0,0,0,0,0.0918251377982413,0,0,0,0,0,0,0,0,0.00353936250297719,0,0,0,0,0.308968711180528,0,0,0,0,0,0,0,0,0,0.106210984087985,0.0450944900549761,0,0,0,6.93889390390723e-18,0.0753564753947846
X601288.CH.EQUITY,0,0,0.950725144756094,-0.0513746481833821,0,0,0,0,0,0,0,0,0,0,0,0,0.0039420715613939,0.0703943462426539,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0267766323586329,0,0,0,0,0.0328983173676426,0,0,0,0,0,-0.000783685904304306,0,0,-0.0658165409477475,0,0,0,0,0,0,-0.0739268704927167,0,-0.0324745151128008,0
X600036.CH.EQUITY,0,0,0.366764298372123,0,0,0,0,0,0.046338914161212,-0.00593304501083921,0,0,0,0,0,0.146512646126906,0,0,0,0.00358551956097793,0.0477366996697171,0,0,0,0,0,0.0968686871282907,0,0.275419855551863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257727736353297,0,0,0,0,0,0.0429571065495746,0
X601988.CH.EQUITY,0,0,0,-0.114998207902888,0.00637277695295778,0.0426642817111934,0,0,0,0,0,-0.0359938786470221,0,0.18304952197511,0,0,0,0,0,0,-0.0508448040450171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0768284062397402,0,0,0,0,0,0,-0.0352612071451516,0.908333340146828,0.0543920825506353,0
X1299.HK.EQUITY,0,0,0,0.158185105330733,0,0,0,0,0,0.132062603097267,0,0,0,0,0,0,0,0,0,0,0,0,-0.208127358023407,0,0,0.0835654430956822,0.419954924359265,0,0,0.163706190761248,0.380579038912059,0.0949015743444186,0,0,0,0,0,0,0,0,0,0,0,0,-0.172184444725487,0,0,0,0,0,0.0889857888923064,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0821871812674748,0,-0.134091537968546,0,0,0,0,0,0,0,0.302042172404484,0.39467302225696,0,0,0,0.0598827205145107,0,0,0,-0.0420848247704303,-1.73472347597681e-18,0,0,0,0,0,0,0.0619690148536242,0,-0.123204317317803,0,0,0.188225887444659,0,0.202805876269878,-0.0664833428038098
X388.HK.EQUITY,0,0,0,0.316198602259745,0,0,0,0,0,0,0,0,0,0,0,-0.0125589360747174,0,0,-0.176785670259495,0,0,0,0,0,0.412553244082737,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,-0.115069446414406,-0.134432406394281,0.246009703966601,0.0679054937491154,0,0,0,-0.133351218646668,0.0612123273375538
