,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601066.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.236074393957318,0,0.138063682805702,0,0.0317172154209676,0,0,0.250274009878797,0.0690813239059466,0,0.095285693746198,0,0,0,0,0,0,0,0.0758059059838154,0,0,-0.0857491169517641,0,0,0,0,0,0,0,0,0,0,0,0,0.06340140107178,0,0,0,0,0,0,0,0,0,0.0416275139254739,0.0264567574701458,0,0,0,0,0
X601939.CH.EQUITY,0.483678658861766,0,0,0,0,0,-0.0480025509303203,0,0,0.0165582960791588,0.192319608787685,0,0.229759100695942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.00150724604372162,0,0
X601318.CH.EQUITY,0,0,0,0,0.0805869534163651,0,0,0,0,0,0,0.211831663525676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.113484704146676,0,0,0.156845004583899,0,0.147433256622641,0.14110223321146,0,0,0,0,0
X601288.CH.EQUITY,0.346391869451354,0.0459464478306099,0,0,0.402152455863152,0,0,-0.0315069828178472,0,0,0.0627207843929153,0,0,0,0,0.11452574461136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210864138316011,0,0,0,0,0,0,0,0,0,0,0.0134218014266311,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0874556253112275,0,0.289773089747443,0,0,0,0,0,0,0.249458142789377,0,0,0.100287120543364,0,0,0,0,0,0.143461655789637,0,0.0691008394522085,0,0,0,0,0,-0.00853336733723347,0,0,0.0214986635605268,0,0,-1.38777878078145e-17,0,0,0,0,0,0.0445557191721264,0,0,0,0,0,0,0,0.0532833377322625,0,0,-0.00295808456674444,0
X600036.CH.EQUITY,0,0,0.021090221690153,0,0,0,0,0,0,0,0,0.411344444837843,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.126443798391761,0.0523347399657583,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0833242399998119,0.059642864826389,0.00130541562506508,0,0,0,0,0,0,0,0,0.264347201019873,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.09852649612587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0998443896358728,0,0,0,0.0419307713851373,0,0.179236969856052,0,0,0.118133768477698,0,0.208422269975309,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142167065698439,0,0,0,0
X5.HK.EQUITY,0,-0.18804023010997,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,-0.0168893668006227,0,0,0,0,0,-0.331258106866723,0,0.188400402971588,1.15043938315492,0,-0.775563905588348,0,-0.0146385089858108,0.461216748584932,0,0,0,0,0,0,0,0,0,0,0,0,0,0.420969743387311,0,0,0,0,0,0,0,0,0.118280526625589,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0907286854354006,0,0,0,0,0,0,0,0,0.0284472893102072,0,0,0.246279722069842,0,0.345023762991334,0,0,0.060238811597134,0,0,0,0,0,0,0,0,0,0,0,0.0125581825083746,0,0,0,0,0,0,0,0,0,0.0721548864173187,0
X601658.CH.Equity,0,0.113667056048322,-0.271796400250484,0.297918865491553,0,0,0,0.120391247969421,0,0,0,0,0,0,0,-0.205415915421119,0,0,0,0,0,0.0386913015433312,0,0,0,0,0,0,0.679197842162515,-0.0531086714205615,0,0,0,0,0,0,0,0,0,0,0,-0.12955002711933,0,0,0,0.728934564362793,0,0,0,-0.101050339648896,0.0595355067593265,0
