,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.258181022592227,0.219190181165331,0,0.19226454663049,0,-0.112802153822779,0,0,0.077075321986428,0,0,0,0,0,0,0.0270968422277512,0,0,0,0,0,0,0,0,0,0.147319302636948,-0.0848334470194359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0361123372540024,0,0,-0.0398107992122047,-0.0345206424027241,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.201918179867628,0,0,0.268957311239908,-0.00207734669224351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601567947993978,0,-0.00964563335748262,0,0,0,0,-0.257311347195738,0.274494571106983,0,0,0.201544822061745,0,0,0,0,0,0.0623065714746434,0,0
X601939.CH.EQUITY,0.460123781383463,0,0,0.0444958077470257,0.101926550896708,0,0,0.0423011407084513,0,0,0,0,-0.00209606366281841,0.148303484764167,0,0,0,0,0,0.135858009174015,0.0322816379700728,0,0.0124050645713653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300714489896747,0,0,0,0,0,0,-0.136967377517226,0,0,0,0,0
X601288.CH.EQUITY,0.408143165184664,0.0620844027800372,0.0667241946512348,0,0.0394269963176795,0,0,0,0,0,0,0,0,0,0,0,0.0240968297408124,0,0,0.0299547510875146,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102905256535964,0,-0.0419465808810175,0,0.141656294075254,0.0984860090719656,0,0,0,0.142016920533936,0.117415047564278,0,0.00308203580780325,0,0,0,0,-0.0425644424419735
X5.HK.EQUITY,-0.0663140328064903,-0.288796502587698,0,0.154117124762891,0,0,0.1063610419798,-0.0406674562154419,-0.241871783892451,0,0.316720248798713,0,0,0,0,0.218379116553845,0,0.431623516234366,0,0,0,-0.17581152677702,0.350983025896862,0,0,0,0,0,0,0,0,0,0,0,0,-0.0612885386694324,0,0,0,0,0.165544387211162,0,0,0,0,0,0,0,0.110543228649812,0.0276835289062006,0
X601988.CH.EQUITY,0,0,0.175810727242829,0.289463426263389,0,0,0,0.0091016135939732,0,0.196332795982798,0.144100420951322,0,0,0,0,-0.0972961236187778,0,0,0,0,0,0,0,0.133059434939472,0,0.0366330911186312,0,-0.0422447163544017,0,0,0,0,0,0,0,0,0,0,0,0,0.129649674537567,0,-3.46944695195361e-18,0,0,0,0.0369926190937697,0,0,0.00842190646214793,0.170408441031508
X600036.CH.EQUITY,0,0.173063493270437,0,0,0,0,0,0,0,0,0,0.0350788068404109,0,0.0844203754210902,0.0884819769517567,0,0,0,0.0331859072991728,0.00243009070160531,0,0,0.0982722001624386,0,0,-0.0248517748487855,4.33680868994202e-19,0,0,0,0,0.368106225558758,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.131330546363944,0.169635469435749,8.67361737988404e-19,0.0398690799753491,0
X601628.CH.EQUITY,0,0.0712871339341125,0,0.437924653037707,0,0,0,0,0,0,0,0,0.0952613606288784,0,0,0,0,-0.0241057644865555,0,0,0,0.0228596694317735,0,0,0,0.058391441580154,0,0,0,0,0,0,0,0.113915142760273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0970619834621756,0.124760442852923
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0814874244044272,0,0,0.0357705044469157,0.0547694123641302,0.18678920145677,0.10621545330723,0,0.188754594159188,0,0,0,0,0,0,0.268028098138409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0690526640316438,0,0,0.0550851297684983,0.044599308336443,0
X601166.CH.EQUITY,0,0,0.0296372179049506,0,0,0.160335137292218,0.049191571147884,0.072492185609561,0,0,0,0,0,0,0.157929834903018,0,0,0,0,0,0,0,0,0,0,0.0328682969505896,0,0,0,0,0,0.41382078435957,0,0.189547680373534,0,0,0,0,0,0.0500956311459681,0,0,0,0,0,0,0,0,0,0,-0.120292484957442
