,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.386955808357671,0.23270722819294,0,0.193556676433465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109828404348124,0,-0.0985209774564939,0,0,0,0,0,0,0,0,0,0,0,0.25771114494698,0,0,0,0,0.0130956440679916,0,0,0,0,-0.14986890114818,0,0,-0.199745243422541,0,-0.0572734253593356
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.00404915943917357,0.104803935580214,0,0.0453455485199114,0,0,0.332607293363491,0,-0.0176638604429752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0751655959185711,0.306444432982592,-0.048636066132165,0.0692102575252676,0,0.23971695247153,0,0,0,0,-0.0988320641032569,0,0
X601939.CH.EQUITY,0.296301202139013,0,0,0,0.0883500027571866,0,0,0,0,0,0,0,0,0.113519878200022,0,0,0,0,0,0,0.0382152952050458,0,0,0,0,0.294137003615585,0,0,0,0,0,0,0.131673186826371,0,0,0,0,0,0.00151411393643812,0,0,0,0.0300981115920649,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.134884961164923,0,0,0,0,0.0441791185035128,0,0,0.0710073903269578,0.0896618458922247,0,0,0,0,0,0,0,0,0,0,0.100956318762787,0,0,0,0,0.130027484491489,0,0,0,0,0,0,8.67361737988404e-19,0,0.0464075436045654,0,0,0.0787949138349103,0,0.0670854793965161,0,0,0,0.271696216431625,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.080897162291036,0,0,0,0,0,-0.0149105677786564,-0.0765079065578135,0.399860175622906,0,0,0,0,0,0,-0.0530769415195207,0.290679066465428,0,0.166165654147114,0,0,0.366213518536546,0,-0.132635661854887,0,-0.0291291768462283,-0.0258241079880975,0,0,0,0,0,-0.161481597511683,0,0,0,0,0,0,0,0.181227714458758,0,0,0,0,-0.295761781566914,0,0,0.270629269079255,0
X601988.CH.EQUITY,0.0369676233448107,0,0,0.304201264884748,0,0,0,0,0,0.1857900660574,0.170528895437394,0,0,0,-0.0820848740631286,0,-0.0111382307508651,0,0,0,0,0.110319907221033,0,0,0,0,0.138310712140598,0,0,0,0,0,0,0,0.022327852384674,0,0,0,0,0.0785040360231396,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.0523038207175014,0.0487649085723926,0.111829341753963
X600036.CH.EQUITY,0,0.248882357124831,0,0,0,0,0,0,0,0,0,0.0544165669473573,0,0.0837864246562609,0,0,0.0479348025314648,0,0.0336241617145748,0,0,0,0,0,0,0,-0.0796440534488297,0,0,0,0.0318092435923759,0.230948297361011,-0.157891792189489,0,0.12960266544978,0.0426408754771391,0,0,0,0.189142766603962,0,0.0144977853424811,0,0,0,0,0,0,0,0.217307554849981,0
X1299.HK.EQUITY,0,0.0314523245317689,0,0,0,0,0,0,0,0,0,0,0,-0.0932124063986202,0,0,0,0.287866106103473,0.144803150869099,0,0.289793575416818,0,0,0,0.212385329564821,0,0,0.0259177489062174,0,0,0,0,0,0,0,0,0,0,-0.112676270414681,0,0,0,0,0,0,0,0,0,0,0,-0.191782031889215
X601628.CH.EQUITY,0,0,0,0.0643144329131572,0,0,0,0,0,0,0.0205575408423879,0,0.0122858967834787,0,0,0,0.179771605312523,0,0,0,0,0,0.0346030380237003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317577315635409,0,0,0,0,0,0,0,0,0,0.14822474539064,0
X601328.CH.EQUITY,0.0521353223423963,0.028242991931842,0.0531955442250104,0.0137730868495148,0.11015058625451,0.382756923764921,0,0,0,0,0,0.152902957855816,0.0941638213094129,0,0,0,0,0,0,0,0,0.0217459862925668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0776204439226707,0,0,0.0947318753501264,0,0,0
