,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.147023455624609,0,0,0,0,0,-0.107356707158524,0,0,0,0,0,0,0,0,0,0,-0.0834266778546871,0,0,0.426263200767113,-0.1253053567361,0,0,0,0,0.472171713626593,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296314820721417,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0364312012965048,-0.0214195631918058,0,0,0,0,0,0.247803844413357,0,0,-1.73472347597681e-18,0.503822632089989,0,0.0184843467384115,-0.0110176066680326,0,0,0,0.01593779358562,0,0,0,0.0528098192676109,0,0,0,0.118293725923094,0,0.054590686396615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152146399901285
X601939.CH.EQUITY,0,0.0306274714723332,0,0.76467905907562,0,0,0,0,0,0.021938958884795,0.103911916175643,0,0,0,0,0.0872360984857422,0,0,0,0,0,0,0,0,0,0,0,0.063893706894069,0,0,0,0,0,0,0.0153550029501406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00614684066079736
X601288.CH.EQUITY,0,0,0.967901383502374,0,0,0.00732352743105652,0,-0.0430825490500582,0,0.0376558145921226,0,0,0,-0.0149925085928408,0,0,0.0110318032383747,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0.0372663324279011,0,0,0,0,0.0275985749029001,0,-0.0276454985272788,0,0.00561334995270672,-0.0610757764840183,0,0,0,0.0730714402502501,0,0,0,0,-0.125714870215003,-0.0457615465276164
X601628.CH.EQUITY,0,0.00721732970674877,0,0,0,0,0,0,-0.1012751718353,0.268481445254067,0,0.27615205032773,0,0,0,0,0,0,0.302658696812376,0,0,0,0,0,0,0,0,-0.0839192875649089,0,0,0.0206785404160129,0,0,0,0.263942493059868,0,0,0,0,0,0,0,0,0,0,0.109213358905952,0,0,0,0,0,0.0405559241560387
X600036.CH.EQUITY,0,0,0,0.343425275076324,0,0,0,0,0,0,0.0124451013619793,0,0,0,0,0,0,0.177825558708415,0,0,0,0,0,0,0,0.195031252443595,0,0.0264240230478569,0,0,0,0,0,0,0,0,0.0675920524259843,0,0,0,0,0,0,0,0.0741381119122368,0,0,0,0,0.00383135083537333,0,-0.0115534341291426
X601988.CH.EQUITY,0,0,0,0.0691093141936951,0,0,0,0,-0.026983567980133,-0.0730369441785206,0,0,0,0,0,0,0,0,0,0,0.00120350352384905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131685241603713,-0.0627095657204303,0,0.989873599121888,0,0,0
X1299.HK.EQUITY,0,0.00666760866573303,0,0,0.0183041895502492,0,0,0,0,0.287845973626687,0,0,0,0,0,0,0.00159678279430439,0,0,0,0,0,0.287453805216398,-0.0474664376690071,0,0,0,0,0.0927157472351556,0,0.0698799108352706,0,0,0,0,0,0.0798595438049237,0.0225217633000765,0,0,0,0,0.0729998653905925,0.0741367521061869,0,-0.00467437588136049,0,0.194337361699752,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0407007972749462,0,0,0,0,0,0,0,0,0.103493992730107,0.547512006573589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177385336690301,0.250629504471043,0.325850827158723,0,0,0,0.229609851612147,0,0
X388.HK.EQUITY,0,0,0,0,0.169681361178853,0,0,0,0,0,0,0,0,0,-8.86628823825771e-05,0,0.11951907999555,0,0,0,0.265037610576874,0,0.272069914459422,0,0.206985897835063,0,0,-0.0695769742092266,0,0,0,0,0,0,0,0,0.133607029628063,0,0,0,0,-0.124905098408794,0,-0.174712332956056,-0.0853176923539065,0,0,0,0,0,-0.0324701519720305,0.316010629591133
X601658.CH.Equity,0,3.46944695195361e-18,0.22745342646696,0.143281058709674,0,0,0,0.0434979250880488,0,-0.0274682337739072,0,0,0,0,0,0,0,0.0708482984749548,0,0,0,0,0,0,0,0,0.146695152878327,0.00717213709313951,0,0,0,0,0,0,0,0,0,0,0,0.155477002849175,-0.0724195827695341,0,0,0,0,0,0.0621149388624373,0,0,0.0346469711635675,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.124335148528763,0,0,0,0.346280233960947,0,0.0157628601769963,0.00472399297947043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153812816153353,0,0,6.93889390390723e-18,0,0,0.166732038790236,0.0649189897321679,0,0,-0.0557411901313304,0.155097039588652,0,0,0,0.272111425329167,0,0,0,0
X601166.CH.EQUITY,0,0,0.0375135095633591,-6.93889390390723e-18,0,0.0543611824135719,0.210818309381176,0,0,0,0,0,0,0,0,0.047484964334577,0,0.0239334237390057,0,0,0,0.0657494650248772,0.0686679315906876,0.216070471689443,0,0,0.00635559978952574,0,0,0,0,0.0202043059470564,0,0,0,0,0,0.115390102183308,0,0,0,0,0,0,0,0,0,0,0.246383597676076,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.758537413606241,0,0,0.0605277839970167,0,0,0,0,-0.0783039110530156,0,0,0.0652995621763208,0,0,0,-0.0252263028821738,0,0,0,0,0,0,0.0637423042106948,0,0,0,-0.0237211068546515,0.0656877010391266,0,0,0,0,0.025601408645417,0,0,0,0,0,0,-0.0570614139365881,0
X000002.CH.EQUITY,0,0,0,0.179760842336578,-0.160284185003192,0,0,0,0.262708471633478,0,0,0,0.157762693232804,0.343350632902969,0,0.00300976328564106,0,0,0,0,0.0333476899663946,0,0.0188583504200129,0,0,0,0,0,0,-0.180930331478291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405540653934361,0,0,0,0,0,0.0465169849376319
X000001.CH.EQUITY,0,0,0,0,0,0.645476607959342,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146498927820807,0,0,0,0,0,0.147096934280636,0,0,0,0.0793804012891294,-0.175123626984568,0,0,0,0,0,0,0,0.0442580734707952,0.136550104934872,0,0.0191471631486754,0,0,0.00264287071388672,0,0,0,0,0,0.00577703023819699,-0.0793901668068118
X601328.CH.EQUITY,0.0326681695205175,0,0,0.227212814917499,0,-1.73472347597681e-18,0.000853462594518855,0,0,0,0,0.0387008075472983,0,0,0,0,0,0.0612054968549405,0,0,0,0.374616559914255,0,0,0,0,0,0,0,0,0,0.0376367831585569,0,0,0,0,0,0,0.0487478677828627,0,0,0,0,0,0.0811115460480259,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0.0580843953717457,0,0.389096267832576,0,0,0,0,0.0795168743803545,0,0,0,0,0,0,0,0,0,0,0,-0.0201237538280751,0,0,0,0,0.141535899690973,0,0,0,0,0,0,0,0,0,0,0,0,0,0.581665148325707,0,0,0,0,0,0,0,0.189326111470773,0,0
