,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.040702332576981,0,0,0,-0.279748772602244,0.0444648521720412,0.0672358916045343,0,0,0,0,0,0,0,0,0,0.138911677901358,0,0,-0.110069454007233,0,0,-0.20606744633467,0,0,0,-0.335694725783579,0,0.138665938459837,0.80827295691534,0,0,-0.0236266099374016,-0.101912671705068,0.21283683116852,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.246188454198702,0,0,0,0,0,0,0.125844776137945,0.105252158620636,0,0,0,0,0,0,0.108185896947148,0.0393383626361083,0,0,0,0,0,0,0,0,0,0,0,0,0.115062116709967,0.0742507916253519,0,0.264562288768191,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,-0.113756496738952
X601939.CH.EQUITY,0.243291158194184,0,0,0,0.185798028248445,0,0,0,0,0,0.0762647252059457,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0186837828085554,0,0,0,-0.214183924721774,-0.172077395128153,0,0.17662483849521,0,0.464517791099802,0.0242445541067597,0,0,0,0,0,0.109519729972512,0,0,0,0,0.0407008914292436
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.397395155053119,0.0456586646804392,0.596402663184507,0,0,0,0,0.461239453331824,-0.399666053238538,0.186854785307371,0,0,0,0,0,0,-0.16894720305599,-2.77555756156289e-17,0,0,-0.0908472245803277,0,0,0,-0.542166015764789,0,0,0,0,0,0,0,0,0,0,0,0,0.389299613514189,0,0,0.137220303303437,0,0,0
X5.HK.EQUITY,-0.0485303134826071,-0.134437185695515,0,0,0,0.0490933449851936,0,0.211438164465111,0,0,0,0,0,0,0.0107400302254095,0.214421785337777,0,0.0319441951438365,0,0,0.0681279083234943,0.6488213555649,0,-0.227434459420103,0,0.0977539493775782,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108795779819693,0,0.100476019033558,0,0,0,0,0.0976639044133661,0,0,0,0
X601988.CH.EQUITY,-0.355543833154614,0,0,0,0.456539609927904,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868364917825087,0,0,0,-0.209893256582563,-0.0360175946296959,0,0,-0.185612325926305,0,0,-0.621169350065159,0,0,0,0,0,0,0,0,0,0.243162135990577,0,0,0,0,0,0.0842790025571161,0,0,0,0,0
X600036.CH.EQUITY,0,0.319406526150911,-0.0672338287587909,0,0,0,0,0,0,0,0.533835925034317,0.180120330713913,0,0,0,0.0827049012802744,0,0,0,0,0,-0.0562367884519821,-0.0601009165295872,0.295980067488657,0,0,0.114903581930379,0,0,0,0,0,0,-0.240322032731909,0,0,0,0,0,0,0,0.0633452304207207,0,-0.133737002339928,0,0,0,0,0,0,0.0763852847333588
X1299.HK.EQUITY,0,0,0,0,0.276350772400065,0,0,0,0,0,0,-0.0844485236965928,0,0,0,0,0.0234538126927788,0,0,0,0,0,0,0,0,0.1518073330481,0,0,0.107322745092652,0,0,0,0.106005904334508,0,0,0,0,0,0,0,0,-0.101357844953282,0,0,0,0,0,0,0,0,-0.00970044954709565
X601628.CH.EQUITY,0,0.0784986015298053,0,0,0,0,0,0,0,0.170856915789506,0,0,0,0.352105385446353,0,0,0,0,0.00140269431597591,0,0,-0.00847095430113636,0,0,0,0,0,0,0,0,-0.0606636938498044,0,0,0,0,0.105184986769808,0,0.161268257922277,0.0612024757770151,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,-0.0865853868905179
X601166.CH.EQUITY,0.0321884405585079,0,0,0.261198375150676,0.0315322753932794,0,0,0,0,0,0,0.228752303859607,-0.0176472529943795,0,0,0,0,0,0,0,0,0,0.269580439427775,0,0,0,0,0,0,0.00764628312619346,0.0971074353793505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0361946541465273,0.0325556574847515,0,0,0.557243316441749,0,0,0,0,0,0,0,0,0,0,0,0,0.032170508850574,0,0,0,0.240860620078168,0,0.21101099368237,0,0,0,-0.0179061518536452,0,0,0,0,-0.103006504111914,0,0,0,0,0,-0.0255968281260041,0,0.0933777303334175,0,0,-0.180904778507924,0,0,0,0,-0.159748692006563
X600000.CH.EQUITY,0,0,0.470677953899972,0,0,0,0.352765434197483,0,0,0.224738419016952,0,0,0,0,0,0,0,-0.125304879073147,0,0,0,0,0.0752763230429482,0,0,0.101000282862156,0,0,0.0478417305749449,0,0,0,-0.0286195223237008,0,0,0,0,-0.368832367512793,0,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0496333616488362,0,0,0.324788845276572,0,0,0,0,0,0,0.194570895182894,-0.106181212126398,0.0865348765884913,0,0,-0.0704616809457966,0,0,0,0,0,0,0,0,0,0.33693161473893,0,0,0,0,0,0,0,0,0.0467062487718958,0,-0.151948220168452,0,0,0,0
X601601.CH.EQUITY,-0.0977548960378811,0.128741588576891,0,0,-0.0478614283052137,-0.0662561867356017,0.0509976471242764,0,0.594173326919016,0,0,0,0,0,0,0,0,0,0,0,0.0379811828757702,0,0,0,0,0,0,0.0949464515976445,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026546304943447,0,0,0,0,0,0,0,0,0.132492899107563
X000002.CH.EQUITY,0,0,0,0,-0.0412005505935337,-0.0790343473158738,0,0,0,0,0,0,-0.100258277882175,0.283763061272085,0,0,0.0577517045300299,-0.0768069011138737,0.272018533750452,0,0,0,0,0,0,0,0,0.255661420973974,0,0,0.234009984804961,0,0,0.463996107385021,0,-0.0783490895567256,0,0,0,0,0,0.073823379970225,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0.174176188975549,0,0,0.0612446723019569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24328275472762,0,0,0,0,0,0,0.191011404866953,0.359169828312742,0,0,0,0,0,0,0.136625172588725,0,0.121484164077122,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0.0342649549109197,0,0,0,0,0,-0.00374432671775061,0,0,0,0,-0.154825863949434,0,0,0,0,0,0,0.247459184412482,0,0,0.00629801303026366,0.0373573232253389,0.254318212008648,0,0.279463933855186,0,0,-0.0665317547729372,0,0,0,0.436317170856503,0,0.0564859482311058,0,0,0,0.0391692585471907,0,0,0,0,0
