,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.0146105012661308,0,0,0,0,0,0,-0.174484414323339,0,0,0,0,0,0,0,0,0,-0.198006868667514,0.708251659283033,0,0.74226026084198,0,0,0.0455276859849031,0,-0.0982770729272406,0,-0.115765430370944,0,0.00331468628337858,0,-0.334377814855932,0,0,-0.0624741927840192,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.0345132202373895,0,0.0679202350946486,0,0,0,0,0.0451300079504722,0,0,0,0,0,0,0,0,0.390797124786288,0,0,0,0,0,0,0,0.132215333478729,0,0.00955344780580212,0,0,0,0,0,0,-8.67361737988404e-19,0,0.174065748537414,0,0,0,0,0,0,0,0,0,0,0,0,0.146991929619364
X601939.CH.EQUITY,0,0,0,0.806622063886567,0,0.0570832983843379,0.00833619500264575,1.73472347597681e-18,0,0,0,0,0.0236461303406271,0,0,0,0.0057834799921212,0,0,0,0,0,0.0155596759725407,0,0,5.42101086242752e-20,0,0,0,0,0,0.0748272735017993,0,0,0,0,0,0,0.0153020702017341,0,0,0,0,0,0,0,0,0,0.0464189086477386,0,0,0.0165348676117729
X601288.CH.EQUITY,0.0673522427077401,0,0.882612129476326,0,0,0,-0.0731555120132554,0,0,0,0,0,0,0,0,0,0.0320861148685043,-0.0306643266573446,0.130939999480369,0,0,0,0,0,0,0.0450482583789521,-0.0549058998809174,0,0,0,0.017637778929233,4.33680868994202e-19,-0.00756103117955319,0,0,0,0,-0.0927197429400316,0,0,0,0.00450252462253233,0,0,0,0,0,0,0,0,-0.0392847257017584,0
X601988.CH.EQUITY,0,0,0,0,0,0,-0.0909806299986065,0,0.0519486078627127,0,0,0,1.20449841313753,0,0,0,0,0,-0.0440174173636815,-0.118949117609137,-0.0199515190860883,0,0,0.0367476287444282,0,0.0300446043866101,0,0,0,0,0,0,-0.229206744375325,0,0,0,-0.240531220187899,0,0,0,0,0,0.0166390078146047,0,0.0621791510795565,0,0,0,0,0,0,0.211628275186336
X600036.CH.EQUITY,0,0,0.279987663010607,0.0979943396421359,0,0,0,0.0167637068969149,0.0193726418400219,0,0,0,0,0,0,0,0,0,0,0.0263998493126239,0,0,0,0,0,0.065884954177359,0,0,0,0.103346835613869,0,0,0.372920790524581,0,0,0,0,0,0,0,0,0,0,-0.0577219480594457,0.0630661620973764,0.0701886720002864,0,0,0,0,0.0648686104137418,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.766715430415425,0,0,0,0.0650088984656323,0,0,0,0,0,0,0.126561441667073,0,0,0,0,0,0,0,-0.0366728847384456,0,0,0,0,0,0,0,0.00216260772949609,0,0,0,0,0.049151127690603,0,0,0,0,0,0,0.106966097070874,0.163994396588706
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.294276043927516,0,0,0.0574413247690746,0,0,0,0,0,0,0,0,0,0.0190866888217836,0,-0.210005864035996,0,0,0,0.0330225877476259,0,0.0420908448702407,0.213874038470137,0,0,0.0900047069276095,0,0,0,0,0,0,0,0.0558262999418039,0,0,0,0.452476338116898,0,0,3.46944695195361e-18,0,0.102454954564046,0
X5.HK.EQUITY,0,0,0,0,0,0,-0.170520720745231,0,0,0,0,0,0,0,0,0,0.33103686702473,0,0,0,0,0.106367427924462,0,0,0.354137432315714,0.161729280803632,0,0.0951501445155146,0,0,0,0.0106263507709116,0,0,0,0,0,0,0,-0.0734128431381441,0,0,0.0769650228052363,-0.107455506033465,0,0,0,0,0,0,0.0585799223508502,-0.114610684173247
X601658.CH.Equity,0,0,0,0.227302693569307,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109886342915544,0.24314915539104,0,-0.17565712780023,0,0,0,0,0,-0.130755686422282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415179905792654,0,0,0,0,0,0,0,0,0,0
