,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.237820300543241,0,0,0.0875540282098162,0,0.239725188984935,0,0,0,0,-1.38777878078145e-17,0.12869697781634,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0383182905952238,0,0,0,0,0,0.0939651053455014,0,0,0.0234561955387086,0,0,0,0,0,0,0,0,0,0.107457233974433,0,0,0,0,0
X601318.CH.EQUITY,0.19208661568676,0,0,0,0,0,0,0,0.269846703229829,0,0,0,0,0,0,0,0.367489428799847,0,0.132182426520972,0,0,0,0,0,0,0,0,0.0311260507976664,0,0,-0.0613300792481567,0,0,0,0,0.0448153734276951,0,0,0,0,0,0.00207738061863832,0,0.0335087884426522,0,0,0,0,0,0.0339849119215692,0,0
X601939.CH.EQUITY,0.0609380514166055,0,0,0.27179403329882,0,0.0511024870514749,0,0,0,0,0,0,0,0.429009458589345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445815039744884,0,0,0.0667720047405589,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.352287938373726,0,0.026291631971299,0,0,0.48806472426209,0,0,0,0,0,0,0,0,0.0301172255821112,0,0,0,0,0,0,-0.0290295466801335,0.0174530171300411,-3.46944695195361e-18,0,0,0,-0.000281769624980349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10145349483293,0,0.00344917825772212,0,0
X5.HK.EQUITY,0,0,-0.0936111741536612,0,0,0,0,0.0344226784645041,0,0,0,0,0.00267824610066759,0,0,0,0,0,0,0,0,0,0.426425228353818,0,0,0,0,0.0767868314933095,0.415042331381116,0,0.00607233957856726,0.253581889698389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0441424935648056,0.188618472973413,0
X601988.CH.EQUITY,0.372444556691917,0,0.00021871956186003,0,0,0,0,0,0,0,0.0954068897134332,0,0,0,0,0,0,0,0.0245982557901379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158502341819635,0,0,0,0,0,0,0,0,0,0,0,0.302644602330763,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.220672339225371,0,0,0.26383575530326,-1.38777878078145e-17,0.0680181833226665,0,0,0,0.174481029156324,0,0,0,0,0,0,0,0,0,0,0.00913959972157238,0,0.114280521342236,0,0.07445536686821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0601638310407703,0,0,0,0.470458955126309,0,0,0,0.122785860635508,0,0.106551436065109,0,0,0,0,0,0,0,0.269411147847513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.227187595685631,0,0,0,0,0,0,0.079841376766972,0,0,0,6.93889390390723e-18,0,-6.93889390390723e-18,0,0,0,0.0549516858783497,0,0,0.068406142658387,0,0,-1.38777878078145e-17,0,0.126455623815268,0,0,0,0,0,0,0.264700077894305,0,0,0.115744827775163,0,-0.14653536851208,0,0,0,0,0,0,0,0,0,0,0,0.135069978793312,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.304581905687398,0,0,0,0,0,0.205441196463103,0,0,-0.24137772434525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602104630646817,-0.0975562886529137,0,0,0,0,0,-0.0271263697546793,0,0,0.753580921626899,0,0,0,0,0,0.623823163398191,-0.0864254551292035,0,0,0,0
