,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0261352753254875,0,0,-1.73472347597681e-18,0,0,0,0,0,0.184866125005001,0,0,0,0,0.481760777459991,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,-0.14694895827164,0,0,0.487658635286944,0,0,0,0,0,0,0,0,0.067863269777631,0.024098515774445
X601318.CH.EQUITY,0,0,0,0,0,0,0.15047530193267,0,0.271692203297333,0,0,0,0,0,0,0,0,0.28040720019488,0.0779167913498683,0,0.0412393674176746,0,0,0,0,0.102570064840212,0,0,0,0,-0.0116230188636493,0,0,0,-1.73472347597681e-18,0.0601104401020364,0,0,0,0,0.0208350714490123,0,0,0,0.00121286381829555,0,0,0.0270234932324027,0.0186189399488289,0,0
X601939.CH.EQUITY,0,0,0,0.667814241093852,0.0438766450237104,0.0420703311488684,0,0,0,0.244422827469434,0,0,0,0,0,0,0,0,0,0,0.0938163435275568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00201235257157482,0,0.0152891744155108,0,0,0,0,0,0,0,0,0,0,0.0789899496060941
X601288.CH.EQUITY,0,0,0,0,0,0,-0.412177631831962,0,0.0300882299846527,0,0.94278998420184,0,0,0,-6.93889390390723e-18,0,0,0,0,-0.143758013027451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151932491120769,0,0,0,0,0,0,0,0,0,0,0.0491725762968876,0,0,0
X5.HK.EQUITY,0,0.043886101691189,0,0,0,0.137094053201233,0.349967122355252,0,0,0,0,0,0,0,0.0591953757853661,0,0,0,0,-0.0105007983654343,0,0,0,0,0,0.00101697148478458,0,-0.216577279539205,0,0,0,0,0,0,0,0,0.114922279227915,0.00839693151609284,0,0,0.318549592053683,0,0,0,0,0,-0.11994787460167,0,0.0407591237976999,0,0
X601988.CH.EQUITY,0,0,0,0,0.322189275691562,0,0,0,0.0233614382391553,0,0,0,0,0,0,0.106016742019178,0.110334688501704,0,0,-0.0699442287705058,-0.0522997751071669,0,0,0,0.230919998093622,0,0,0,0,0,-0.239551868733677,0,0,0,0,0,0,0,0,0.0572019525637769,0,0,0,0,0,0,0,0,-0.0135128664223829,0.130455978950032,0
X1299.HK.EQUITY,0,0,0,0,0.232727726336116,-0.00259383509451233,0,0,0,0,0,0,0,0,0,0,0.194703092833824,0,0,0,0,0,0,0,0,0.0347416172801834,0,0.0397577106221436,-0.116323811766342,0.0914380217919204,0.0458131359438953,0,0,0,0,0,0.527324859050884,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00867301896905717
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.418434495713253,0,0,0,0,0,0,0,0.261130048409579,-0.0417820790091481,0,0,0,0,0,0,0,0,0,0.00732492728999801,0,0,0,0,0,0,0,0,-1.35525271560688e-20,0,0,-0.00467168658140669,0,0.210989706283238,0,0,0,0,-0.108275506469101,0,0,0
X601628.CH.EQUITY,0,0.0276280567891061,0,0.00384592070734057,-0.0406339241122223,0,0,0,0,0,0,0.0908730145035645,0,0,0,0,0,0.165672675274023,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.407091665935256,0,0,0,0,0,0.208212731276881,0.106732241618477,0,0.0862130695849885,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.1026638521333,0,-0.0542352164473024,0,0,0.415382836456131,0,0,0,-0.0401437827994519,0,0.460663867250324,0,0,0,0,0,0,0.139906500237719,0,0.0937757273350482,0,0,0,0,0,0,0,0,0,-0.0898004453042989,0,0,0,-0.0902784907098958,-0.191382939990484,0,0,0,0,0,0,-0.0595111870881133,0,0,0,0,0,0
