,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X002142.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X1997.HK.EQUITY,X000776.CH.EQUITY,X600926.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.00253503421350871,0,0.337316075818747,0.110492407477038,0,0.207661902035509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165033743240298,0,0,0,0,0,0.0158845633754234,0,0,0,0.0740005959461893,0,0,0,0,0,0.0457165373998563,0,0.0247934603516543,0,0,0,0,-0.0392306082266123,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.0530015425312394,0,0,0,0,0.188881680909571,0,0,0,0.00443509194199419,0,0.102694109822787,0.0249824020338706,0,0.0456137961163399,0,0,0,0.142881183269233,0.0532669934566492,0,0,0,0,0,0,0.173255556588515,0,0,0.0745371285642346,0,0,0.10243631317519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.120726948257842,0,0,0,0,0,0,0.115886742771562,0,0.0105757988736887,0,0,0,0,0,0,0,0,0.0580374764557864,0,0.312080632602147,0.0701701192286331,0,0,0,0,0.0107636753281082,0,0,0,0,0,-0.11590538877121,0,0,0.0974085501566463,0,-0.0430508407932,0,0,0,0,0,0,0.179438120537279,0,0
X601939.CH.EQUITY,0.571020204534662,0,0,0,0,0,0,0,0.168804629690055,0.0778145664168281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601989775631339,0,0,0,0,0,0,0,0,0,0.0729684804958152,0.0912847918738108,0,0,0,0,0,0,0,0,0,0,0.163194575259038,0.132732277261284,0.0586268724727371,0
X601288.CH.EQUITY,0,0,0,0.158757592550418,0,0,0.432049868568969,0,0,0.0670153418725742,0,0,1.73472347597681e-18,0,0,0,0.115818435350917,0,0,0,0,0,0,0.0390310183525088,0,0,0.0140453601036018,0,0,0,0,0.0695376744272213,0,0,0,0,-0.0142276543135733,0,0.110708075209357,0,0,0,0,0,0,0,0,0,0,0,0,-0.0665967699266223
X1299.HK.EQUITY,0,0,0.0447174976238847,0,0,0,0,0,0.0254178406794643,0,0.263381947619995,0,0,0.17816919688258,0.0202207281278038,0,0,0,0,0,0.175639151543294,-0.256389004125439,0,0,0,0,0,0,0.13379695155778,-0.0151485624816964,0,0,0,0,0,0,0,0,0,0,0.144369494987071,3.46944695195361e-18,0,0,0,0,0.166222885750267,0,0.0075088248812484,0,0,0
X601988.CH.EQUITY,0.176131105433171,0,0,0,0.29195830694579,0,0,0.0756764081824898,0,0,0,0.0359004986647396,0,0,0,0,0,0,0.199100305564142,0,0,0,0,0.19156191293582,0,0,0,0,0,0,0,-0.240134363547195,0,0,0,0,0,0,0,0,0,0,-0.0150054909290654,0,0,0,0,0,0,0,0,-0.0533848744479242
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.114949459150713,0,0,0,0,0,0,0.231970311290219,0,0,0,0,0.0561987172926285,0,0,0,0,0,0.116662182136218,0,0,0,0,4.33680868994202e-19,0,0.016831696525532,0,0,0.241082791460944,0,0,0,0,0,0.26838693103238,0,0,0,0,0,0
X5.HK.EQUITY,0,0.239438905326311,0,0.101999652974924,0,0,0,0,0,0.0501782288888296,-0.123123102379899,0.0774480214546248,0,0,0,0,0,0,0,0,0,0,0,0,0.155074444075352,0,0,0.123534319363983,0,0,0,0,0,0,0,0,0,0.270709908786136,0,0,0,0,0,0,0.0414747158661753,0,0,0,0,0,0,-0.0875525963834773
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0.00101972415716494,0,0,3.46944695195361e-18,0.464119861055859,0,0,0,0,0,0,0,-0.0980649682582109,0,0,0,0,0,0.117092526166524,0,0,-0.0809538601964128,0.118805574771085,0,0.156896346473398,0,0,0,0.00699803716097583,0,0,0,0,0,0,0,0.0497551117330976,0,0,0,0.105336460044149,0,0,-0.109593840202113
