,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X300059.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.200107250565733,0,0.206034573862855,0,0,0,0,0,0,0.143736890711253,0,0,0,0.0657102368055515,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0523639006666237,0,0,0,0.14698497723881,0,0,0,0,0,0,0,0,0,0,-0.014770445350623,0,0,0,0,0,0,0,0,0,0.217414299283462,0
X601939.CH.EQUITY,0.163557612205955,0,0,0.323000629554884,0,0,0,0,0,0,0.053211604406654,0,0,0.285304605312849,0,0,0,0,0,0,0,0,0,0,-0.107444775276405,0.203458051714495,0,0,0,0,-0.0997322945656916,0,0,0,0,0,-0.0235606532530632,0,0,0,-0.0153330897323239,0,0,0,0,0,0,0,0.0477295465263765,0,-0.00298802616767118,0
X601318.CH.EQUITY,0,0,0,0,0,0.0937479241439913,0,0,0,0,0,0,0.0897709171609193,0,0,0,0,0.0624435777577071,0.171418838466083,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0360801555918003,0,0.00701027896606203,0,0,0,0,0,0.023740187800215,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.492523743092086,0,0,0.119465302858434,0,0,0,0,0,0.0995895930227135,0,0.116544177518924,0.0228244868081243,0,0,0,0,0,0.142686916737599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155675097561997,0,0,0,-0.0416341141928154,0,-0.0289614898322931,0,0,0,0,0.0338755135299881,0,-0.0952547240272471,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.339005430486821,0,0,0,0,0,0.355633789008202,0,0,0,0,0.0462990128455691,0.146637525163681,0,0.0928934661775784,0.0728517807751679,0,0,0,0,0,0,0,0.0645248006800972,0,0,0,0,0,0,0,0,0,-0.480555474723559,0,0,0,0.0343007298136412,0,0,0,0,0,0,0,0,0,0,0.337990297860107
X600036.CH.EQUITY,0,0.179048280958215,0.0163831206325818,0,0,0,0,0,0.0987787731302512,0,0,-0.0295548346621917,0.124248114500481,0,0,0,0,0.169870151357979,0,0,-0.02174407774262,0,0,0.13147728046803,0.0296109439110974,0,0,0,0,0,0,0,0.367929687056862,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0310523815805586,0,0,0,0.0615537205052459,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0861041356785226,0,0,0.17546927511311,0,0,0.288849020533544,-6.93889390390723e-18,0,0,0,0.136687936317464,0,0,0,0,0,0,0.0900519931044683,0,0,0,0,0,0,0,0,0,0,0.150651824450928,0,0.0357588749431161,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0436568235154326,0,0,-0.0376182563735745,0,0,0,-0.381251570994846,0.61046600717537,0,0,0.0433560676658578,0,0.690244920457752,0,0.0174761920481758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.148249777579552,0,0,0.28614409343333,0,0,0,0
X601628.CH.EQUITY,0,0.0182661461697282,0.0141993913604725,0,0,0.286443223587994,0,0,0,0,0,-0.116916432672525,0,0,0,0,0,0,0,0,0,0.325686555281134,0,0.0887998279659843,0,0,0,0,0.0798241151464868,0,0,0,0,0,0.0586480692656114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167946516428385,0.0621917169953333
X601658.CH.Equity,0,0,0,0,0.118493749844461,0,0,0,0,0,0,-0.106910699344125,0,0.11472819825872,0,0,0,0.096804046686002,0.227098456399703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157177366371489,0.323861277410318,0,-0.147230734533203,-0.135906258002524,0,0,0,0,0.104316674526739,0,0,0,0,0,0
