,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,-0.138689796415504,0,0,0,0,0,0,0,-0.0755378926486027,0.582080624613264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.32553005049874,0,0,0,0,0.671677282298196,0.0275315105125278,0,0,-0.034493002989456,-0.169634180134633,0,-0.0644304302083521,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.142448540810481,0,0.00281811613009256,0,0.0256357387862781,0,0,0.039924447772028,0.0761176888108185,0,0.168788086696991,0,0,0,0,0,0.022405282371985,0,0,0,0,0,0.0965056959743854,0,0,0,0,0,0,0,0,0,0,0.492134789533495,0,0,0,-0.0725416628643151,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.20205109360336,0,0,0,0,0,0,0,0.0571231298427384,0,0.0417835553082794,0,0,0,0,0,0,0,0,0,0,0.277301633096745,0,0,0,0,0,0,0,0,0,0,0.0426715302119122,-0.101468868360056,0,0.28210415697865,-0.213057110192101,0,0.147213898529423,0,-0.0458327300362287,0,0,0,0,0,0,0,0.261312383527904,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.246750524352451,0,0,0,0,0,0,0.0858325388079484,0,0,0,0,0,0,0.126463105933165,0,0,-0.0266088386656309,0,0,0,0.125079317099924,0,0,0,0,0,0,-0.0722350190230309,0,0,0,0,0,0.263931834429346,0,0,0.168305612339681,0,0,0,0,0.0834444023835499,0,0,-0.0201328325526503
X5.HK.EQUITY,-0.126645113727738,-0.157631759410143,0,0.141541369807472,0,0,0,0,0,0,0,0,0,0.27778344711952,0,0,0,0.267179651403178,0,0,0,0.0906978974029851,0,0,0.349987855099262,-0.0626873271243833,0,0,-0.123467625871161,0,0,0,0,-0.215316549177533,0,0,0,0,0,0,0.251669150421012,0.0222890774729554,0,-0.110483171328288,0,-0.014221468029199,0,-0.0863674439763083,0,0,0
X601988.CH.EQUITY,0.232876872633161,0,0,0.5724353673418,0,0,0,0,0,0.120173563695322,0,0,0.130883372489175,-0.0924316947682385,0,0,0.00972085358652457,0.0989551060740975,0,0,0.0153436255349952,0,0,0,0,0,0,0,0.0218886992204862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478851875710862
X600036.CH.EQUITY,0,0.69038876269845,0.0500512477375996,0,0,0,0,0,-0.162201142284222,0,0,0,-0.121927924877651,0,0,0,0,0,0.0913602204917157,0,0,0,0,0,0,0.0653176170257913,0,0,0.050329322788134,0,0,0,0.0910596511825568,0,0,0,0,0,0,0,0.240993679787455,0,0,0,0,0,0.0327064277292877,0,0,0,0
X1299.HK.EQUITY,0,0.0333294147676803,0,0,0,0,0,0,0,-0.062706844135415,0,0,0,0,0,0,-0.131335585504824,0.35804447558917,0.115137748242194,0.189346732385553,0,0,0.0727489502948913,0,0,0.185891164563842,0,0,0,0,0,0,0,0,0,0.0695878884857824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.100078781593712
X601628.CH.EQUITY,0,0.177407894208373,0,0,0.00984397046069525,0,0,0,0,0,0,0,0.00564283458066018,0,0.291817226618894,0,0,0,0,4.33680868994202e-19,0,0,0.148655949710819,0,0,0,0,0,-0.0526573724359497,0,0,0,0,0,0,0,0,0.114242105049259,0,0.0939772101529755,0,0,0,0,0,0,0,0,0.135053757147033,-4.33680868994202e-19,0
X601166.CH.EQUITY,0,0,0,-1.38777878078145e-17,0,0.311101278783931,0.0701428680973737,0,0.130054903202451,0,0,0,0,0,0.575166337562397,0,0,0,0,0,0,0,-0.27109777538846,0,-0.0159170693018017,0,0,0,0,0,0,0.378732455849794,0,0,0,0.228252008999329,0,0,0,0,-0.194283703499571,-0.178469186432625,0,0,0,0,0,-0.0453763824958059,0,0,-0.0852602429688298
X601328.CH.EQUITY,0,0.100320693733951,0.111950728120997,0.315942576828373,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.033221491466251,0.0561499963455653,0.0116984307933966,0,0,0,0,0,0,0.194363156114491,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00913191564672647,0.115453550088621,0,0,0,0,0,0,0,-0.249132312603795
X600000.CH.EQUITY,0.0402113801100335,0,0,0.181112771308266,0,0,0.287294769824925,0,0,0,0,0,0,0,0.0531809785233026,0,0.0131451487222353,0,-0.0110914589038999,0,0.0471765384232727,0,0,0,0,0.391038662080167,0,0,0,0,0,0,0,0,0,0.05144999363514,0,0,0.104339079756891,0,0,0,0,-0.0979303864362053,0,0,0.0188890802679041,0,0.119712681772635,0,0
X601319.CH.EQUITY,0.0982199391634726,0,0,0,0,0,0,0,0.335149596432466,0,0,0,0,0,0,0,0,0,0.169092478870555,0,0,0.0855144208601387,0,0,0,4.33680868994202e-19,0,0,-0.00135179089783794,0,0.0401248594559415,0,0,0,0,-0.0455901933748159,0,0,0,0,0,0,0,0,0.181391841285167,0.130453971434408,0,0.139141721115388,0,-0.0377174190356916,0
X000002.CH.EQUITY,0,0,-0.100360803201471,0,0.110352187213069,0,0,0,0,0,0,0,0,0,0.332087674521414,0,0.150026548633835,0,0,-0.00101166545061592,0,0,0,0,0,0,0,0.290803959957188,0.365400467012992,0,-0.103168503598248,0,-0.315042092138721,0,0,0,0,0,0,0,0.120311926081662,0,0,0,0,0,0,0,0,0.350396323140017,0
X601601.CH.EQUITY,0,0,0,0,0,-0.171886586749906,0.0736690814797135,0,0.380940613370616,0.0399139052871185,0,0.0449668726814966,0,0.151815999391819,0,0,0.252107471942104,0,0,-0.0775265926600731,0,0,0,0,0,0.086063998996047,0.134482281438401,0,0,0,0,0,0.00236673995033282,0,0,0,0,0,0,0,-0.207508301846509,0,0,0,0,0,0,0,0,-0.0234902487422163,0.165702039546293
X16.HK.EQUITY,0,0,0,0,0,0,0,0.187048279996956,0,-0.0621836672390789,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.0536125724024768,0,0,0,0,0,0.131676704779201,0,0,0.00739512225237485,0.0740974164399021,0.0987866837033614,0,0.0675404175425562,0.0119294774550605,0,0,0,0,0,0,0,0,0,0.495350953753438,0,0,0,0,0.085018404023477,0,0
X000001.CH.EQUITY,0,0.164208639282264,0.0830722997746911,0,0,0,0,0,0,0,0,0,0,0,0.0436949944021255,0,0,0,0,0.0877953322528443,0,0,0,0,0,-0.207943325799715,0,-0.0714338781196754,0,0.0565804887852198,0,0,0,0.230951181152649,0,0.165094836339402,0,0,0.32453027752935,0,0,0,0,0,0,-0.0117524758004688,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0.445252563956699,0,0,0.258949954118659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37741535855253,0,-0.16575612000616,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.127545274998633,0,0,0,0,-0.177061627536381,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0.0581981572518,0,0.165983763136418,0.134827992118949,0,0,0,0.0966418422340374,0,-0.0490380770732831,0.00369940037331691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312724301602681,0,0,0,0,0,0,-0.438246026353539,0,0,0,0,0,0.0947702349857744,-0.025015194587918,0,0.527643236199415,-0.0136175258831477,0,0,0
X267.HK.EQUITY,0,0,0,0,0.0643341020813607,0,0.326453171497543,0,-0.0805358614745511,0,0.0200579974288098,0,0,0,0,0.0867568254941397,0,0,0,0,0,-4.33680868994202e-19,0.11550187653682,0,0.240363237381601,0.0145262837646127,0,0.0441901778870672,0,0,0,0.0200738486684172,0,0,0,0,0,0,0,0,0,-0.225404104839964,0,0,0,0,0,0,0,0,0.000657281883829987
X600016.CH.EQUITY,0,0,0,0,0,0.270331639520912,0,0,0,0,0,0.084503418446587,0.0516721584734812,0,0.100630882753522,0,0,0,0,0,0,0.183482050398053,0,0,0,0,0.0908136278805148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468040062306655,0,0,0.133771005372839,0,0,0,0,0.166933270402777,0
X601998.CH.EQUITY,-0.0201626830298321,0,0,0,0.154891422243491,0,0,0,0,0,0,0.465110545672304,0,0,0,0,0,0,0,0,0,0,0.1797631794958,0,0,0.0931357484625909,0,0,0,-0.11131703005202,0,0,0,0,0,-0.0787286524532422,0,0,0,0,-0.209107375362596,0,0.125758596004545,0,0,0,0,0.127895166372221,0,0,0
X688.HK.EQUITY,0,0.102875550709276,0,0,0,0.0570745387031499,0,0.110165717669413,0,0,0,0,0,0,0,0,0.145779102752979,0,0,0,0,0,0,0,0.296582888376916,0.0338786889832101,0,0.276996235616919,0,0,0.203177435577629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0.0577641142597679,0.030345260901342,0,0,0,0.127704857059329,0,0,0,0,0,0,0,0,0,0,0.0211591001906864,-1.73472347597681e-18,0,0.0976356341231601,0,0,0,0,0.067718463877029,0,0,0,0,0,0,0,0,0,0,0,0.452030266950907,0.00171723617965136,0.0565678898040674,0,0,0,0,0,0,0,0.0875468905306133,1.73472347597681e-18,0,0,0
X2388.HK.EQUITY,0,0,0,0,0.607751988138031,0,0,0.0139558319153149,0,0,0,0,0,0,0,0.164924866720967,-0.00843838874631429,0.120853816468197,0,-0.0813143189163597,0,0,0.329876624961683,0,0,0,0,0,0,0,0,-0.0152973979608839,0.0109005260609351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1109.HK.EQUITY,0,0,0,0,0,0,0.0422121536336714,0,0,0.0493737402651981,0,0,0.157289426717536,0,0.190013225583721,0.310809423461557,0,-0.0501609432356935,0,0,0,0,0.0713394636727149,0,0,0,0.0424190550678924,0.0790150195815517,0,0,0,0,0,0.0051807175415296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0517533860827943,0,0
X601818.CH.EQUITY,0,0,0,0.196671599966975,0,0.130921674814882,0,0,0,-0.0646219429648364,0,0.0665936301536965,0,0,0,0,0,-0.0715795560252266,0,0,0,0.134150771394246,0,0,0,0.131297578142155,0,0,0.034816920638478,0,0,0,0,0,-0.134491295401974,0,0,0,0,0,0.0449144974170569,0,0,0,0,0,0,0,-0.0170428827705609,0,0
X2007.HK.EQUITY,0,-0.0869850090239007,0,0,0,0,0,0,0,0.103262685606769,2.16840434497101e-19,0,0,0.201810033039243,0,0,0,0,0,0,0,0,0.0283490810337701,0,0,0,0,0,0,0,0,0,0.00964667831909597,0,0,0,0,0,0,0,-0.0158085788649035,0,0,0.495654371654568,0,0,0,0.0334610695911271,0,0,0
X600048.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0518944321593735,3.46944695195361e-18,0,-1.73472347597681e-18,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.156706551174065,0,0,0,0.305649047091503,0,0,0,0,-0.0961282382043624,0.208062539402491,0.0481399512896088,0,0,0,-0.00361228779753126,0,0,0,0,0,0
X1113.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.241305007477125,0,0.0888038981998002,0,0,0,0.132944900695446,0,0.310299469340528,0,0.11394921157021,0,0,0,0,0,0,-0.0323803318501506,0.0180864717103173,0.0496522777314222,0,0.0194123511351202,0,0,0,0.014895970327607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X12.HK.EQUITY,0,0,0,0,0,0,0,0.261487286497874,0,0,0,0,0,0,0,0.178981845767667,0,0.303775320731064,0,0,0,0,0,0,0,0,0,0,0.0756160925813578,0.0239463429905244,0,0,0,0,0,-0.0676023195671506,0,0,0,0,0,0,0,0.145826672695883,0,0,0,0,0,0,-0.0903126643661169
X601066.CH.EQUITY,0,0,-0.110990443874723,0,0,0,0,0,-0.0595644662675586,-3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.0230402916973977,0,0,0,0,0,0,0,-0.00870651412140428,0,0,0,0,0,0,0,0.538616197602744,0,0,0.023450354576047,0,0,0.0396736813114945,0,0.0118152291826228,0,0.0655007915369185,0,0,0.0807647698017919,0,0,0
X823.HK.EQUITY,0,0,0,0,0,0,0,0.0529299625725766,0,0,0,0,0,0,0,0,0,0,0.0220552900661609,0.088518950643904,0,0,0,0,0.251794893055062,0,0,0,0,0.52541957030494,0,0,0,0,0,-0.106551449912315,0,-0.0104276977659022,0,0,0,-0.0456147883915461,0,0.0916255032123172,0,0,0,0,0,0,0
X001979.CH.EQUITY,-0.100931905732477,0,-0.0901890247389696,0,0,0,0,0,0,0,0,0,0.0139606782995798,0,0,0.0803843955088859,0.11272845091738,0,0,0,0,0,0,0,0,-0.160012866944003,0,0,0.2982371283559,0.0680177216038381,0.0640833742120025,0,0,0,0,0,0,0,0,0,0.257718056048437,0,0.481195127776471,0,0,0,0,0,0,0,0
