,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.426440041471261,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.0695511789131368,0,0.138450127543309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0681709145222083,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0777992275335634,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.183865227308956,0.187900623675076,0,0,0.00792303372721981,0,0,0,0,0.223410762126533,0,0,0.0656675237021985,0,0,0,0,0,0.147919017386456,0,0,0,0,0,0,0,1.73472347597681e-18,0.165346412715252,0,0,0,0,0.0536440153905048,0,0,0,0,0,0,0,0.0412920568594256,0.0633659997003791,0,0
X601939.CH.EQUITY,-4.33680868994202e-19,0,0,0.725103028299809,0.0318659064594341,0.0537894686557229,0,0,0,0.234247294066309,0,0,0,0,0,0,0,0,0,0,0.0502138474697106,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0233071014987251,0,0.0230665152643513,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.341155519367881,0.0852510379536804,0,0.847320461288479,0,0,0,0,0,0,0,-0.0667479470241521,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038885547373638,0,0,0,0.122640203817648,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0653717102397429,0,0,0,0.146614899444007,0,0.313359460012757,0,0,0,0,0,0,0.0102622423734365,0,0,0,0,0,0,0,0,0,0,0.0110325765133754,0,-0.181637408734734,0,0,0,0,0,0,0,0,0.116737190290051,0,0,0.287745454071148,0,0,0,0,0,-0.0867475808618309,0,0,0.0543169033032541,0,0
X601988.CH.EQUITY,0,0,0,0,0.364807058661039,0,0,0,0,0,0,0,0,0,0,0,0,0.0832967028992752,-0.107992856472761,0,-0.0881696531165995,0,0,0,0.290684729390778,0,0,0,0,0,0,-0.247777879434143,0,0,0,0,0,0,0,0,0.130980255953506,0,0,0,0,0.0363589420636978,0,0,-0.0285500770729151,0.14014404299991,0
X600036.CH.EQUITY,0,0.111670140836121,0,0,0,0,0,0,0,0.396300208232177,0,0,0,0,0.0412015629661084,0,0.160809320582293,0,0,-0.109479643625542,0,0,0,0,-4.33680868994202e-19,0,0,0,4.33680868994202e-19,0,0.20976422934674,0,0,0,0.0419249753129559,0,0,-0.0292759877816603,0,-0.112657619652513,0.0720651841133677,0,0,0.201619176015428,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.210624239147304,0,0,0,0,0,0,0,0,0,0,0,0,0.18592003295878,0,0,0,0,0,0,0,0.0695334002223055,0,0.09313249876878,-0.06307578727261,0,0.102940647472639,0,0,0,0,0,0.427361063161111,0.00831914744969132,0,0,0,0,0,0,0,0,0,0,0.00171456723745189,0,-0.0446775884359589
X601628.CH.EQUITY,0,0.0823384427096967,0,0.00154657342418465,-0.0848616546988839,0,0,0,0,0,0,0.0517409370545374,0,0,0,0,0.205055137867217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406587694283832,0,0,0,0,0,0,0.21611800160309,0,0.088322678464296,0.0647103383079255,-0.0110782341750603,0,0,0,0,-0.0180593677040173
X601328.CH.EQUITY,0,0,0.0858713259572822,0,0,0,0.397739688646637,0,0,0,0,0,0.434575724092836,0,0,0,0,0,0,0,0.151515857189578,0,0.237590705793159,0,0,0,0,0,0,0,0,0,-0.113925986630041,0,0,0,-0.06664924564007,0,-0.12588398086369,0,0,0,0,0,0,0,-0.139550677581648,0,0,0,0
