,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0623779731293134,0,0,0,0,0,0.0237371933476157,0,0,0,0.205286751406795,0,0,0,0.449418929600412,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.148611947392442,0.465182481928218,0,0,0,0,0,0,0,0,0,0.0822483368781558,0.0304794419193637
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.145591709126981,0,0,0,0,0,0,0,0.100523574639699,0,0.0632776758848105,0.0552506093879645,0,0,0,0,0,0.107694469989027,0,0.00454274878459053,0,0,0,0,0,0,0,0.164724833652024,0,0,0,0.275899576096084,0,0,0,0,0.00915146087858156,0,0,0,0,0,0
X601939.CH.EQUITY,0.262334949688252,0,0,0,0,0,0,0,0,0.0274331162765041,0,0,0,0,0,-0.0263368705274441,-0.0911508349437869,0,0,0.180467169696447,0,0.135587095432511,0,0,0,-0.153085817949812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.474049006242116,0,0,0,0,0,0,0,0,0,0.118956232012352
X601288.CH.EQUITY,0,0,0,0,-0.0934162969904738,0,-6.93889390390723e-18,0,0.135209023290504,0,0.25384627633867,0,0.0168188867825225,0.363394016151289,0,-0.0992828892701841,0,0,0,0,-0.0908258036997363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.118713038057695,0.398579473624155,0,0,0,0.0106437958489111,0,0,0.13509216461682,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.165959204389083,0,0,0,0,0,0,0,0,0.10221040227582,0,0,0.252754059910752,0,0,0,0,0.0768604844485386,-0.120600465672886,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.24812489587189,0,0.0150593070826633,0,0.0870057864241479,0,0,0,0,0.187984899189351,0,0,0,0.143950468442154,0,0,0,0,0,0,0.12972252982359,0,0,0,0,0,-0.165370204267726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13103099400507,0
X1299.HK.EQUITY,0,0,0,0,0.232615916827734,0,0,0,0,0,0,0,0,0,0,0,0,0.071599708092746,0.068965405696193,0,0,0,0,0,0,0.134903927832415,0,0.13356760378302,0,0.0969748431871807,0,0,0,0,0,0,0.252798823964293,0,0,0,0,0,0,-0.0481039841883829,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.215705396896896,-0.0347176439264307,0,0,0,-0.0624188835118125,0,0,0.340699098212071,0,0,0,0,0.0797114869903485,0.10182112229366,0,0,0,0,0.290070922859919,0,0,0,0,0,0,-0.0337306784490385,0.170529362808713,0,0,0,0,-0.186553887629184,0,0,0,-0.139961731694872,0,-0.0429560454031125,0,0,0,0.328649780867355,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.200275769962277,0.0154418873520339,0.0937467881931842,0,0,0,0,0,0,0,0,0,0,0,0,0.237259199219637,0,0,0,0,0,0.0999768489297485,0,0,0,0,0,0,0,0,0,0,0,0.182201390901717,0,0,0,0,0,0,0,0.0278793623681738,0.0903750103869421,0.057181136368646,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0.751018197994079,0,0,0,0,0,0,0,0,0,0.0172289097273153,0,0,0.121757890534909,0,0,0,0,0,0.0367084324090043,0,0,0,0,0,0,0,0,0,0,0,-0.0161550108973301,0,0,0,0.0217936884404829,0,0,-0.186961452436751,0,0,0,0.0501886471410139,0
