,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.00572044357556117,0.170690735437644,0,0,0,0,0,0,0,0,0,-0.269686432370764,0,0,0,0,0,0,0,-0.0622281393709367,0,0,0,-0.28895067487101,0,0,0,0,0.770006996174653,-0.122693308356596,0,0.351254139441254,0,-0.0823755325240488,-0.0117971233750761,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.152457639607503,0,-3.46944695195361e-18,0.0289108460395307,0,0,0,0,0,0.027385538679924,0,0,-0.0264036962483877,0,0,0,0,0.0226071137158759,0.143402572150849,0,0,0,0,0.0843570904696958,0,0,0,0,0,0,0,0.476732498486365,0.0386410026818321,0,-0.0606601855389508,0.0299184342986126,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.281757612401762,0,0,0,0,0.01461254769679,0,0,0,0.0401857924053124,0,0,0,0,0,0,0,0,0,0,0,0,0.0432103819308787,0.0935351918459942,0,0,0,0,0.193679609028821,0,0.0862806676814562,0,0,0,-0.107126649520437,0,0,0,0.410202155009697,0,0,4.33680868994202e-19,0,-3.46944695195361e-18,0,0,0,0,0,0,0.151656315152811
X601288.CH.EQUITY,0,0,0,0,0,0.183111293027663,-0.00437761995657068,-0.139962115067408,0.280486363447834,0,0.275400583799202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0117175909188176,0.0896779017049705,0,0,0,0,0,-0.521398777988318,0,0,0,0,0,0,0,0,0,0,0.0233591714440627,0,0,0.0550153077424688,0,0,0
X5.HK.EQUITY,-0.180215149776449,0,0,0,0,0,0,0,0,0,0.0128657632465707,0,0,0,0.0404325188960463,0.246331702958175,0,0,0.0942743914280623,0,0.20884157345894,0,0.485279061311408,0,0,0,0,0,0,-0.242498964144413,0,0,0,0,-0.00719382634660842,0,0,0,0,0,-0.096612276354636,0.192410283197536,0,0,0,-0.138200034950803,0,-0.0886079183320263,0,0.0219369634616083,0
X601988.CH.EQUITY,0.180239404871945,0,0,0.512786487166069,0,0,0,0,0,0,0.130235625621466,0.0545739608743979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127571478388998,0,0,0,0,0,0,0,0,0,0,0.202691742947674,0,0,0,0,0,0,0,0,0,0,0,0.0954529332524608
X600036.CH.EQUITY,0,0.413503149899049,-0.0631507665654142,0,0,0,0,0,-0.124449966723076,0.545578418814134,0,0,0,0,0,0,0,0.00387674254526578,0.109681601127852,0,0,0,0,0,0,0.110648762793537,0,0.044826578515076,0,0.339768052194122,0,0,0,0,-0.333817442161483,0,0,0,0,0,0,0.114114451937989,0,0,0,0,-1.38777878078145e-17,0,0,0,0
X1299.HK.EQUITY,0,0,0.00647504744775988,0,0.0889178211933672,0,0,0,0,0,0,-0.0399212973630514,0,0.0539243227896341,0,0,0.149242608689161,0,0,0,0,0,0,0.0439879032629254,0,0.204502901711415,0,0,0,0,0.125109937560981,0.162265749806746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0184628651597703,0,0.0109870554739572,0,0,0,0,0,0,0,0,0,0.272771360746565,0,0,0,0.000867711322097545,0,0,0,0,0,0.0834222147268326,0,0,0,0,0,-0.0114026895039786,0,0,0,0,0,0,0,0.28982700386743,0,0,0,0,0,0,0,0,0,0,0.106049249041185,-4.33680868994202e-19,-0.0546942314346283
X601328.CH.EQUITY,0,0,0.0476303814841482,0,0,0.130732072829651,0.247635720473727,0,0,0,0,0.0513846135761657,0,0,0,0,0,0.241350820161924,0.170412673217301,0,0,0.0157003416591967,0,0,0,0,0,0,0,0,0,0,-0.15887357497187,0,0,0,0,0,0,0,0,0,0,0,0.157932013151233,0,0,0,0,0,-0.415915492828822
