,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1997.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.521309072166792,0,0,0,0.12228300200385,0,0,0.0510025086444656,0.0496709995067424,0,0,0.169706060958156,0,0,0,0.0361539529751345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253450145845244,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.140375658965173,0.265529886981495,0,0,0,0.0338686646004522,0,0,0,0,0.318946268681457,0.0925843859126236,0,0.0657746271835062,0,0,0,0,0.0449648176394748,0,0,0,-0.0505353165008206,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0696171200660937,0,0,0.00463326514386597,0,0,0,0,0,0,0,0.00274646673691249
X601939.CH.EQUITY,0.460584623412039,0,0,0.250146729344932,0.155076630003496,0.0181402159669293,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.00241680028482398,0,0,0,0,0.191890668741258,0.1161288486196,-0.170907544019644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178735364224915,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.217180617692416,0.103833150756027,0,0.853527346906352,0,0,0,0.0685461585862273,0,0,0,0,-0.139268613017054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581072461710911,0.0238076811350154,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.286595358721815,0,0.087073522409942,0,0,0,0.0761216808904233,0,0,0,0,0,0,0.166457536597859,-0.199468030339031,0,0,0,0,0,0.0397966345652152,0,0,-0.0248126228689836,0,0,0.0193731304611682,0,0,0.201128290811568,0,0,0,0,0.387246360991041,0,0,0,0,0,0,0.195667387425222,-0.141038005382435,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.327462764733666,0,0,0,0.0456808159464439,0,0.0306754041915508,0,0,0,0,0,0.0700567857888726,0,0,-0.0538942061113425,-0.0224060517446477,0,0,0,0.193724433463873,0,0,0,0,-0.214139753025577,0,0,0,0,0,0,0,0,0,0,0,0.151971935101749,0,0,0,0,-0.0229383518104161,0,0,0.136050920916651,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.102938574462724,-0.0483297694079627,-0.0362889709180783,-0.0137015150380584,0.0984307888768751,0,-0.107001738809348,0,0,0,0,0,0.516779442271636,-0.0425095318794678,0,0.0851265729988526,0,0,0.138091422315005,0,0,0,0,0,0.0284761602371075,0,0,0,0,0.0266769713598793,0,0.242977983897261,0,0,0.097078177079656,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.234143276075469,0,0,0,0,0,0,0,0,0,0,0,0.14119800313806,0,0,0,0.033137029421422,0,0,0,0,0,0.0352784762257682,0,0.033501593061283,0,0.0234571403879219,0.285157922881881,0,0,0.176988106121384,0,0,0,0,0,0,0,-0.0556657809658281,-0.2254995778521,0,0.0773184621014853,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0.0318326195576686,0,0,0,0,0,0,0,0,0.132119823764818,0,0,0,0,0.409296184976164,0,0,0,0,0,0,0.00348871430889028,0,0,0,0,0,0,0,0,0,0,0.0655509776527262,0.182436257320344,0,0,0,0.190278692449498,0,0.0782383057647612,0.0490439674016086,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.00558442259848962,0,0.41440212063408,0,0,0,6.93889390390723e-18,0,0,0,0,0.412338325986134,0,0,0,0,0,0,0,0,0,0.0544740404715757,0.0493597449670914,0,0,0,0,0,0,0,0,0,0,0.0136722209057624,0,0,0,0,0,0.0924974342545002,0,0,0,0.229802872816883,0,0,0.0626722197397366,0,0,0,0
X601166.CH.EQUITY,0.0737782702456195,0,0.000690427582382131,0.19431222747018,0,0,0,0,-1.73472347597681e-18,-2.16840434497101e-19,0,0.368701255279135,-0.0211190111461533,0,0,0,0,0,0.00535009554051979,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427572830562315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126470674308611,0
