,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.690637368215687,0,0.000963332108575158,0,0,0,0,0.0343404443285941,0,0,0.0969727059552024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0174521479682136,0,0,0,0,0.0821061573079823,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.017054503613409
X601318.CH.EQUITY,0,0,0.0649219728628454,0.179104681656589,0,0,0,0,0.0714779138309605,0,0,0,0,0,0,0.0488396085348232,0,0.161460088812198,0,0.0139504399413091,0,0,0,0,0,0,0,0,0.0994322237256789,0,0,0,0.0288860463419941,0,0,0,0,0,0,0,0.164300750323451,0,0,0,0.0249059567368857,0.0588633921773584,0.0612819778815801,0,-1.73472347597681e-18,0,0
X601939.CH.EQUITY,0.16588907456446,0,0,0.37542415603732,0,0.143162118128335,0,0,0,0,0,0,0,0,0,0,0,0,0.023554860386296,0,0.0176726837978481,0,0,0,0,0,0.0126625112801699,0,0.146035249953299,0,0,0,0.0675793475659146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0805213395144457
X601288.CH.EQUITY,0.164810665458548,0,0.0903286792871731,0,0,0,0,0,0,0.155262718659916,0,0,0,0,0,0,0,0.128166505304995,0,0,0,0.0277112834432304,0,0,0.0118160847520709,0.291763270006244,0,0.0427476902516641,0,0.056994172865675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.290264414220118,0,0,0,0,-0.122039136405109,0,-0.146821103772018,0.26262833823754,0.197249790248411,0,0.0792488979775025,0,0,0,0,0,0.23272340547696,0,-0.0471151585781083,0,0,0.135621969095796,0,0,0,0.0216908901560216,0,0,0,0,0,0,0,0,0,0,0,-0.498099475512714,0,0,0,0.173992682886604,0
X601988.CH.EQUITY,0,0,0.0601244795838973,-1.73472347597681e-18,0.0720932238183104,0,0,0,0.0238937152072501,0,0,0,0.0270608672698034,0,0,0,0,0,0,0,0,0,0.624073172043961,0,0,0,0,0,0,0.0867380916949752,0,0,0,0,0,0,0,0,0,0,0.046070320774909,0,0,0,0,0,0,0,0.0662797008985624,0.104029134303089,0
X600036.CH.EQUITY,0,0.0098157283475608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.784532559157282,0,0,0.00547506730612234,0.0704150644207145,0,0,0,0,0,0,0,0,0,0,0,0,0.0148276019797293,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0431402358339142,0,0,0,0.261062775543343,0,0,0,0.172330457553133,0,0,0,0.0744278366599958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.130730351506467,0,0.0921748890107955,0,0,0,0,0,0,0,0,0,0,0,0.0396371405274852,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.360316827927459,0,0,0.0456160253969148,0,0,0.0801793063501725,0,0.105936613628038,0,0,0,0.0339937780701398,0,0
X601328.CH.EQUITY,0,0,0.078467202882628,0,0,0,0.172234555982395,0,0,0,0.00843399671619898,0,0,0.147947946202325,0,0,0,0,0,0,0,0.269945959004594,0,0,0,0,0,0,0.021975272749999,0,0,0,0,0,0,0,0,0,0,0.0790937093928052,0.221233441261394,0.0282898019925089,0,0,0,0,0,0.00518261211451439,0,0,0
X601166.CH.EQUITY,0,0.0346058153771287,0.197125909150691,0,0,0,0.16717818178358,0,0,0.0512698072424424,0,0,0.011271311988801,0.103571513916815,0,0,0,0,0,0,0,0,0.134744404846448,0,0,0,0,0,0,0,0.0844619218096977,0,0.0191538006754532,0,0,0,0,0,0,0,0,0,0,0,0.153330202354276,0,0,0,0,0.0203445939128978,0.082668280339675
