,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.418641609759506,0,0,0.0384832837318996,0,0,0,0,0,0,0,0,0.0191088972907374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0156224668999795,0,0,0,0,0,0.240036343901152,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.218780863282248,0,0,-0.00934095531579296,0
X601318.CH.EQUITY,0,0,0,0,0.0211722138893225,0,0,0.0219066641545227,0.139763044308977,0,0.0515522529042408,0,0,0.0998341243843931,0,0,0,0,0.216400558074979,0,0.220019198376686,0.0276039323671444,0,-0.0163437470527395,0,0,0.0964429138107156,0,0,0,0,0,0,0,0,0,0.0350869753700125,-1.73472347597681e-18,0,0,0,0,0,0.0375817837972842,0,0,0,0,0,0,0,0.0844554500745762
X601939.CH.EQUITY,0,0,0,0.291428386016194,0,0,0,0,0,-0.0394770203310194,0.037459074701633,0,0,0,0,0,0,0,0,0.0416434854689315,0,-0.286614192493733,0.705257491300255,6.93889390390723e-18,0.0581487442092565,0,0.124731167722494,-0.20544651780122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0600051636419403,0,-0.046009180448529,0,0,0,0,0,0.0466221092459621,-0.00540811977998825
X601288.CH.EQUITY,0.112221364573573,0,0.0747248143121471,0,0,0.0873724131028993,0.403945302123547,0,0,0,0,0,0,0,0,0.0484850301380518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204986944755448,0,0,0,0,0,0,0.117916996706917,0
X600036.CH.EQUITY,0,0.181594928965696,0,0,0,0.0681336275605437,0.0911303407099898,0,0,0,0,0,0,0.206417678086365,0,0,0,0,0,0,0,0,0,0.0286955484626747,0,0,0,0,0.319142084815389,0,0,0.0873388175999855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00178215801394779
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0375045331725551,0,0,0,0,0,0,0,0.160693814412647,0,0,0,0.121714949020989,0,0,0,0,0,0,-0.0620832902174006,0,0,0,0.185547185872684,0,0.0527666088617805,0,0,0.537476689574136,0,-0.0496506746000995,0,0,0.102838470798706,0,0,0,0,0,0.00180223073371361,0,0,0.075498522745766
X601988.CH.EQUITY,0.0400463261289098,0.17283040603085,0,0.221583859837843,0.335336048775628,0,0,0,0,0,0,0,0,0,0,0.139920836282964,0,0,0,0.10555932041343,0,0,0,-0.0210297770642563,0,0,0.111896313994003,0,0,0,0,0,-0.0458170419233445,0,0,0,0.0720826231823727,0,0,0,0,-0.110961820996133,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,-0.0452217860596598,0,0,-0.00228521849118091,0,0,0.128666100761324,0,0,0,-0.18386031564545,0,0,0,0,0,0,0,0,0,0,0,0.226989289203571,0,0.0279779512608397,0,0,0,0,0,0,0,0,0,0,0,0.140060428012477,0.114855200005922,0.0573782413649964,-6.93889390390723e-18,0.0671357242934901,0,0.0247493721344662,0.180625381853124,0,0.136625657740365,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0229339452683347,0,0.147581756764079,0,0,0,0,0.190396350999006,0,0.151998246677782,0,0,0,0.0699562946909993,-0.0560581627247661,0.453443264711863,0,0.096787355573161,0,0,0,0,0,0,0,0,0,-0.113342635772585,0,0.203259494334372,0,0,0,0,0.118072770627076,0,0.276453384733293,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.104792814451648,0,0,0,0,0,0.00659491503029287,0,0,-0.039737788541264,0,0,-0.133585279567878,0,0.475798364026952,0,0.225778720000746,0,0,0,0.197567061720287,-2.16840434497101e-19,0,0,0.155967182149091,0.188287738729523,0,0,0,0.136768998500071,0,0,0,0,0,0.0602666210581202,0,-0.34227972918716,0,0,0,0,0,0,0
