,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.036736659918223,0,0,0.0789150906831518,0,0.274598517328073,0,0,0,0,0,0.136809095628233,0,0,0,0.126869662773599,0,0,-0.00920053911606742,0,0,0,0,0,0,0,0.0303664317340421,0.257194936776069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0.0421887570882727,0,0,0,0
X601939.CH.EQUITY,0.00630055193530043,0,0,0.184064481306538,0,0,0,0,0,0,0,0.372952568072697,0,0.252153219973919,0,0,0,0,0,0,0.069279706730519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0661248718924959,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0
X601318.CH.EQUITY,0.188557772722466,0,0,0,0,0,0,0,0.201454810722364,0,6.93889390390723e-18,0,0,0,0,0.29818048997078,0,0,0,0.123781339384667,0,0,0,0,0.0233062637493955,0,0,0,0,-0.0362000530463454,0,0,0,0,0,0.0923722660436164,0,0,0,0,0,0,0.0270387045570191,0,0,0,0,0,0,0.10380489538127,0,0
X601288.CH.EQUITY,0.345361661830639,0.0242325361556176,0,0,0.492569178901293,0,0,0,0,0,0,0,0,0,0.0319200848613785,0.00784782297221879,0,-0.0303199409311961,0,0,0,0,0.0141374192769135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10070750371993,0,0,0
X601988.CH.EQUITY,0,0,0.189862773020889,0,0,0,0,0,0,0,0.130985700651588,0,0,0,0,0.0256416474575858,0,0.0903316209501742,0,0,0,0,0,0,0.039864574011211,0,0,0,0,0,0,0.152815276008432,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212444320677513,0,0,0,0.124707169350652,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.298264614403333,0,0,0,0,0.350449100884713,0,0.0858513674668195,0,0,0,0,0,0,0.579465192288478,0,0,0,-0.712286308891183,0,0.178523927582411,0,0,0,0,0,0,0,0,0,0,0.234404728041181,0,0,0,0,0,0,0,0,0,0,-0.0135193206442896,0.175270809262589,-0.0507776225899101
X600036.CH.EQUITY,0,0,0,0.060787478973243,0,0,0,0.0924002136329321,0,0,0,0,0,0,0,0.135498838506136,0,0,0.123238459504314,0,0,0,0,0,0,0,0,0.0542621940528318,0,0,0.190750947961103,0,0.230587666419876,0,0,0.0415644601389825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.00855588986572062,0,0,0,0,0,0,0,0,0.131457681749382,0,0,0,0,0.106604645146549,0,0.167853607906066,0,0,0,0,0,0,0.168751814946925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358992049251745,0,0,0
X601628.CH.EQUITY,0.26197464606182,0,0,0,0,0,0,0.0724019493647222,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0512090471426791,0,0,0,0,0.116939450001723,0,0,0,0,0.25981149224105,0,0,0.0626647916513796,0.109841756728949,0,0,-0.142466253420088,0,0,0,0,0,0,0,0,0,0,0.124474019066556,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.115678763281652,0,0,0,0,0,0.186450706399582,0,-0.105852183737513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0770374186914161,0,0,-0.22538435829643,0,0,0,0,0,0,0.693015610589265,0,0,0,0,0,0,0.468304842541395,0,-0.161683175646691,0,0,0
