,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.301087256195379,0,0,0,0,0.407600886470537,0,0,0,0.00241468351709193,0,0,0,0,0,0,0,0,0,0,0,0,0.120173848026318,0.0651030238640615,0,0.053559657762826,0,0,0,0,0,0,0,0,0,0.0834820889629893,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.329710601358213,0,0,0.167850651145077,0,0,0.0159101024741333,0,0,0,0,0,0,0.139182450825774,0,0,0,0.0177236715027453,0,0,0,0,0,0,0,0,0,0.161115660494535,0,2.71050543121376e-20,0,0,0,0.0924434297204134,0,0,0,0,0,0,0,0,0.00682371489881956,0,0.0322077561317451,0,0,0,0,0
X601939.CH.EQUITY,0.458524524416064,0.117703870913196,0,0,0,0,0,0.178918764887443,0,0,0,0,0,0,0,0,0.00981876673520754,0,0,0,0,-0.137407763982359,0,0,0,0,0,0,0,0.138040486624247,-0.0113133427092008,0,0.138613184545508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197776901315226,0.144390634663566,0
X601288.CH.EQUITY,0,0,8.67361737988404e-19,0,0,0,0,0.53980440363585,0,-0.0789988069715299,0,0.0400838452277899,0,0,0,0,0,0.0427311307254798,0,0.0289983136511647,0,0,0.0695620201390183,0,0.110666644388489,0,0,0,0,0.106066502112616,0,0,0.0585075843913286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346797640428802,0,0,0,0.0242983418628665,0
X600036.CH.EQUITY,0,0.13709295255368,0,0,0,0.0449655431304038,0,0.0469305198377835,0,0,0,0,0.128956520303584,0,0.0183661157875609,0,0,0,0,0,0,0,0,0,0.0950032215794346,0.024195349111656,0,0,1.73472347597681e-18,0.0366173219495257,0,0,0,0,0,0,0,0.0547775786043771,0,0,0,0,0.0484210412418426,0,0,0,0,0,0,0.355163751981759,-0.268623133485265,0
X1299.HK.EQUITY,0,0,-0.0700189477839863,0,0,0,0,0,0,0.134351432083739,0,0,0,0,0,0,0,0,0,0,0.155760490419685,0,0.202585092502322,0,0.0383777246895396,0,0,0,0,0,0,0,0,0,0,0,0,0.142120334045148,0,0.00274491999144246,0.0131747748676735,0,0.163577181143256,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.131617455386538,0,0,0,0,0,0,0,0,0,0,0,-0.0361077080319279,0,-0.30600005425586,0,0,0,0,0,0,0.143685093457671,0,0,0,-0.0405092167418667,0,0,0,0,0,0,0,0.142246262744592,0.578390043212765,0,0,0.0182513354459805,0,0,0,0,0,0,0,0,0,0,0.0172589188447163,0,0.0411800998390891,0.163639919300629
X601988.CH.EQUITY,0.225051919613222,0,0.0553564174431002,0.498981968718673,0,0,0,0,0,0.11639004191064,0,0,0.154637052393355,0,0,0,0,0,0,0,0,0,0.135703788949348,0,0,0.0114528416884661,0,0,0.0542264144955198,0,0.0384961628096584,0,0,0,0,0,0.0737206711174182,0,0.0309453304754662,0,0,0,0,0,0,0,0,0,0,0,-0.0458915801543444,0
X5.HK.EQUITY,0,0.215815737714195,0.0235820551221429,0,0,0,0,0,0,-0.0131612590904477,0,0,0,0,0,0,0,0,0,0,0,-0.208037873471639,0.172179487429479,0,0,0.0558467676111256,0.130820212465026,0,0,0,0,0,0.0817591977786014,0,0,0,0,0,0,0,0,0.110782499499537,0.197057349550736,0,0,0,0,0,0,0,0.0390770585985925,-0.15682073987148
X388.HK.EQUITY,0,0,0,0,-0.121261221960151,0.21638245827737,0,0,0,0,0,0,0,0,0,-0.0756223968893932,0,0,0,0,-0.118136505461371,0.467542774214448,0.0269435205974676,0,0,0,0,0.0836048404145489,0,0,0,0,-0.059208574436431,0,0,0,0,0,0.145488119739946,0.0765541797137952,0,0,0,0.150404536761557,0,-0.182008465189679,0,0,-0.0497668566741969,0,0.157571574143828,0
