,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.34241028292246,0.0614635598409658,0.110127287006206,0,0,0,0,0,0,0.209443767346163,0,0,0,0.0170919028354803,0,0,0,0,0,0,0,0,0,0.0134455336136216,-0.0258295361972481,0,0,0,0.0360786663401662,0.00875183053246247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450289964802182,0,0,0,0.145065331272951,0
X601939.CH.EQUITY,0.440871321089306,0,0,0,0,0,0,0,-0.0215276574156244,0,0.21012231430072,0,0,0.0415978712623121,-0.010417786903904,0,0,0,0,0,0,0,0,0,0.158149163897238,0,0,0,0,0,0,0,0,0,0,0,-0.00636708737118963,0,0,0,0,0,0,0,0,0,0,0,0.0831611068189711,0,-0.0507076043706392,0
X601318.CH.EQUITY,0,0,0,0,0.166802212760597,0,0,0,0,0,0,0.182171358857895,0,0,0.0183187129094365,0,0,0,0,0,0,0.0954827873487464,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0580491677357605,0,0,0,0,0.19703620807802,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.176625013298117,0,0,0,0.365784580892317,0,0,0,0,0,0.0401426247785746,0,0,0.0943692725301531,0,0,0,0,0,0.0652300522910756,0,0,0,0,0.0958043620312675,0,0,0,0,0,0,0,0,0,0.146847440295646,0,0,0,0,0,0,0,0.0113821620510798,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.380960109748033,0,0,0,0,0,0.228524144604383,0,0,0,0,0,0.0624742729305023,0.157964779016334,0,0,0,0.0190776875158453,0,0,0,0,0,0.100157558791814,0,0,0,0,0,0,0,0,0,-0.49997778289775,0,0,0,0,0,0,0.0834896076514213,0,0,0,0,0,0,0,0.289810442174419
X600036.CH.EQUITY,0,0.0776570903982224,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.194283600956904,-0.00141081417314503,0,0,0,0,0,0,-1.73472347597681e-18,0,0.274161029019982,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.282149535218108,0,0,0,0,0,0,0,0,0.0648528452746424,0.0538418941331578,0,0,0,0,0.0220278424686985,0.0892739008120273,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23624129308088,0,0,0,0.47973181303681,0,0,0,0,0,-3.46944695195361e-18,0,0.107385191636437,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116677843313428,0,0,0,0,0.0458611139348823,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109232087621171,0,-0.299090608311516,0,0,0,0,0,0,-0.447390631118793,0.0741539523391159,0.746999753035136,-0.0100760012904662,0.649866858596369,0,0,0.0181630342191242,0,0,0,-0.151635304642102,0,0,0.37626664621752,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.107925249296578,0,0,0,0,0.00253512755567825,0,0,0,0.381285160989767,0,0,0,0.034734627633451,0,0,0,0,0,0.00144149798565599,0,0.0512681449664327,0,0.0877700998619996,0,0,0,0,0.212289199490129,0,0,0,0,0,0,0,0,0,0.166184182679552,0.0370598263293391
X601658.CH.Equity,0,0,0,0.158283936116778,0.182125754163917,0,0,0,0,0,0,0,0,0.11844938561457,0,0,0,0,0,0,0,-0.0828981703332928,0,0,0,0,0.0367382871401386,0,0.0940675932699878,0,0,0,0,0,0,0,0,0.276515598350894,0,0,0,0,0,0,0,0,0,0,0.43706368242908,0,0,0
X601328.CH.EQUITY,0.171775838692125,0,0,0.461034695935674,0,0,0,0,0,0,0,0,0.0218117688731026,0,0.0409177693468375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156499053413539,0,0,0,0,0.0894564223493335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671686371411668,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.409178988239328,0,0,0,0,0.0676215851923168,0,0,0,0,0,0.0473927701706501,0,0,0,0,0,0,0,0,0,0,0,0,0.219178399531012,0,0,0,0,0,0,0,0,0,0,0,0,0.0545502766373726,0,0,0,0.0297941983633563,0.0608224674374853,0.115508566437675,0,0,0
X388.HK.EQUITY,0,0,0.27035845170345,0,0,0,0,0,0,0,0,0,0,0.034409118704665,0,0,0,0.0377195768918744,0.11651028010068,-6.93889390390723e-18,0,0,0,0.0447466654178106,0,0,0,0,0,0,0,0,0,0.0437987394071329,0,0,0,0,0,0,0,0,0,0,0.0508817958365833,0,0,0.0201561071074086,0,0,0,0
X600000.CH.EQUITY,0.301300225446477,0.0502116657563267,0,6.93889390390723e-18,0.12360277806074,0,-1.73472347597681e-18,0,0.109423256603379,0,0,0,0,0,0,0,0.0300317747645924,0,0,0.0531860380248676,0.0718140132640275,0,0,0,0,0,0,0,0.0273052723200308,0,0,0,0.0246368548186944,0,0,0,0,0,0,0,0,0,0.0545558496112259,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.0217082574931382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112282618306064,0,0,0,0.465248837446996,0.07793916388128,0,0.117713449144346,0,0.227451844951475,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263929875145481,0.0172727049791772,0,0,0,0,0,0,0,0,0.187894752226274,0,0.218553998302196,0,0,0,0.166366203402665,0.075071357084148,0,0,0,0.115091867569386,-3.46944695195361e-18,0,0,0,0,0,0.00474040901770942,0
X000001.CH.EQUITY,0,0,0.182820993910984,0,0,0,0,0,0,0.007216406142964,0,0.295774443317306,0,0,0.116319196249076,0,0,0,0,0,0,0,0.130779489463004,0,0,0,0,0,-1.73472347597681e-18,0,0,0.03956848106531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164678897656623,0,0
X16.HK.EQUITY,0,0,0,0,0.0301251524659116,0,0.315047280143443,0,0,0,0,0,0,0,0,0,0,0,0,0.225364480048058,0,0,0.0613757358320009,0,0,0,0,0,0.0514147941930598,0,0,0,0,0.0423370632921621,0,0.314365453962336,-0.0860128486363036,0,0,0.123979731945453,-0.119639522892862,0,0,0,0,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.134573896811242,0,0,0,0.119424004082385,0.125941539748731,0,0,0,0,0,0,0,0,0,0,0,0,0.301550542580122,1.0842021724855e-19,0,0.00200901860925079,0,0,0,0,0.213933547644607,0,0.00352386250263156,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.106414311747541,0,0.0633739257787596,0.0102984270914089,0,0,0,0,0,0.222803939596989,0.0148487840351674,0,0.21047506458196,0,0,0,0.236966364473625,0,0,0,0,0,0,0,0,0,0,0,0,0.0850581896415966,0,0,0,0,0,0,0,0,0,0,0,0.0752558609816369,0,0,0.0551001933748035,0,0,0,0,-0.0364546119519066,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.161264321156813,0,0,0,0,0,0,0,0,0,0,0.156034746467149,0.0223640236063447,0,0,0,0,0.0889841856653012,0.000904215347340671,0,0,0,0,0,0.254760757940978,0,0,0.0725686974292494,0,0,0,0,0.152485276901355,0,0,0,0,0,0,0,0,0
