,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0547147038194445,0,0,0,0,0,0.0209327291841977,0,0,0,0.196828715381973,0,0,0,0.449952565416038,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14049061974667,0.469599078869882,0,0,0,0,0,0,0,0,0,0.0785014516072606,0.0309254740558181
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256410117548877,0.0170719635402644,0.0860989219939333,0,0.0467052677173501,0,0,0,0,0.116175778221511,0,0,0,0,0,0,0,0,0,0.253836378462894,0,0,0,0.19923160415886,0,0.0208045999775447,0.0680855726591617,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.398156991877697,0,0,0,0,0,0,0,0,0.0457173238702151,0,0,0,0,0,0,-0.077185936196149,0,0,0.289705341074731,0,0,0.129817487004089,0,0,1.38777878078145e-17,-0.454001871048421,0.0536299355356686,0,0,0,0,0,0,-0.166620331922716,0,0,0,0,0.0205598166714825,0.470441652930582,0,-0.0223641200644471,0,0,0.125361020007242,0,0,0,0,0.132827431446675
X601288.CH.EQUITY,0,0,0,0,0,0,-0.292467525143931,0,0.225847783722364,0,0.640896322714058,0,0.0424641889710749,0,0,-0.0434035261404321,0,0,0,0,-0.060885314975264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0492019508567901,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.05922493977403,0,0,0,0.172363459549303,0.368904539109591,0,0,0,0,0,0,0,0,0.016812385443592,0,0,0,0,0,0,0,0,0,0,0,-0.208018263416214,0,0,0,0,0,0,0,0,0.120804494515299,0,0,0.298643132378757,0,0,0,0,0,-0.0881781550252753,0,0,0.048752272553438,0,0
X601988.CH.EQUITY,0,0,0,0,0.30666753868356,0,0,0,0.114431422933903,0,0.10863876252862,0,0,0,0.14981236839068,0,0,0.0564828513340848,0,0,-0.0681585497993596,0,0,0,0.090297469085703,0,0,0,0,0,-0.243265710282048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0972986171493702,0
X1299.HK.EQUITY,0,0,0,0,0.16931841841803,0,0,0,0,0,0,0,0,0,0,0.0355907480383513,0,0.173233517190716,0,0,0,0,0,0,0,0.0645980489042445,0,0,0,0.121728742955086,6.93889390390723e-18,0,0.101266427446469,0,0,0,0.438778070986321,0,0,0,0,0,0,-0.183693950664579,0,0,0,0,0,0,-0.02993945925618
X600036.CH.EQUITY,0,0.0489788864633277,0,0,0,0,0,0,0,0.502178466467261,0,0,0,0,0,0.0195487715942003,0.089401887937477,0,0,0,0.260580067500067,0,0,0,0,0,0,0,0.167655295927181,0,0,0,-0.243538592660026,0,0,0,0,-0.18425836105642,-0.0106350669179963,-0.0327937963692915,0,0,0,0.19108897897605,0,-0.0207438579839908,0,0,0,0.0561826932816929,0
X601628.CH.EQUITY,0,0.0925850019189414,0,0.0507451979836566,0,0,0,0,0,0,0,0,0,0,0,-0.0211993424746786,0.14103984175741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.112383696176638,0.286910820807151,0,0,0,0,0,0.231098340076363,0.0833408811031474,0.13648631993574,0,0,0,0,0,0,-0.047716030057842
X601328.CH.EQUITY,0,0,0,0,0,0,0,0.703464326194227,0,0,0,0,0,0,0,0,0,0,0,0,0.137503108089855,0,0,0,0,0,0.0354283069452923,0,0,0,0,0,0,0,0,0,0,0,-0.00878395430325026,0,0,0.0205119489647723,0,0.00343703191613545,0,-0.184569978996258,0,0,0,0.0476570468433645,0
X601166.CH.EQUITY,0.146713813662422,0.00424562656581008,0,0.226667411267246,0,0,0,0.0803513234360591,0.0384644878950919,0,0,0,0,0.261857429633388,0,0,0,0,0.0284206962522042,0,0,0,0,0,0.0100147635419968,0,0,-0.0142471174275962,0,0,0,0,0,0.173559022456412,0,0,0,0,-0.152711805915219,0,0,0,0,0,0,-0.00828124973330834,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0.0118571375471406,0,-0.0293673542428982,0,0,0,0,0,0,0.0609858523603463,0,-0.200974772644805,0.00993924452207009,0,0,0,0,0,0,-0.0709388305001263,0,0,0,0,0,0,0,0,0.344629660194133,0,0,0,0,0,0,0,0,0.428554555375952,0.145679957053735,0,0,-0.0491308823122323,0,0
X16.HK.EQUITY,0,0,-0.074421714605151,0,0,-0.118415764037539,0,0,0,0.0847367139568088,0,0,0,0,0,0.217074086195361,-0.303880882216334,0,-0.0177682511174993,0.00497694121893529,0,0,0,0,0,0,0,0,0,0.421901229632546,0.0860512467719031,0,-0.0861274339186794,0.165235022452142,0,0,0.523734117243029,0,0,0,0,0,0,0,0,0,0,0,-0.0390036585353271,0,3.46944695195361e-18
X600000.CH.EQUITY,0,0,0,0,0.0221818164132705,0,0,0,0,0.172332838821555,0.507065481540312,0,0,0,0,0,0.153317050003304,0,0,0.128435662959575,0.00782782775582967,0,0,0,0,0,0.231631656108979,0,0,0,0,0,-0.0716796153782985,0,0,0,0,-0.278126648143526,0,0,0,0,-0.0148236095131599,0,6.93889390390723e-18,-0.0754926505705725,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.00332193761317767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00588345089559051,0,0,0,0.0255004291991911,0.0333046725689992,0.462889670511901,0,0,0,0,0,-0.0201415182392053,0.211236248329692,0,0.0197895023308353,0.157232300169807,0,0,0,0,0,0.130824070343491,0
X11.HK.EQUITY,0,0,0,0,0.0693029532782976,0.13308024879864,0,0,0,0,0,0,0,0,0,0,0,0,0.352530564401944,0,0,0,0,0,0,0,0,0,0,0,0.566853950205577,0,0,0,0,0,0,0,-0.183591329062209,0.0980351547150639,0.020286717146722,0,0,0,0.335573058367102,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.104319123801935,0,0,0,0,0,0.0718936386497088,0.249700750144871,0,0,0,0,0.0793761270908307,0,0,0,0,0,0,-0.0151038517241837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299098564073338,0,0,0,0,0,0,0,0.00475529203437715,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0.0421908991699616,0,0,0,0,0,0,0,0,0,0.323259232348714,0.0220126964323164,0,0.495831333728562,0,0,0,0,0,0,0,0,0.101452579211464,0,0,0,0,0.0445016188447688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0.680369002672479,0,-0.0768980058592097,0.343667942587383,-0.467056705308863,0,0,0,0,0,-0.0182058095813798,0,0,0,0,0,0.756486362769692,0,0,0,0,0,0,0,0.0974650121098378,0,-0.187323170376378,0,0,-0.0779331547374465,0,-0.28994661601594,0,0,0,-0.223167605940247,0,-0.0976880661287704,0,0,0,-0.139761304511231,0,0,0,0,0,-0.112116694142782,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.120468765607305,0.0463052103555685,0,0,0,0,0,0,0,0.218584565097741,0,0,0,0,0,0.397193942635908,0.121677132014093,0,0,0,0,0,0.2806154266907,0,0,0,0,0,-0.136205205445366,0.0601305265614073,0,-0.130830563567026,-0.3483178581959,0,0.0510228197780779,0.0113598068690954,0,0,0,0.244679292345777
X267.HK.EQUITY,0,0,0,0,0,0,-0.0346439936011759,0.0560170672194648,0,0,0,0,0.331000728558229,0,0,0,0,0,0,0.056221909152658,0,0.103736554290124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164198786051588,0.267384376295436,-0.418546391059437,0,0,0,0,-0.109640155530248,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0563776745375168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217008108914818,0,0,0.268068257715626,0.0809406633355938,0,0.255341569092821,0,0,0,0,0,0,0.122432545423614,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0.0274312836580814,0.172172605709322,0,0,0,0,0.143375621988833,0,0.146264613918635,0,0,0,0,0,0,0,0,0,0.206894560232549,0,0,0,0.052658650830446,0,0,0,0,0,0,0,0,0.061658587106552,0.0218640678878639,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.0422332179745491,0
X600016.CH.EQUITY,0,0,0,0,0,0.0577482129073719,0,0,0,0,0,0,0,0.290723331107774,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0.209407710998112,0.115840404986395,0,0,0.0503397433112435,0,-0.0982983198039437,0,0,0,0,0,0,0,0,0,0,0,0,0.0442621385411102,0,0,0,0,0,0.0286127151161346,0
X000001.CH.EQUITY,0,0,0,0,0,0.114313550221271,0,0,0.137595268880199,0,0,0,0,0,0,0,0.0790886961089705,0.0284314600470279,0,0,0,0,0,0,0,0,0,0,0.0788566643468694,0,0,0,0.0421468800650178,0,0,0,0,0,0,0.0327633039025716,0.15190909149352,0,0,0.0908644405127393,0,0,0,0.0814373426893953,0,0,0
X2007.HK.EQUITY,0,0.384926060311818,0,-0.0674300555339431,0.07253498102821,0,0,0,0,0,0,0,0,0,0.11113969041699,0.0871506544990647,0,3.46944695195361e-18,0,0,0,0,0,0.0222349072979453,0,0,0.249907177479845,0.294547654315634,0,0,0,0,0,0,0,0,-0.113789167543306,0,0.0322096314637274,0,0,0,-0.097728945597129,0,0,0,-0.0507460657342592,0,0,0,0
X1109.HK.EQUITY,0,0,0,0,0.193452783575002,0,0,0.105285007090962,0,0,-8.67361737988404e-19,0,-0.00511974278751053,0,0,0,0,-1.38777878078145e-17,0,0.376974703894111,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.25697480222855,0,0,0,0,0,0.107886678602058,0,0,0,0,0,0,0,0,0,0,-0.309542850694814,0
X1113.HK.EQUITY,0,0,0,0,0,0,0.115046068569783,0,0,0,0,0,0,0,0.12331039619103,0,0,0,0,0,0,0,0,0,0,0.154855421947334,0,0,0,0.083520296002826,-0.0617953250124504,0,0,0,0,0,0,0,-0.0424531344332308,0,0,0,-0.128657515266543,0,0,0,0.251217358159217,0,0,0,-0.287595716667653
X601818.CH.EQUITY,0,0,0,0.184804665291226,0,0,0,0.418391494801549,0,0,0,0,0.0530255158140868,0,0,-0.0810215269137097,0,0,0,0,0,0,0,0,0,0,0,0.143884214321282,0,0,0,0,0.0336202165753763,0,0,0,0,0,0.145833854638547,0,0,0,0,0,0,0,0,0,-0.173795537433609,0,0.162434661067035
