,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601788.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.0146644069928318,0,0.151889809588247,0,0.0111826691612199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0675422464381947,0,0.259328465765469,0,0,0.0584157685900757,-0.124470016438868,0,0,0,0,0,0.26933957185285,-0.193661285898538,0,0,0,0,0,0,0,0,0,0,-0.139057378237741,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.075880514684509,0,0,0,0,0.0388726629487713,0,0,0,0,0,0,0,0,0.439744273027493,0,0,0,0,0,0,0,0,0.103385280935329,0,0,0,0,0,0,0,0,0.198001178707353,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13834543003554
X601939.CH.EQUITY,0,0,0,0.853505157575127,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0760991811884784,0,0,0,0,0.113318089535329,0,-0.0324467502592937,0,0,0,0,0,-0.0260011019694052,0,0,0,0,0.0516321695756153,0,-0.0437420607532769,0,0,0,0,0.0386576498976619,0,0,0.0378676369282073
X601288.CH.EQUITY,0.0234399997385984,0,0.866016411721034,0,0,0,-0.0722971968245285,0,0,0,0,0,0.0227463262009051,0,0,0.0640676695412939,0,0.131227631270179,0,0,0,0,0,0,0,0.0387849469974377,-0.0391571254296426,0,0,0,0.00938895063420511,0,0,-0.0288236022761283,0,0,0,0,-0.124990568476423,0,0,0,0,0,0,0,0,-0.026083850118028,0,0,-0.0276960958163069,0
X601988.CH.EQUITY,0,0,0,0,0,0,-0.152520743787713,0,0,0,0,0,0,1.12301977756433,0,0,0,0,0,-0.105317691422226,-0.0604452554836991,0,0,0.0762830438671516,0,0,0,0,0,0,0,0.00774059314420805,0,-0.21308618336879,0,0,-0.149551731276314,0,0,0,0,0,0,0.0449696978410412,0.0915155163385857,0,0,0,0,0.0218145670492083,0,0.225927311791993
X600036.CH.EQUITY,0,0,0.280327591995909,0.0981279615477422,0,0,0,0.0167657030819749,0.0194294600367325,0,0,0,0,0,0,0,0,0,0,0.0265164703154687,0,0,0,0,0,0.0662505678292025,0,0,0,0.103887857144294,0,0,0,0.363460788842799,0,0,0,0,0,0,0,-0.0559614410148207,0,0,0.0629685596501809,0,0.0708254146336983,0,0,0,0.064188055661515,0
X601628.CH.EQUITY,0,0,1.73472347597681e-18,0,0,0,0,0,0,-0.0525761335989243,0.0354266503366789,0.73121623466572,0,0,0,0,0.0354907222653466,0,0,0,0,0,0.131107764746455,0,0,0,0.0224968509079527,0,0,0,-0.115894707021686,0,0,0,-0.0333077996234742,0,0,0.152092610162063,-0.0136969870603935,0,0,0.0952587890667753,0,0,0,0,0,0,0,0,0.063451288972534,0.142258295887833
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.184094691776812,0,0,0,0,0,0,0,0,0,0,0,0.14658452959356,0.0815051248234122,0,-0.144849350262163,0,0,0,0,0,0.00915296751244635,0.162991421063996,0,0.179952932143201,0,0,0,0,0,0,0,0,0,0,0,0,0,0.450366251788114,0,0,0,0.102374326140692,0.0105703771233621
X5.HK.EQUITY,0,0,0,0,0,0,-0.15223194171455,0,0,0,0.0754406161106973,0,0,0,0,0.287303037219132,0,0,0,0,0,0.182715149176331,0,0,0.28844506939427,0.0339043817681062,0,0,0,0,0.0868913403314244,0.0419705154808403,0,0,0,0,0.134967801490804,0,0,-0.162128123306233,0,-0.0642508665694856,0,0.122423214009464,0,0,0,0,0,0,0.142633836856811,-0.090627950274092
X601658.CH.Equity,0,0,0,0.233510572788168,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219845399492853,0.0742695146136886,0,-0.145551993117776,0,0,0,0,0,-0.129695588206435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403384869728006,0,0,0.0563309234505751,0,0,0,0,0,0
