,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0.44439935460369,0.0924867504504557,0.0833258077527029,0,0,0,0,0,0,0,0,0,0,0,0.0407793917022104,0,0,-0.085539251700505,0,0,0,0,0.0782696816166737,0.0687652731404224,0,0,0,0,0,0,0,0.0542855256556898,0,0,0,0,0,0.0698817618684174,0,0,0,0,0,0.0539073684754606,0.268757273172481,0,-0.119552596413778,0
X601318.CH.EQUITY,0,0,0,0.0669070281770964,0,0,0,0,0.128060295804219,0,0,0.0835974776209024,0.109737439950843,0,0,0,0,0,0.110383858645378,0,0.233036229402613,0,0.0521917730914225,0,0,0,0,0,0.0370829278496359,0,0.102723833572264,0,0,0,0,0.0197671098988746,0,0,0,0,0,0,0,0,0.0722709534544473,0,0,0,0,0,0,0.107804001418364
X601939.CH.EQUITY,0.0151361694918499,0,0,0,0.361062108180572,0,0,0,0,0,0,0.226637986502502,0,0.00609863160702703,0,0,0,0.148015996442336,0,0.075678425828961,0,0,-0.104085330814928,0.223024612053087,0.240141055237813,-0.0592521352437057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405096828506583
X600036.CH.EQUITY,0,0.159501334494404,0,0,0,0.0480746286924705,0.0986331730866288,0.101067070685565,0,0,0,0,0.161205856133311,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35581799281614,0.0450814143634801,0.0618090131847423,0,0,0,0,0,0,0,0,0,0.0416809306422354,0,0.0684723830681549,0,0,0,0,0,0,0,0,0,0,0.0511978845555217
X601288.CH.EQUITY,0.13098898620804,0,0.0689512804142017,0,0,0.136371821606001,0,0.413477671801186,0,0,0,0.101349515713238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0674786986192925,0,0,0,0,0,0,-0.0219650257865485,0,0,0,0,0.0174470296053663,0,0,0.125819350208771,0,0,0,0,0,0.0934072081629729,-0.110341197084868
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.113273867394839,0,0,0,0,0,0,0.127700005492891,0,0,0,0,0,0.0896247376565989,0,0,-0.0435591895686038,-0.116580115143758,0,0,0,-0.0256189883034828,0.293559942740374,0,0,0.537842084833008,0,0,0,0,-0.0714907791512626,-0.0334896701718407,0.175242008823658,0,0,0,0,0,0,0,0,0,0.0960261906350414
X1299.HK.EQUITY,0,0,-0.111540151124005,0,-0.0425378327866616,0,0,0,0,0.214643888427556,0,0,0,0,0,0.0888821514699236,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0142695021157214,-4.33680868994202e-19,0,0.0850299044170687,0,0.286099460416418,0.221353019196672,0.158596940211174,3.46944695195361e-18,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0200671032625316,0.0945795234605484,0.216574590496907,0.107245512992337,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30527895699752,0,0,0,0,0.0215055612883968,0,0.229909759735453,0.0933589487498043,0,0,0,0.162055960219548,-0.129615674208376,0,0,0,0,0,0,0,0.0748373060967774,0,0,0,0,0.0147302731888948,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.114523167426347,0,0.0808596203913474,0,0,-0.0402501457014217,0,0,0,0,0,0,0,0,0,0.0909179103327315,0.127465785231767,0,0,0,0.197032432917032,0,0,0.0151606710649642,0,0,0,0,0,0,0.0277436475545606,0,0,0.322819100435174,-0.0501047268719947,0,0,0,0.134276361840364,0,0,0,0.088581720510428,0,0,0,0
X388.HK.EQUITY,0,0,-0.163117800234333,0,0,0,0.119649445894198,-0.120472799294817,0,0,0,0,0,0,0.242917182331294,0,0,0,0,-0.090906106601106,0,0,0.222945247426419,0,0,0.205492295934051,0,0,0,0,0,0.151340570316691,0,0,0,0,0,0,0,0.115137381094099,0,6.93889390390723e-18,0,0,0,0.0449994896977345,-0.101381579332482,0,0,0,0.148010204847323,0
