,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.345421675266928,0.0736793336729176,0.0686858832357623,0.0482011434942257,0,0,0,0,0,0.239700931171896,0,0,0,0,0,0,0,0,0,0,-0.0036475422588182,0,-0.0308139536069592,0,0.0311498826755936,0,0,0,0.003507907228429,0,0,0,0,0,0,0,0,0,0,0,-0.00589573271021371,0,0.0427236585002448,0,0,0,0,0,0,0.155548031168345,0
X601939.CH.EQUITY,0.449871564763492,0,0,0.0802454365898796,0,0,0,0,0,0,0,0,0,0.105189980828524,-0.146204078845494,0,0,0,0,0,0,0,0,0,0,0.278344430492082,0,0,0,0,0,0,0,0,0,0,-0.0206145178939793,0,0,0,0,0,0,0,0,0,0,0.14035324785744,0.071876045595027,0,-0.0724844656633763,3.46944695195361e-18
X601318.CH.EQUITY,0,0,0,0,0.196097716818266,0.241084146899272,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146829793517214,0,0,0,0,0.0687578452425491,0,0.0254609687085,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.296151164178978,0.0954218880777233,0,0,0.174331605589678,0,0,0,0,0,0,0,0,0.189642481071591,0,0,0,0,0,0.0454288806715236,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120888347152627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.379382943195811,0,0,0,0,0,0.336480220663925,0,0,0,0,-8.67361737988404e-19,0.208421435299022,0,0.139154227569682,0,0,0,0,0,0,0,0,0,0.0684117931600507,0,0,0,0,0,0,0,0,-0.480028821108766,0,0,0,0,0,0,0,0.011438032831339,0,0,0,0,0,0,0.310595246974093
X600036.CH.EQUITY,0,0.0258558227983267,0,0,0,0,0,0,0.0530895088481106,0,0,0,0.146346327180582,0,0,0,0,0.0512242774405844,0,0.0277101121755486,0,0,0.153349687973452,0,0,0,0,0,0,0,0,0.357243494652608,0,0,0,0,0,0,0,0,0.0580535613153118,0,0.0407654143677782,0.18702870822997,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0889708743428705,0,0.149547628889709,0,0,0.150096568981599,0,0,0.241805603802521,0,0,0,0,0.225893676032303,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.143424597419357,0,0,0,0,0,0,0,0,0,0,0,0.0548969166985279,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0445256237212894,0,0,-0.0396931486828932,0,0,0,-0.382211601030398,0,0.612718687002676,0,0.0469919455718354,0.691209813806716,0,0,0.018226310898759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.148817513032191,0,0.288577026191082,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.0680680786721025,0,0,0,0,0,-0.108771696779926,0,0,0,0,0,0,0,0,0.0864517660328046,0,0.296126069203905,0.119145648214956,0,0,0,0,0,0,0,0,0.0404291668420958,0,0,0.0758085452615534,0,0,0,0,0.114820637722777,0.0034242755038207,0,0,0,0,0,0,0,0,0.15976083780287,0.0598112816225917
X601658.CH.Equity,0,0,0,0.0229279952949985,0.125242959088845,0,0,0,0,0,0,-0.126017103447702,0,0.207559558413324,0,0,0,0.225908044818565,0,0,0.0878230970820594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271071622028282,0.122907418128456,0,0,0,0,-0.0367637709821485,0,0,0,0,0,0,0,0,0,0
