,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.135066244527239,0,0.0165888078420927,0,0,0,0,0,0,0.275761919033051,0.244731289355608,0,0,-1.73472347597681e-18,-0.0878609238377814,0,0,0,0,0,0,0.0202204732353919,0,0,0,0,0,0,0,0,0.0222720828181237,0,0.261124175700937,0,0,0,0,0.040928859785562,0,0,0.0551843721582926,0,0,0,0.0199018428316598,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.261780472192431,0,0,0.139940885148839,0,0,0,0.0412645032678885,0,0,-0.0311536693065694,-0.130488350261378,0,0,0,0,0,0,0,0,0,0,0,0.187139951957982,0,0,0,0,0,0,-0.312392510181157,0,0.309611827868724,0.0558452477026945,0.267612123900993,0,0,0,0.0217093795517623,0.0823306754957247,0,0,0
X601939.CH.EQUITY,0.492562803619442,0,0,-6.93889390390723e-18,0,0.182853463404021,0,0,0,0,0,0,0,0.0691719806462102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372929250392868,-0.113392899931368,0,0,0.0443438688249493,0,0,-0.0482320177070317,0,0,0,0,0
X601288.CH.EQUITY,0.612787205909152,0.0831397572446683,0.114598317093098,0,0.0467178755238396,0.0198753287516133,0,0,0,0,0,0,0,0,0.00618657239173747,0,0,0,0,0,0,0,-0.0388399574537202,0,0,0,0,0,0,0,0,0,0.118004941066597,0,0.0353552874458552,0,0,0.0529915539625791,0.180776521389513,0,0,0.0314679901454397,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0.0140998673527559,-0.0440022431626334,0.115475853844193,0.0382670961010431,0,0.0698718560409931,0,-0.131279754931442,0,0,0.0515339925106918,0.284569118748574,0,0,0,0,0,0.709277736753217,0,0,0,0,0,0,0,0,-0.167121906812555,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.093363828475121,0,0,0,0,0
X601988.CH.EQUITY,0.133280308651743,0,0.203848616697521,0.066387592474882,0,0,0,0,0.0773816766737102,0.105198658658906,0.1037824775195,0,-0.277172591751506,0,0,0,0,0,-0.0165197614055738,0,0,0.211783270151858,0,0,0,0,0.163276257534725,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0.0100787656837411,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,-6.93889390390723e-18,0,0,0,0,0,0.05957004365171,0,0,0,0,0,0.224915684310945,0,0.166249819855136,0,0,0,0,0,0,0,0.112943472116334,0,0,0,0,0,0.00337646901384587,0,0.143116705597863,0,0,0,0.0371925698529038,0.0988784961937739,0,0,0,0.032001248009536,0,0,0,0,0,0.0377091164867353,0,0,0.0151313828180268,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.18343034756508,0,0,0.0346703418271782,0,-0.0996773331970584,0,-0.049861700569244,0,0,0.272199045500156,0.262998226072124,0,0,0,0,0.121471198535994,0,0,0,0.137264221518092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178520673812272,0,0
X601628.CH.EQUITY,0.255132510522923,0.354288844092798,0,0.102877850786824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040401046162742,0,0,0,0,0,0,0,0.00960932438778155,1.0842021724855e-19,0,0,0,0,0.0503764542166888,-0.127866407554941,0,0,0,0,0,0,0,0,0,0,0,0.102405118635085,0,-0.253157795764462,0.0993764979186804,0,0.231534842557212
X601166.CH.EQUITY,0.204369420745888,0,0,0,0,0.0107534541294395,0.433415134282038,0,0,0,0,0,0,0,0,0.429286421024227,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0.0339881408324841,3.46944695195361e-18,0,0,0,6.93889390390723e-18,0.00241598724397213,0,0,0,0,0,0,0,0.058289785034519,0,0,0,0,0,0,0,0,0,0
