,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.0918853155346253,0,0.327814317778173,0.0929983363102395,0.072733088601248,0,0,0,0,0,0,0,0,0,0,0,0.296882074268796,0,0,0,0,0,0,0,0,0.000830833407296715,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0755023345746128,0,0,0.0613418988809241,0,0.0327421192296414,0,0,0.102467943699154,-0.073625908500163,0.00943395538886924
X601318.CH.EQUITY,0,0,0,0.0649710638535578,0,0,0,0.00438863174622475,0.128718876185468,0,0,0.0797505602615276,0.109981010040849,0,0,0,6.93889390390723e-18,0,0.118536398104056,0,0.215836478258121,0.0651689692313292,0,0,0,0,0,0,0,0.0478792268481593,0.101173200892261,0,0,0,0,0,0.015700232617468,0,0,0,0,0,0,0,0,0.0850409874678577,0,0,0,0,0,0.112292438506254
X601939.CH.EQUITY,1.73472347597681e-18,0,0,0,0.35433376334552,0,0,0,0,0,0,0.225174210586746,0,0,0.0109178017009888,0,0,0.142073261599201,0,0.0689179603694461,0,-0.107011327519914,0,0,0.25095200205439,0.233500003204122,-0.0613416728951277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00840660165324351,0,0,0,0,0.0382636077842262
X600036.CH.EQUITY,0,0.115150861103735,0,0,0,0.0114166169254685,0,0.166723973437198,0,0,0,0,0.149540040642306,0,0,0,0,0,0,0,0,0,0.25001030894075,0.00783563646869775,0,0,0,0.0111048333820078,0,0.0554820528958892,0,0,0,0,0,0,0.00822153947767755,0,0,0,0.0850904574929063,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.133885159632874,0,0.0491022132564203,0,0,0.0559766378813139,0,0.418826035680358,0,0,0,4.33680868994202e-19,0,0,-0.0157041867556627,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152045037017682,0,0,0,0,0,0,0,0,0,0,0,0,0.0536039281357516,0,0,0,0.127722383828876,0,0,0,0,0.0719067510298604,-0.0861243128841237
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0959381609522739,0.074140858746778,0,0,0,0,0,0.169198487665153,0,0,0,0,0.139195779574038,-0.136326618267697,0,0,0,0,0,0,0.00510304409464424,-0.0235730237529369,0.202621339515511,0,0,0,0.569194327883183,0,0,0,0,-0.0301557527235438,0.153375404167704,0,0,0,0,0,0,0,0,0,0.122169533689634
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.136052132457864,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0307679302870464,0,0,0,0,0,0,0.106957504424182,0,-0.23912680124604,0,0,0,0,0,0,0,0.00929372921393438,0,0.0889170374805945,0,0.261782848707964,0.137953291586334,0.0666301357682043,0.052455161334064,0.082226689126109,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.0928198041282138,0.106120454445097,0.166154824329564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230501128022885,0,0,0,0.211013443703337,0,0.0440737959621359,0,0.331397916016762,-0.0298399370309525,0,0,0.142525866409969,-0.0742833485606402,0,0,0,0,0,0,0,0.0902219259682051,0,0,0,0,0,0.0287026501852287,0,0,0,0,0,0
X5.HK.EQUITY,0,0.111623721755581,0,0,0,0,0,0.213859390931341,0,-0.048753642416521,0.0630293223386372,0,0,0,0,0,0,0,0,0,0.0881783995428546,0,0,0.126018283735119,0,0,0.204365199530214,0,0,0.037632397569792,0,0,0,0,0,0,0,0,0.180136980480488,-0.116682664268468,0,0.144794387275351,0,0,0.10517426332731,0,0,0.0695099275679845,0,0,0,0
X601166.CH.EQUITY,0,0,0.0336051947357323,0.101200419275417,0,0,0,0,0,0,0,0.0325845311086485,0.0871296657329997,0,0.0510083594794055,0,-1.0842021724855e-19,0,0,0,0,0,0.165957505873906,0,0,0,0,0,0.36218515122911,0,0,0,0,0,0,0.0254674270095427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
