,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.585673762552046,0,0,0,0.154661117192381,0,0,0.0025421426574459,0,0.0798811895130153,0,0,0,0,0,0.0299529013671772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017479682372811,0,0,0,0,0,0,0,0,0,0,0.018748099501714
X601318.CH.EQUITY,0,0,0,0.100240450176249,0,0,0,0,0.0546129313111713,0,0,0,0,0,0,0.0083649929221688,0,0.243062124043021,0,0,0,0,0,0,0,0.0347921732589392,0,0,0.0500229658156955,0,0,0,0.101082441909336,0,0,0,0,0,0,0.19109217237461,0.0866305314259269,0,0,0,0,0,0.0821056092227244,0,0,0,0
X601939.CH.EQUITY,0.119592948454056,0,0,0.387691008741161,0,0.186082277776305,0,0,0,0,0,0,0,0,0,0,0,0,0.0159599224680849,0,0.0110675252986166,0,0,0,0,0,0,0,0.108324094271987,0,0,0,0.104236319584836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443923416708395
X601288.CH.EQUITY,0.313692388281608,0,0,0,-0.04915561377484,0.0290000967305196,0,0,0,0.125167823156389,0,0,0,0,0,0,0,0.0563710567967029,0,0,0,0,0,0,0.0362411656589207,0.174442632506511,0.0709037276322229,0,0,0.099539533973156,0,0,0,0,0,0,0,0,0,0,0,0.112975394881742,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.461067462588022,0,0,0,0,0,0,-0.00543283946175834,0.123167663465529,0.210800574714508,0,0.170812391038897,-0.0922364712107675,0,0,0,0,0.310533834398795,0,0,1.38777878078145e-17,0,0.0290656661637624,0,0,0,0.00397802526743437,0,0,0,0,0,0,0,0.0363661560775805,0,0,0,-0.720939771460892,0,-0.158451482365641,0,0.140525566641204,0
X601988.CH.EQUITY,0,0,0.108553360930892,0,0.0352929372849668,0,0,0,0,0,-3.46944695195361e-18,0.0629711692688574,0,0.0570223018734711,0,0,0,0.00584780211618763,0,0,0,0,0.608757213383329,0.0148730657379841,0,0,0,0,0,0.10235340205027,0,0,0,0,0,0,0,0,0,0.0453412474229133,0,0,0,0,0,0,0,0,0,0.084278481704848,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.024287273534134,0,0,0,-0.0225468738457844,0,0,0,0,0.0745765090152359,0,0,0,0,0,0,-0.00766367095216658,0.695656575906253,0,0,0.0281924492495098,0.0934946925123404,0,0,0,0,0,0,0,0,0,0,0,0,0.0659413408072516,0,0.0494084002449218,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.00961338428127312,0,0.0486725208630764,-0.016914191471181,0,0,0,0.237337755049265,0,0,0,0.230543404470385,0,0,0,0.0307359758552723,0,0.0566099073162508,0,0,0,0,0,0,0,0.0607688893698417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0911478233926056
X601628.CH.EQUITY,0,0.162163860867174,0,0,0,0,0.0131833144990324,0,0,0,0,0,0,0,0,0,0,0.0328588036946422,-0.0160684484101692,0,0,0,0,0,0,0.147894901757246,0,0,0,0,0,0,0,0,0,0,0.359907524102674,0,0,0,0.215527026169048,0,0.0321906695377617,0,0.0195542717095791,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0616488501104323,0,0,0,0.144685156227357,0,0,0,0,0,0,0.203234277232701,0,0,0,0,0,0,0,0.243311507507968,0,0,0,0,0,0,0.0778542704417226,0,0,0,0.044570363248728,-0.00710975285968832,0,0,0.0077819674697668,0,0,0.239748673101888,0,0,0,0,0.0361717488089642,0,0,0,0.0161463126081324,0,0
X601166.CH.EQUITY,0.0517007931854323,0,0.159449524173835,0,0,0,0.177499657095045,0,0,0.0977874806075073,0,0,0,0.2312829801773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550264334001054,0,0,0,0,0,0,0,0,0.085222150212304,0,0,0,0,0,0,0,0.0407044809328679,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.234488815880899,0,0,0,0,0,0,-0.0164533019379048,0,0.179617980464987,0.169321474006159,0.246748190476961,0.0995586915003698,0,0,0,0,0,0,0,0.127727474476438,-0.19938663584271,0,0.00299339785179661,0,0,0.200906856348246,0,0,0,0,0,0,0,-0.0208968968268554,0,0,0.0801751709002924,0,0,0,0.0219041734198861,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,-0.164284262140668,0,0,0,0,0,0,0,0,0,0,0,0,-0.203075321126241,0,0,0,0,0,0.133486799657803,0,0.149361746082153,0.136727202187568,0.300501012947093,0,0.248849325963381,-0.0326001030529279,0,0,0,0.0451851427707294,0,0,0.0844170932982158,0,0,0,0.177219504487843,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.0314276431906614,0,0.213195991805366,0.0477826418594346,0,0,0.278038837046464,0.0947269467587494,0,0,0,0,0.0589276448816123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22445835130836,0,0.0189903293079836,0,0,0,0,0,0,0,0,0
