,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601066.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.241185344557101,0,0,0.31891194016835,0,0,0,0,0,0.244481005868432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107320966632534,-0.189702799310856,0,0,0,0,0.0434249085461022,0,0,0,0,0.0179274423414425,0,0,-0.165372729941148,0,-0.0208749950417398,-0.0360250574672768,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.149144382869287,0,0.00812846156529257,0,0.00469102616548439,0,0,0.172294283787862,0,0.0474699880790019,0,0,0,0,0,0,0,0.0583978035573061,0,0,0,0,0.0629254836625457,0,0,0,0,0,0,0,0,0,0,0.554006576503656,0,0,0.0352844885985496,-0.0758638550602329,0,0,0,-0.0300757999974247,0,0,-0.0385076827419521
X601939.CH.EQUITY,0.197877682814152,0,0,0,0,0,0,0,0,0.0286035648256348,0,0,0,0,0,0,0,0,0,0.0719897579797708,0,0,0,0,0.020788505343351,0,0,0,0,0,0,0,0,0,0.0414786094712974,0.353568262353796,0,0,0,0,0.0319770005212756,0,0,0,0.0747617668723139,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.249996616393011,0,0,0,0,0.00938671076929414,0,0.0378500661174898,0,0,0,0,0,0,0,0.0766749005876814,0,0,0,0,0.211495570643703,0,0,0,0,0,0,0,-0.0473894137338056,0,0,0,0.0790814929918808,0,0.312486191245456,0,0.0669090203993591,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,-0.053751732659054,-0.112803042902379,0,-1.73472347597681e-18,0,0,0,0,0,0.0582457911014727,0,0,0,0,0,0.273100793579448,0,0.337702907074879,0,0.162139460429445,0,0,0,0,0.323063897539378,0,-0.0627432928378581,0,-0.20199605896116,0,0,0,0,-0.150576222891258,0,0,0,0,0,0,0.0694527276751529,0,0.264159261594033,-0.135867514892507,0,0,0,-0.169399351429351,0,0.0288008126885305,0
X601988.CH.EQUITY,0.178284958784515,0,0,0.408032854377196,0,0,0,0,0,0.111646929327184,0,0,0.157493355292375,0,0,0,0,0,0.0305721517850131,0,0,0,0,0,0,0,0,0.0154017343007922,0.0213313258688227,0,0,0,0,0,0,0.126351808093178,0,0,0,0,0,0,0,0,0,0,0,-0.00652876095321334,0,0,0.137634107696016
X600036.CH.EQUITY,0,0.660668536878051,0.0291116261001527,0,0,0,0,0,-0.0360727985874639,0,0,0,-0.132732930418234,0,0,0,0,0,0.177602854179111,0,0,0,0,0,0,0,0,0,0.0666729816651163,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248011287409533,0,0,0.0232752856542978,0,0,-0.1049209006793,0,0.190202009950431
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136960331353161,0,0,0,0.369108047194304,0.103677697462821,0,0.202875348636188,0,0,0,0.0310060064192705,0,0.219119538799113,0,0,0,0,0,0,0,0,0.0523582765324867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102601490968918
X601628.CH.EQUITY,0,0.160896478917401,0,0,0,0,0,0,0,0,0,0,0.00327484354400473,0,0.274386505311352,0,0,0,0,0,0.00729773329691672,0,0,0.163264317619431,0,0,0,0,-0.0518108030517947,0,0,0,0,0,0,0,0,0.140087700272606,0,0.0989511325442908,0,0,0,0,0,0,0,0,0.109219926204995,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.325666809406693,0.245948071868236,0,0.0173176264167649,0,0,0,0,0,0.323915945553688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242399583276246,0,0,-0.0207014920574996,0,0.335046821023395,0,0,0,0,-0.139319777741223,0,-0.0916442133104009,0,0,0,0,0,0,0,-0.0441618237244598
X601328.CH.EQUITY,0,0.100046945086712,0.0978872879603597,0.380428969593216,0,0.0147270945369426,0,0,0,0,0,0,0,0,0,0,0,0,0.0176258459914835,0,0.0259487791952664,0.00665554892921532,6.93889390390723e-18,0.053649487738389,0,0,0,0.131599881740164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.174054831578187
X600000.CH.EQUITY,0.107919441272526,0,0,0,0,0,0.263517719350479,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.0289674737338095,0,0,0,0,0.273560559651863,0,0,0,0,0,0,0,0,0.0979262468459596,0,0,0,0,0,0,0,-0.0222457772437904,0,0,0,0,0.084159404356382,0,0.0119621613020524
X601319.CH.EQUITY,0,0,0,0,0,0,0,0.0377502087551836,0.401999908614329,0,0,0,0,0,0,0,0,0,0.0607840282646641,0.133669252188023,0,0,0,0,0,0,0.0229106140106599,0,0,0,0,0.0550526764036401,0,0,0,0,0,0,0,0,0,0,0,0,0.180793191247668,0,0.0328306376522474,0.0740846123578802,0,-0.0486896007874863,0
