,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0426531228295773,0.236185893692753,0,0,0,0,0,0,0,0,0,0,0,-0.0630852350748065,0,0,0,-0.0345445380738426,0,1.38777878078145e-17,0,0,0,-0.279558012114494,0,0,0,0.123800373651103,0,0.578199580962911,-0.12796842679501,0.111939243797245,0,0,0,0,0,0,-0.0802355685724667,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0526749241923349,0,0.0699644100790224,0,0,0,0,0.0741018244122819,0,0,0,0,0,0,0,0,0,0,0.195415900249676,0,0,0,0,0,0,0,0.0286657904809527,0,0,0,0,0.31155831913198,0,0,-0.0125016316669607,0,0.201329308586726,0,0,0,0,0,0,0,-0.0510507567570983
X601939.CH.EQUITY,0.285871436371716,0,0,0,0,0.0109224697586685,0,0,0,0.033127656062499,0,0,0,0,0,0,0,0.0727812153394257,0,0,0,0.0412617814046698,0,0.0285317913606426,0,0,0,0,0.166091148055559,0.105894761462889,0,0,3.46944695195361e-18,-0.12707441299004,0,0,0,0,0.425057597446541,0,0.0252775341260617,0,0,0,0,0,0,0,0,0,0.136701688648895
X601288.CH.EQUITY,0,0,0,0,0,0.11452955185354,0,-0.179086727273503,0.200318539165101,0,0.397703082927501,0.0528240677420909,0,0,0.117741370996374,0,-0.039116918259733,0,0,0,-0.0476649723059165,0,0,0,0,0,0,0,0,0,-0.441463230253932,0,0,0,0,0,0,0,0,0,0,0.168645838960954,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,-0.204575687233031,0,0,0,0,0,0,0,0,0,0.0230818778453513,0,0,0,0,0.288803932040943,0,0,0,0.288544039304179,0.016696111141631,0,0,0.454302296447537,0,0,0.0503769058103908,0,0,0,0,0,-0.169045903144114,0,0,0,0,0,0,0,-0.141254173488376,0,0.217772202185585,0,0,-0.0386130341103168,-0.0999354966648438,0,-0.0995833517924654,0,0
X601988.CH.EQUITY,0.101174046972468,0,0.0406736728455025,0.201522512252482,0,0,0.0225881854384912,0,0,0,0.192577292907761,0,0,0,0,0,0.165697126667903,0.133231084926191,0,0,0,0,0.019788102871945,0,0,0,0,0,0,0,0,0,0,-0.0513958436707169,0,0,0,0,0.172287976789705,0,0,0,0,0.165642763995262,0.166236155244942,0,0,0,0,0,0.0403221744719744
X600036.CH.EQUITY,0,0.241420275753507,-0.0114114177764588,0,0,0,0,0,-0.10956591097303,0.0606535727313664,0,0,0.530902058844635,0,0,0,0,0.020119572299207,0,0,0.292389916116925,-0.107586867307757,0,0,0,0,0,0.0960021907555244,0,0,0,0,0.327287513918419,-0.154015588342276,0,0,0,0,0,0,0,0,0.108140091959553,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0617521659829994,0,0,0.181530208602598,0,0,0,0.0200265522464146,0,0,0,-0.0161225056924701,0.0198178481932495,0.156647231213191,0,0,0,0,0,0,0,0,0,0,0.182847952603689,0,0,0,0.0308126387810092,0,0.0956739716387445,0,0,0,0,0,0,0,-0.00592767134728191,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0
X601628.CH.EQUITY,0,0.0290761975572329,0.0561567639787462,0.0584555772944925,0,0,0,0,0,0,0.040366745197813,0,0,0.396609530747359,0,0,0,0,0,0,0,0.0502747413247836,0,0,0,0,0,0,0,0,0,0,-0.0644395771637501,0,0,0,0.121217097318203,0.178697039128392,0.0807462032458629,-0.0448648686507087,0,0,0,0,0,0,0,0,0,0,-0.130358573851206
X601328.CH.EQUITY,0,0,0.00970577948535878,0,0,0,0.456998211175922,0,0,0,0,0,0.0316268232398943,0,0,0,0,0,0,0,0.257955138073614,-3.46944695195361e-18,0.0244451241018681,0,0,0.165602343739733,0,0.102824873633888,0,0,0,0,0,0,0,-0.0938760009453972,0,0,0,0,0,0,0,0.109568820837141,0,0,0,-0.129885170916576,0,0,-0.222222430895104
X601166.CH.EQUITY,0,0,0,0.25042839184495,0,0.0931005210327965,0,0,0,0,0,0,0,0.410127335705009,0,0,0,0,0,-0.0307327923783489,0,0,0,0,0,0,0.0586453855602918,-0.0576380315103609,0,0,0,0,0,0,0,0,0,0,0.163938920067571,0,0,0,0,0,0,0,0,0,0,0,-0.128918952045066
X601319.CH.EQUITY,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.185371447028268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133584526998953,0,0.282894145892929,0,0,0,0,0.0331053422308627,-6.93889390390723e-18,0,-0.118388143736138,0
X600000.CH.EQUITY,0,0,0,0,0,0.00633531378849606,0.555261817899941,0,0,0.00727888348019307,0,0,0,0,0,0,0,0,0,0,0,0,0.0174469612077953,0,0,0.349658987074469,0,0,0.123406624481343,-0.037412207799575,0,0,0.0448354757663789,0,0,0,-0.160477852348532,0,0,0.0804149636394601,0,0,-0.374389857372109,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,-0.265372512328888,0.0246303113472522,0,0.46152998674322,0,0.124928927203617,0,0.0756570513018336,0,0,0.240484945646502,0,0.232261943731614,0,-0.0643941326397313,0,0,0,0.00786979188727701,0,0,0,0,-0.0545778431999435,0,0,0,0,0,0,-0.00855643897988452,0,0,0,0,0,0,0,0,0,0,0,0.182526337682956,0,-0.0371629602432784,0.119822007673759
X16.HK.EQUITY,0,0,0,0,0,0,0,0.150228727719363,0,0.00428571808192418,0,0,0,0,0,0,0,0,0,0,0.0221961367608499,0,0,0,0,0.176711862503075,0,0,0,0.122768818918751,0,0.183019619080573,0.0719601507832402,0.0431230654192357,0,0,0,0,0,0,0.350351443974484,0,0,0,0,0.0684622133641397,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0.0300487071585255,0.108784850164896,0,0,0,0,0,0,0,0,0.327859273849681,0,0,0,0,0,0,-0.164464473414705,0,0,0,0.104511553660576,0,0.392073595773354,0,0,-0.342097424694973,0,0,0.242049164380909,0,0,0,0,0,0,0,-0.015457295190633,0,0.159306298771105,0,0,0,0,0,0,0.303793354447387,0.0316939319907557
X11.HK.EQUITY,0.144270870765507,0,0,0,0.124414579014112,0.0669400828121874,0,0,0,0,0,0,0,0,0.0194748825843931,0,0,0,0,0.167432056319856,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0763248303294654,0,0.115068272918331,0.224204460540902,0,0,-0.0551441223402774,0,0,0,0,0,0,-0.00544426853381178,0,0,0,0,0,-0.0750133788696805,0,0
X388.HK.EQUITY,0,0.109742256217111,0,0,0.207233307398113,0,0,0,0,0,0,0,0,0.0904866198327677,0,0,0,0,0,0.430671101867736,0,0,0,0.0545940297889354,0,0.0953591637473431,0,0.0409900794922438,0,0,0,0,0,0,0,-0.32072372768036,0,0,0,0,0,0,0,0,0,0,-0.005744479218621,0.0735135031175833,0,0,0
X600030.CH.EQUITY,0.050800925307366,0.0235234380507608,0,0,0,0.209795735853059,0,0,0,0,0,0,0,0,0,0,0,0.0637683652749434,0,0,0,0,0,0,0.0523871772761765,0,0,0,0,0,0,0,0,0,0,0,0.354887782151176,0.0320485714593539,0,0.0777465538621569,0,0,0,0,0,0,0,0.109545058265679,0,0,0
X2388.HK.EQUITY,-0.0983123524633483,0,0,0,0.0351364993730988,0,0,0,0.19695722773005,0,0,0,0,0,0,0,0.312931555677589,0.171109282351627,0,0,0.0849357150020213,0,0,0,0,0,0.096290724397923,0,0.228120380559419,0.110465596900044,0,0.104113012357405,0,0,0,0,0,0,0,0,0,0,0,-0.0376278105445047,0,0,0,0,-0.0204147057359623,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0.294281591596738,0,0,0.0853972383975302,0,0,0,0,0,0,0,0,0,0.195034116800352,0,0,0,0,-0.102150973430304,0.101841354440287,0,0,0.00270983269124387,0.132622953108731,0,0,-0.110117395978938,0,0,0.275042381823753,0,0,0,0.0254861249430213,0,0,0,-0.0966780205742117,0,0,0,0,0,0,0.0937207637625892
X688.HK.EQUITY,0,0,0,0,0,0,0,0.108980969371293,0,0,0,0,0.028572471519635,0,0.0373541043991758,0,0,0,0,0,0,0,0,0.00161320646450538,0.177981954207568,0.367216221111539,0.224921011203434,0,0.112509136439312,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0950705652209188,0,0,0,0,0,0,0,-0.0286649788234579
X600016.CH.EQUITY,0,0,0,0,0,0.28906250085891,0,0,0,0,0,0,0.0538291447244966,0.0728590978073288,0,0,0,0,0,0,0,0,0,0,0,0.0619398688517508,0.112105645168374,0.163291130230409,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100137441464634,0,0,0,0,0,0,0,0.0843772247145914,0
X601998.CH.EQUITY,0,0,0,0,0.112825534962689,0,0,0,0,0,0,0.137298661979988,0,0,0,0,0,0.317680770919357,0,0,0,0.00797631379889023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0906837427249387,-0.137184974189529,0,0.228506426193252,0,0.0707505900816842,0,0,-0.0209156182073129,0
X000001.CH.EQUITY,0,0.0963902278081496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049186479316733,0,0,0,0,0,0,-0.258450281991665,0,0,0,0,0,0.308348708132762,0,0.052189611334021,0,0,0,0,0.365924809264809,0.097287214521607,0,0,0.0621530427415984,0,0,0,0,0.0790245392112153,0,0.0201807055829313,0
X1109.HK.EQUITY,0,0,0,0,0.238996919457473,0,0,0,0.0659231313941571,0,0,0,0.00469026678612839,0,0,0,0,0,0,0,0,0.363559584536437,0,0,0,0,0,0,0,0,0,0,0,0.186132868539717,0,0.0946724631322968,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.144880602085644,0,0,-0.0135320748449986,-0.0994407299452538,0
X2007.HK.EQUITY,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0425721097799011,0,0,0,0,0.0948870948959326,0.238333710887598,0,0,0,0,0,0.039011430537625,0,0,-0.180691624611917,0.153536395377191,0,0,0,0.026535580242059,0,0,0,0,0.0366404827743702,0,0,0,0,0,0,0,-0.19910363868616,0,-0.06235389802525,0,0.257918253830244,0.0953026865749745,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0.267801337186332,0.37797432613544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118548311169537,0,0,0,0,0.105815871070443,0,-0.0713814140778052,0.0773967555486956,0,0,0,-0.0747012097430048,0,0,0.000137942779468596
