,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.295421198028526,0.0273548873778361,-6.93889390390723e-18,0,0,0.447051417793881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105019239288005,0.0519754366526295,0,0,0,0,0,0,0,0,0,0,0.079640018793304,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.152630584740361,0,0,0,0,0,0.17415193936193,0,0,0.0463003209702354,0.125734695746885,0,0.0566078821133426,0,0,0.0285674503161734,0,0,0.1509894854476,0,0,0,0,0,0,0,0,0,0.06615941320201,0,0.0601686294852193,0,0,0,0,0.0590043295361369,0,0,0,0,-0.039570862339496,0,0,0,0,0,0,0,0,0.0472270099910526
X601939.CH.EQUITY,0.455162420890292,0.133283131470403,0,0,0,0,0,0.244162941291579,0,0,0,0,0,0,0,0,0.0117333336727197,0,0,0,0,-0.139385409944539,0,0,0,0,0,0,0.16062972954507,0,0,0,0.118900615617193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117171031367612,0.156791789262769,0
X600036.CH.EQUITY,0,0.126244757689738,0,0,0,0,0.0746544390695575,0.0919746454995566,0,0,0,0,0.100503417514422,0,0,0.00405361950091821,0,0,0,0,0,0,0.0122659337706397,0,0,0.0923449615532519,0,0,0.0846095231238211,0.0033881975251185,0,0,0,0,0,0,0,0.0345004125060886,0,0,0,0,0,0,0,0,0,0,0,0.342732568519369,-0.223497093559993,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.562225510122539,0,0,-0.0818935737949794,0.0379909293957427,0,0,0,0,0,0,0,0,0,0.0596928553219919,0.075731380002737,0,0,0.105297176262165,0,0,0.112928583671188,0,0,0,0.0554306386870443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0530464740815784,0,0,0.00566053522665734,0
X601628.CH.EQUITY,0.0977290996321747,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.0549900999996628,0,0,-0.269751103750053,0,0,0,0,0,0.106996210617754,0,0,0,0,-0.0363806036139975,0,0,0,0,0,0,0.573093452744004,0.141089479575158,0,0,0,0,0,0.00148660950722628,0,0,0,0,0.0878543593047867,0,0,0.00218080283484593,0,0.035767817252297,0.136964542961244
X1299.HK.EQUITY,0,0,-0.053245261032346,0.0366563991347696,0,0,0,0,0,0,0.149339367986173,0,0,0,0,0,0,0,0,0.165930311119285,0,0,0.212637492154593,0,0,0,0,0,0,0,0,0,0,0,0,0.060598150207162,0,-5.42101086242752e-20,0,0.16054076377149,0.0342794250077666,0,0.149702669559284,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.138328734246513,0,0.0943673344190757,0,0.372684715969694,0,0,0,0,0,0,0,0.218401288314505,0,0,0,0.111041071161866,0,8.67361737988404e-19,0,0,0,0.0171910239094282,0,0,0,0,0,0,1.73472347597681e-18,0.120447584082971,0,0,0,0,0,0.0108945156732279,0,0,0,0,0,0.00591190380151964,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.124975322347296,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-0.0882312983638605,0,0,0,0,0,0,0.2387637070761,0,0.185869788286672,0,0.14066400227205,0,0,0,0,0,8.67361737988404e-19,0,0.0546837110865429,0,0,0,0,0,-0.0670442477928933,0.19661756518283,0.0532373666430932,0,0.270681370621951,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0644167186195484,0.123450480477883,0,0,0.0894432364099245,0,0,0,0,0,0,0,0,0,0,0.17217570062476,0.0198622303029656,0.428269938854979,0,0,0,0,0.0495066789681376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.035479864630224
