,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.313807812570262,0,0.000443422879690323,0,0,0.35425604294861,0,0,0,0,0,0,0,0.0209604981336246,0,0,0,0,0,0,0,0,0.174001408852735,0,0.0226053650811608,0,0,0,0,0,0,0,0,0,0,0.105803071352304,0,0,0,0,0,0,0,0,0,0,0,-0.0308093074604529,0,0
X601318.CH.EQUITY,0,0,0.175994156175167,0,0,0,0.0190153464640665,0,0.166962263234852,0,0,0.0173232619148624,0.0931884934478183,0,0.0460137227059187,0,0,0.0334032093955504,0,0,0.198030487733994,0,0,0,0,0,0,0,0,0,0.012790447873133,0,0.0240460101124034,0,0,0,0,0.0472206743390387,0,0,0,0.0487332567388579,-0.0977774591460415,0,0,0,0,0.0711266011944189,0,0,0,0.086720374489492
X601939.CH.EQUITY,0.414123551316273,0.294298682597919,0,0,0,0,0,0.422385451579892,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0958553356582176,0,0,0,0,0,0,0.107027312672579,0,0,0,0,0,0,0,0,0,0,-0.0292097637676146,0,0,0,0,0,0,0,0,0,0,0.148846542125899,0
X601288.CH.EQUITY,0,0,8.67361737988404e-19,0,0,0.00232455644990439,0,0.526779126322182,0,0,-0.0759739717171926,0.056947805226064,0,0,0,0,0,0,0,0,0,0,0.0639593378297536,0,0.160760522525367,0,0,0,0.102244856130398,0,0,0,0.0447295465949834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401972896818383,0,0.0180473801865097,0.0102010377023098,0
X600036.CH.EQUITY,0,0.0574878749780432,0,0,0,0,0.120134683100504,0,0,0,0,-0.0658022074373426,0.0653294703775721,0,0,0.171118737034932,0,0.244176137401588,0,0,0,0,0,0.212812646031482,0,0.112770070388568,0.0497283118379381,0,0.0925081432530382,0,0,0,0,0,0,0,0,0,0,0,0.0488185910911296,0,0,0,0,0,0,-0.0995101204747495,0,0,-0.181424946532555,0.0261827258749673
X601628.CH.EQUITY,0.0677921825530636,0,0,0,-0.0121798257297069,0,0,0,0,0,0,0.0737872798545012,-0.0720879670226684,0,0,-0.273807176852408,0,0,0,-1.73472347597681e-18,0,0.0168133271821465,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0931396769086925,0.632991539497543,0,0,0,0,0,0,0,0,0.0156086465735028,0,0.0399376558650242,0,0,0.0643395282125494,0,0.0186553493248106,0.199011400050198
X1299.HK.EQUITY,0,0,-0.0224967116437693,0,0,0,0,-0.0858583610072994,0,0,0.105960426866942,-0.0160631435609484,0,0,0,0,0,0,0,0,0,0,0.133888166266308,0,0,0,0,0,0,0,0,0,0.0582840274918957,0,0,0,0,0.114950786845957,0,0.101865225647901,0.142318926988981,0.0848702540596611,0.122180332849893,0,0,0,0,0,0,0.298527879100584,0,0
X601988.CH.EQUITY,0.138764189322259,0,0.0945371050989634,0.373324607834393,0,0,0,0,0,0,0,0,0.223237694759273,0,0,0,0.110930629049429,0,0,0,0,0,0.0173777935347831,0,0,0,8.67361737988404e-19,0,0,0,0.120466248287775,0,0,0,0,0,0.0109019658387633,0,0,0,0,0,0.00596921314369371,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.107807256454803,0,0,0,0,0,0,0,0,0,0,0,-0.12216549490782,0,0,0,0,0,0,0.228552015040201,0,0.183810966018129,0,0,0.134662738522629,0,0,0,0,-0.00979745408337741,0,0.0800726707315861,0,0,0,0,0,-0.0405846488205469,0.0733602963877669,0.221463406913038,6.93889390390723e-18,0.25198189817846,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.124450956158046,0.0587684555977934,-0.0151941991938537,0,0,0,0.0121930746641713,0.0591442818306744,0.144204691401591,0,0,0.11475665589377,0,0,0,0,0,0,0,0,0,0,0.0878612695050248,0,0.423293483777328,0,0,0,0,0,0.0280394264391171,0,0,0,0,0.034530860495446,0,0,0,0,0,1.73472347597681e-18,0,0,-0.105319896719696,0,0,-0.0974044185198962
