,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.610732972548099,0,0.0367523218127141,0,0,0,0,0.00717243027865051,0,0.0762112176552557,0,0,0,0,0,0,0.0906051939915098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0200422785787611,0,0,0,0.0847064771002864,0,0.0294955718432306,0,0,0,0,0,0.0431090631034885,-0.015158373793401,0,0.0292611998390014
X601318.CH.EQUITY,0,0,0,0.118779230631565,0,0,0,0,0.0589417516306569,0,0,0,0,0,0,0,0,0,0.231198674186568,0,0,0,0,0,0,0.0383219200029773,0,0,0.0410755488968616,0,0,0,0.114086045599073,0,0,0,0,0,0,0.194654411885665,0.0755979968753783,0,0,0,0,0,0.0784581305715875,0,0,0,0
X601939.CH.EQUITY,0.115745460342532,0,0,0.364754023801333,0,0.209533946008775,0,0,0,0,0,0,0,0,0,0,0,0.0208937380459693,0,0.0139504202083424,0,0,0,0,0,0,0,0,0.0828080116913896,0,0,0,0.111035924840004,0,0,0,0,0.00649422114915156,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0.0466908969282473
X601288.CH.EQUITY,0.0134668916180555,0,0.290129286568267,0,0,0,0,0,0,0.213826437778208,0,0,0,0,0,0,0,0,0.0506538744848859,0,0,0,0,0,0.0126929978251389,0.223363516282623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0730839058861286,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0221804195022538,0,0,0,0,0,0.456688126443472,0,0,0,0,0,0,0.0896408244422435,0,0.170917646233602,0.122774126484906,0,0,0,0,0,0,0.255338814790177,0,0,0,0,0.0613872409101492,0,0,0,0.040676227137076,0,0,0,0,0,0,0,0,0,0,0,-0.755215613047641,0,0,-0.175714044997298,0.157826661448248,0
X601988.CH.EQUITY,0,0,0.103926500681744,0,0.0358954715766296,0,0,0,0,0,0,0.0602119595316645,0,0.0493357071641236,0,0,0,0,0,0,0,0,0.621068692942732,0.018536868954331,0,0,0,0,0,0.108206988095556,0,0,0,0,0,0,0,0,0,0.0519918814254178,0,0,0,0,0,0,0,0,0,0.0904056539572097,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0246896203552043,0,0,0,-0.023026920432246,0,0,0,0,0,0.0753475223225,0,0,0,0,0,-0.0077909301602462,0.70055893913629,0,0,0.0287380803816776,0.097549830159422,0,0,0,0,0,0,0,0,0,0,0,0.0667842044663806,0,0,0.049755463326068,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.264124357452135,0,0,0.186337602989301,0,0,0,0,0.0846061827187808,0,0,0.0714178373082568,0,0,0,0,0,0,0,0.0161275151808221,0,0,0,0,0,0,-0.0347498837076471,0,0,0,0,0,0.0259835985139614,0,0.0280976941190413
X601628.CH.EQUITY,0,0.162573905683963,0,0,0.0108859113984418,0,0,0,0,0,0,0,0,0,0,0,0,-0.0457941963417997,0,0,0,0,0,0,0,0.152230624371125,0,0,0,0,0,0,0,0,0,0,0.369345304813606,0,0,0,0.215498902015958,0.064680575629408,0,0,0.0187902699470134,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0676041441415587,0,0,0,0.140842776654406,0,0,0,0,0,0,0.206910373086908,0,0,0,0,0,0,0,0.240688293771792,0,0,0,0,0,0,0.0772794470011616,0,0,0.00353278974925244,0.0355566789175064,-0.0073692327097099,0,0,0.0116174174235513,0,0,0.237369390187367,-3.46944695195361e-18,0,0,0,0.0335475157968251,0,0,0.0140396674626274,0,0,0
