,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000776.CH.EQUITY,X600606.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,-2.77555756156289e-17,0.0901112204171633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466779280048705,0.368112062526856,0,0,0,-0.23833085420403,0,0.334775754932861,0,0,0,0,-0.0838234737621516,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.190080594589629,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.16795288025528,0,0,0,0,0,0,0,0,0,0,0,0.0743180358733594,0.0598285879491151,0.0618990585817334,0,0,0,0,0,0,0,0,0,0,0.0244717707861097,0.0592923589326122,0,0,0,0,0.229407535884845,0,0.0682144054644291,0,0,0,0,0,0,0,0,0,0,0.198448993639947,0,0.108073583870607
X601939.CH.EQUITY,0,0.0684958505173001,0,0.804172998462221,0,0,0,0,0,0.00205408449824385,0,0,0,0,0,0,0.0829057934250576,0.0184498151132993,0.0584031837395476,0,0,0.0032326997627615,0,0,0,0.0104599275331336,0,0,0,0.00997712262764511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0376817313699886,0,0.899481736352768,0,-0.07990095026459,0,0,0,0,0,0,0,0,0,0,0.0416327994242476,0,0.138785082928384,0,0,0,0,0,0,0,0.0235260425206686,0,0,0,0,0,0,0,0,0,0,0,0,-0.0290181718678239,0,0,-0.0878576999578786,0,0,0,0,0,0,-0.0227122638523156,0,-0.0474453304388022,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.397607780533157,0.0109281232087432,0,0,0,0,0,0,0,0,0.0919911220461455,0,0,0,0,0,0,0,0,0.00611536020162844,0,0,0,0,0.3081972729928,0,0,0,0,0,0,0,0,0,0.111175649596762,0.0474371767320972,0,0,0,0,0.0785467878110079
X600036.CH.EQUITY,0,0,0.408357945046334,0,0,0,0,0,0.0245910713992872,-0.00634431549246182,0,0,0,0,0,0,0.106654905031055,0,0,0.00503516355043897,0.0125352825238847,0,0,0,0,0.189130652500013,0,0,0,0.124475083807659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,-0.0602527561384548,0.147765627801485,0,0,0,0,-0.054656370002783,-0.0788448481566811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00257951579856803,0,-0.108704273127902,0,0,0,0,0,0,-0.0489160698318395,1.07499622232092,0.0142851946350032,0
X1299.HK.EQUITY,0,0,0,0,0.15491863885003,0,0,0,0,0.132246966849552,0,0,0,0,0,0,0,0,0,0,0,0,-0.204692352387478,0,0,0.414950112269717,0,0.0824015059852373,0.16010080175117,0,0.375279585041007,0.0953596873738563,0,0,0,0,0,0,0,0,0,0,0,0,-0.168259414178949,0,0,0,0,0,0.0899673540337805,0
X5.HK.EQUITY,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0938069840485914,0,0,-0.103638328954705,0,0,0,0,0,0,0.359147268307918,0.394520304740604,0,0,0,0,0,0,0,0,-0.0484306629949842,-1.73472347597681e-18,0,0,0,0,0,0,0.0352861025536524,0,-0.0820471444910681,0,0,0.174590746658927,0,0.198849394022229,-0.0662629565725497
X388.HK.EQUITY,0,0,0,0,0.303466130175401,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,-0.0268067420121408,0,-0.101533872098877,0,0,0,0,0,0.364074330449255,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,-0.111131894338625,-0.153147658767779,0.228352093894047,0.0966388846916737,0,0,0,-0.138117264770412,0.0989551205826645
