,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.119063994732898,0,0.0726952851971223,0,0.0240461552384959,0,-0.0167535130627628,0,0,0,0.394203907529234,0,0,0,-0.0918894177992442,0,0,0,0,0,0,0,0,0,0,0,0,0.212473953635152,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.22877607731755,0,0,0,0,0.0178562294262465,0,0,0.0536547530695356,0,0,0,0,0.128859293147004
X601318.CH.EQUITY,0,0,0,-0.0557838319545886,0,0,0,0,0.127449984370228,0,0.219039128080271,0,0.0385326566875126,-0.0903582919428672,0.0867080451890203,0,0,0,0,0,0,-0.0879102047336352,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190719320262728,0,0,0,-0.222356640807157,0.394174772522579,0,0.156874904089142,0.154521904309608,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.187547497902139,-0.00739956744901941,0,0.315000988968662,0,0.0778626468467965,0,-0.0727584120011678,0,0,0,0,0,0,0.106983216613955,0,0,-0.0234723525578782,0,0,0,0.0680092611272199,0,0,0,-0.0682258571898432,0,0,0,0,0,0,0,0,0,0,0,0,0,0.468659528247896,0,0,0.0163943433611942,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.43878987526274,0,0.144156940525566,0,0,0.147739661422122,0,0,0.0288808521006089,-0.00451123555143946,0,0,0,0,-0.00472900939058729,-0.11841233910408,0.0490303931154763,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389615441030587,0,0,0,0,0,0,0,0,0.178466850562597,0,0,0,0,0,0,0,0,0.188883094081838,0,0,0
X5.HK.EQUITY,0,-0.119855006009402,0.0376087247970324,0.280288449428416,0,0,0,-0.233603405879834,0,0,0,0,0.152762822166922,0,0,0,0,0,0,0,0.545929086784618,0,0,0,0,0.278033088273885,0,-0.0225913935433858,0,0,0,0,0,0.0227188321129286,0,0,0,0,0,0,0,0,0,0,0,0,0.195885738012602,0,-0.0730208557654481,0,0,0
X601988.CH.EQUITY,0.207280660678528,0,0.236155858864536,0.0301860320848517,0,0,0,0,0.0775753620289748,0,0.0776371437230527,0,0,-0.275102650882285,0,0,0,0,0,0,0,0,0.054450107346241,0,0.211765915887716,0,0,0.14291216600472,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.132120623365146,0,0,0,0,0,0,0,0,0.0751441075266038
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.128524879188474,0,0,0.207703988854339,0,0.12742557437576,0,0.243309859404716,0,0,0,0,0,0.00524040773922682,0,0,0,0,0,0,0,0,0,-0.0613583475023381,0.110196311788963,0,0.0290783416979416,0,0,0.0271581835329948,0,0,0,0,0,0,0,0,0,0,0.204548525357146,0,0,0.0296444279314599,-0.137290726472252
X1299.HK.EQUITY,0,0,0,0,0,-0.0539470784345926,0.110532268450371,0,0,0,0.118699845472317,0,0,0,-0.14145198509407,6.93889390390723e-18,0,0,0.335452752103498,0,0.259697646565207,0,0.0852611529295051,0,0,0,0,0.102459370938054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0163291886114975,0,0
X601628.CH.EQUITY,0.0247171487165135,0.315593552635138,0,0,0,0,0,0,0,0.0120362279240894,1.38777878078145e-17,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.149181293076095,0.0664241248880724,0,0.0255350220954489,0,0,0,0,0,0,0,-0.339699815922723,0,0,0.0993053276510503,0,0.212102779629924,-0.00776498507437025,0,0.172157015839151,0,0,0,0,0.0793009136954494
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0455031115748709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
