,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.0210490644541768,0,0,0.178677759468992,0,0,0,0,0,0,0,0,-0.0106304838597028,0,0,0,0,0,0,0,0.0418714591591721,0,0,0.113390033995266,0,0,0,0,0,0,0,-0.165146701123294,0,0.0639731520791318,0,0,0.224526065246385,0,0.0389050627442223,0,0,0.0877081435856043,0,-0.120828070320516,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.108190298946582,0,0.100629587532965,0,0,0.34320936002264,0,-0.032054588437709,0,0,0,0,0,0,0,0,0,0,0,-0.00352252998047635,0,0,0,0,0,0,0,-0.0694138704872481,0.334228291731683,0,0.164867881510202,0.00527317318114044,0,0,0,0,-0.0769847603390254,0,0,0
X601939.CH.EQUITY,0.241317845280946,0,0,0,0.0172226301936275,0,0,0,0,0,0,0,0,0.179866030335797,0,0,0,0,0,0.184830761990266,0.0698700378958361,0,0,0,0,0,0,0,0,0,0,0,0,0.0676667909370157,0,0,0,0,0.0645658560698889,0,0,0.124405494650581,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.350248210263489,0.00153941360470042,0.0947232556227727,0,0,0,0,0,0.131121027127672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130030463290649,-0.0511562833488552,0,0,0,0.117151385487896,0,0,0.232234952650108,0,0,0,0,0,0.127871188709012,0,0,0
X5.HK.EQUITY,0,-0.175699986984326,0,0.442753729767209,0,0,0,-0.155675447138278,0,0,0,0,0,0,0,0.0254243493629977,0,0,0,0.13358580161304,0,0.493853670581652,0,-0.148115654630764,0,0,-0.0251206419225838,0,0,0,0,0,0,0,-0.122220471498174,0,0,0,0,0,0,0,0.100975223892421,0,0,0,0,-0.163825214252884,0,0.0206932657503778,0
X601988.CH.EQUITY,-6.93889390390723e-18,0,0.0418870991974462,0.280948360965015,0,0,0,0,0.028595510197671,0.16318913030043,0.308837547403592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0645955071166531,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0.0718731916656371,0.0249365325426863,0.205080189666562
X600036.CH.EQUITY,-0.0382688077745399,0.20245046763636,0,0,0,0,0,0,0,0,0,0.0969261671657856,0,0.28051768075614,0,0,0,0,0.143664230140146,0,-1.73472347597681e-18,0.0861877421577673,0,0,0,0,-0.0441484585482044,0,0,0,0,0,0.131077137183713,0,0,0,0.0660378344395692,0,0,0.0419843875250836,0.178746546224511,0,0,0,0,0,0.0643983345573346,0,0,0.0974607093629492,0
X1299.HK.EQUITY,0,0.0996506420682503,0,0,0,0,0,0,0,0,0,0,0,-0.0140788270250668,0.0895201573555775,0,0,0.126032901534618,0.234368318135678,0,0.182655316406378,0.158515551497454,-0.0212211317406704,0.100133015743713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.240199171816552,0,0,0,0,0,0,0,0,0,0,0,-0.0544028376382784
X601628.CH.EQUITY,0,0,0,-3.46944695195361e-18,0.0413241352951175,0,0,0,0,0,0,0,0,0,0,0,0.129406795366334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052426165245244,0,0,0,0,0,0.300781772614196,0,0,0,0,0,0,0,0,0,0.153786804974357,0
X601166.CH.EQUITY,0,0,0.0837402750354672,0,0,0.117899243766833,0,0,0,0,0,0,0,0,0,0,0.210024331034539,0,0,0,0,0,0,0,0,0,0.0735564602624968,0,0,0,0,0,0.382994351431246,0.212458901853176,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.0332492768182968,0,-0.10672814668294
