,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.0798429135583055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.158045393496971,0,0.558015531643079,0.579730473920456,0.0297930373771945,-0.237885376076025,0.162397993227195,0,0,0,-0.150767941616581,0,0,0,0,0,0,0,0,0,-0.0165751364890022,0,0,0,0,0,0,0,0,0,0.0663028093822178,0
X601318.CH.EQUITY,0,0,0,-6.93889390390723e-18,0,0.231381928039624,0,0,0,-0.0644247895664281,0,0,0,0.0268002077314156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188308570304188,0.0402065363025815,0,0,0,0,0.196848857168656,0.192972329695216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0.0245428587740821,0,0.827908535402841,0,0,0,0,0,0,0,0,-0.0433857962688122,0,0,0,0.0699090604479078,0,0.10429376630341,0,0,0,0,0,0,0,0.00664939406440999,0.030849218331814,0,0.00997397567973481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381507444824476,0,0,0,0,0,0
X601288.CH.EQUITY,0.0659134932382595,0,0.840479215730648,0,-0.0627933466859867,0,0,0,0,0.0036368065344248,0,0,0,0,0.0288332772942848,0.062635427050996,0,0.156951738676834,0,0,0,0,0,0,-0.0112761436467608,0,0,0.0117941518245035,0,0,0,0,0,0,0,0,0,0,-0.0859131309054718,0,-0.150484562027299,0,0,0,0,0,0,0,0,0,-0.0324420818226221,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.13350943551667,0,0.056201312883764,0,0,0,0,0,0,0,0,0,0.00197672302456249,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378411136749171,0.334346115065171,0,0,0,0,0,0,0,0,0.306564110107153,0,0,0,0,0,0.0336291615995678
X600036.CH.EQUITY,0,0,0.321011929654474,0.0165422804029708,0,0,0,0,0.021748742096786,-0.0183402934208062,0,0,0,0,0,0,0.136637901561201,0,0,0.0234644119198736,0,0,0,0,0,0,0.211159132728091,0.108414113191651,0,0.110998304961823,0,0,0,0,0,0,0.0544322981283079,0,0,0,0,0,0,0,0.00913819132062788,0,0,0,0,0,0.0976427512527058,0
X601988.CH.EQUITY,0,0,0,0.00284907742544019,-0.137009631171419,0.079867939712636,0,0.0495830792699892,0,0,0,-0.0217964146592942,0,0,0,-0.000938531018781201,0,0,0,0,-0.0438890429313574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108639268953381,0,0,0,3.46944695195361e-18,0,0,0,1.05040745597066,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.0964897606239038,0,0,0,0,0,0,0,0.106010210449011,0,0,0,0,0,0,0,0,0,0,-0.0366181261686124,0.127487833675339,0,0,0,0.00376859071439492,0,0.20093451324741,0.329110363685021,0,0,0,0,0,0,0,0,0,0,0.189596265886914,0,-0.0853730088129915,0.0916532327780515,0,0,0,0,0.0751340674052992,0.114465550368749
X5.HK.EQUITY,0,0,0,0,-0.00428677019055563,0,0,0,0,0,0,0,0,0,0,0,0,-0.150494486594525,0,0,0,0,0,0,0,-0.0737871526104104,0,0.237757062538983,0.484461528739998,0,0,0,0,0,0,0,0,0,0,0.0473112354718132,0,0,0,0.0692180156194449,0.0346487800751243,-0.0727609758673272,0,0,0,-0.0668934400442446,0.108512161989707,0
X388.HK.EQUITY,0,0,0,0,0.339632379131606,0,0,0,0,0,0,0,0,0,0,0.0524232122133611,0,0,-0.0754677128302084,0,0,0,0,0,0.336743529444903,0.0321516445359687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.175817751498258,-0.205024757071523,0.166253873539663,0.130678137627929,0,0,0,-0.0997789470622494,0.0779929456087273
