,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.115556953848297,0,0.62626302810382,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.113254648352356,0,-0.0101776345455453,0,0.0143829073108818,0,0,0,0,0,0,0.0767102372414723,-0.0224113515333315,-0.00408741154457052,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0156800982331073,0,0,0,0.182861245948314,0,0,0,0,0,0.334235737637089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187958128806862,0,0,0.0905867876461676,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144207134719336
X601939.CH.EQUITY,0,0,0,0,0.266961750704646,0,0,0,0,0.0770178979526824,0.120839074461321,0,0,0.00819042351690731,-0.0120816124470643,0.199007448680345,0,0,0.240642331020972,0,0,0,0,0,0,0,0.0292457915687575,0,0,0,0,0,0,0,0,0,0,0,0.103496864402375,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0186970576654148,0,0,0.252983369864324,0,0,0,0,0.165639747669315,0,0,0,0.23247096466368,0,0,0,0,0,0,0,0,0,0.0247749690517991,0,0,0,0.192822456642684,0,-3.46944695195361e-18,0,0,0,0,0,0.0862783056617275,0,0,0.104486263667103,0,0,0,0,0
X601288.CH.EQUITY,0.39631233881498,0.103652256513858,0,0,0,0,0,-0.0198205263735428,0,0,0,0,0,0.0581338744077664,0,0,0.0908695810103088,0,0,0,0,0,0,0,0,0,0,0,0.110637150212754,0,0,0,-0.0244708733846489,0,0,0,0,0,0,0,0,0.0265637389465881,0,0,0,0,0,0,0,0.283409427944398,-0.0517253835593649,-0.0568801460520869
X600036.CH.EQUITY,0.0113750252049153,0.205203740409628,0,0,0,0,0,0,0,0,0,0,0,0.276444831324621,0,0,0,0,0.100034674942646,0,0,0,0,0,0.00780887779885845,0.24871757671167,0,0.0873975753656615,0,0.0733102979224221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0.205066075932608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0712192895267153,0,0,0,0,0,0,0,0,0,0,0,-0.0423102581089139,0,0,-0.144659776640394,0,0,0,0,0,0,0,0,-0.033393336463537,0,0.0156740632623323,-0.0371715451590892,0.946947721656898,0,-0.0695882899184066,0
X1299.HK.EQUITY,0,0,-0.146463660235334,0,0,0,0,0,0,0.256196049800175,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,-0.116798825805119,0,0,0,0.182508668974489,0,0.260480655059253,0,0,0,0,0,0,0,0,0,0.0789778516076491,0.0485520757742148,0,0,0,0.0416080501304809,0.115878046631472,0,0.137569731090177,0,0,0.0339599557699346,0,0,0,-0.0602352131303199
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.229901768434597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05434033465378,0,0,0.356207479968391,0.137000410361135,0,0,0,0,0,0,0.0677711611627263,0,0,0,0,0.167088996335625,0,0.341275676822622,0,0,0,0,-0.0660082226274389,0,0
X388.HK.EQUITY,0,0.0664538576862614,0,0.0963905610827064,0,0,0,0.0386250509439896,0,0,0,0,0.0174768588773165,0,0,0,0,0,0,0,0.050504502436307,0.0687207456300152,0,0,0,0,0,0,0,0,0.158062191565981,0,0,0,0,0,0.0885261040245477,0.142318381173709,0.185547575703515,0,-0.191486614235219,0,0,0,0,0,0.308424286819228,0,0,0,0,0.0262941728730153
