,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,-0.213475920288903,0,0,0,0,0,0,-0.0562840905342239,0.165929385201758,0,0,0,0,0,0,0,0,0,0,0,0,-0.209920306790024,0,0,0,0,-0.170277304473131,0,0,0,0,-0.237405103212102,0,0,0.0560610138526096,0,0.734044520611584,0,0.330761487428663,0,0,0,0,0,0,-0.018264096179662,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0525100592862195,0,0.0705285406541396,0,0,0,0,0.07459983968554,0,0,0,0,0,0,0,0,0,0.194045498606095,0,0,0,0,0,0,0,0,0.0287171703487786,0,0,0,0,0.310947521091166,0,0,-0.0125627193618949,0,0.198639365268219,0,0,0,0,0,0,0,-0.0537802884432574
X601939.CH.EQUITY,0.323664423254283,0,0,0,0,0,0,0,0,0.015198115526983,0,0,0,0,0,0,0,0.131727057997728,0,0,0,0,0.0246696998608988,0,0.0224240493383452,0,0,0,0.138656172272179,0.0996835315193092,0,0,0,0,-0.174236005815658,-0.017252168433671,0,0,0.444475930025377,0,0,0,0,0,0,0,0,0,0,0,0.108944312737145
X601288.CH.EQUITY,0,0,0,0,0,0.0316700090845931,0,-0.117278456602151,0.131067513457294,0,0.557289756092624,0,0,0,0.0877633583562954,0,-0.206726779691941,0,0,0,-0.0644715167152487,0,0,0,0,0,0,0,0,0,-0.791388051142125,0,0,0,0,0,0,0,0,0,0,0.388171258679861,0,0,0,0,0.212155979603492,0,0,0,0
X5.HK.EQUITY,-0.154883742196769,-0.104885221657623,0,0,0,-0.0463792167660101,0,0,0,0,0,0,0,0,0,0.3042662833662,0,0,0,0.294369924852381,0.0470909589783028,0,0,0,0.417773250276151,0,0,0,0,0,0,0,-0.024799103153471,0,0,0,0,0,0,0,-0.172811773358087,0,0.183115131358769,0,0,0,-0.0188787572831897,0,0,0,0
X601988.CH.EQUITY,0.137195515741589,0,0.0150919951084649,0.399141960352014,0,0,0.0352508160461334,0,0,0,0.177723658162124,0,6.93889390390723e-18,0,0,0,0.196941524539638,0.148944615476911,0,0,0,0.0352973853734286,0,0,0,0,0,0,0,0,0,0,0,0,-0.0892534658593296,0,0,0,0.123092829845266,0,0,0,0,0.0907747721001244,0.162575198612273,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.242178258731199,-0.0113778478416956,0,0,0,0,0,-0.110796128598598,0.0614754197123888,0,0,0.534842706991648,0,0,0,0,0.0198793113716889,0,0,0.294764233388246,0,-0.105981093168204,0,0,0,0,0.0976419043937467,0,0,0,0,0.328903556759751,0,-0.155755629729621,0,0,0,0,0,0,0,0.107030230796676,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0923612077396407,0.0139360013419509,0,0,0,0,0,0.0248328231141796,0,0,0,0,0.144022919301779,0.22247170685915,0,0,0,0,0,0,0,0,0,0,0.0237273588440565,-0.00254209790274693,0,0,0.0207274509022514,0,0.304967339210476,0,0,0,0,0,0,0,-0.10467683319829,0,0,0,0,0,-8.67361737988404e-19,0.0778025412792425,0,0,0,0
X601628.CH.EQUITY,0,0.0373998504187723,0,0.0535017782853029,0,0,0,0,0,0,0,0,0,0.318783365926522,0,0,0,0,0,0,0,0,0.0861988487395574,0.0277411597875353,0,0,0,0,0,0,0,0,-0.0540566536162383,0,0,0,0.045119173585555,0.230612874358946,0.00747580311553413,0,0,0,0,0,0,0.140930200834627,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.299863578962529,0,0,0,0,0,0.191355767843686,0,0,0,0,0,0,0,0.254993324374671,0,0.0542226523180123,0,0,0.088186100057993,0,0,0,0,0,0,0,-0.172545500484108,0,0,0,0,0,0,0,0,0,0.0875352593925515,0,0,0,0,0,0,-0.230116570221442
