,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.346071092008944,0.0602367504946359,0.111921504065348,0,0,0,0,0,0,0.209503181558548,0,0,0,0.016827204479849,0,0,0,0,0,0,0,0.0137733650296038,0,0,-0.0255039093702715,0,0,0,0.0363898577078777,0.00865714671557478,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453347573621171,0,0,0,0,0,0.145385362387955,0
X601939.CH.EQUITY,0.456334119711385,0,0,0,0,0,0,0,-0.0176732393329062,0,0.21072356154716,0,0,0.0346674671244344,-0.0151396088373574,0,0,0,0,0,0,0,0.146034876329012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716549521384681,0,-0.0494306311216345,0
X601318.CH.EQUITY,0,0,0,0,0.252355845920673,0,0,0,0,0,0,0.115781984042893,0,0,0,0,0,0,0,0,0,0.160068961956668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519153850815075,0,0,0,0.0608567480018397,0,0,0.181117288937941,0,0,0,0,0,0
X601288.CH.EQUITY,0.404255224462497,0,0,0,0.257197841126915,0,0,0,0,0,0,0,0,0.0655466908746591,0,0,0,0.0775033157019046,0.0627282554298518,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220177053436885,0,0.0614883459013347,0,0,0,0.0291429244986861,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.372760511045719,0,0,0,0,0,0.249552712776963,0,0,0,0,0,0.118065139818074,0.127648520545982,0,0.0476995542095346,0,0,0,0,0,0,0,0.0925102650057506,0,0,0,0,0,0,0,0,-0.514165648749654,0,0,0,0,0,0,0,0,0,0,0.0629044756251351,0,0,0,0,0.291890297620518
X600036.CH.EQUITY,0,0.0187748138477244,0.0340471302112156,0,0,0,4.33680868994202e-19,0,0,0,0,0.098693992517535,0,0,0,0,0.00894867239208195,0.0577135154319201,0,0,0,0.270295963082376,0,0,0,0,0,0,0,0,0,0.230528770637688,0,0,0,0,0,0,0,0,0.147246111048839,0,0,0,0.0787549264647182,0,0,0.103958509252903,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0382648918168564,0,0,0.232395216360548,0,0,0,0,0,0,0.457957942494807,0,0,0,0,0.11233724494811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.109655851936372,0,0,0.0428096999977603,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,-0.0815714858107077,0,-0.30733755862431,0,0,0,0,0,0.132938113995166,0,-0.387330485135591,0.657312738817967,-0.140855174302478,0.755059121076265,0,0,3.46944695195361e-18,0,0,0,-0.107869883579752,0,0.235613034703127,0,-0.072082603864278,0,0,0,0,0,0,-0.00116651945301584,0,0.160917793312386,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.105477322077213,0,0,0,0,0,0,0,0.00241127423340141,0.381940466647393,0,0,0,0.0343515150371051,0,0,0,0,0,0.0014306858257762,0,0.0514637975403684,0,0,0,0.0853121735693166,0,0,0.21449376014553,0,0,0,0,0,0,0,0,0,0.166834826611649,0.0374369321993633
X601658.CH.Equity,0,0,0,0.0939741948108379,0.26374109697731,0,0,0,0,0,0,0,0,0.180018017059315,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.163674290193977,0,0,0,0,0,0,0,0.172210431773799,0,0,0,0,0,0,0,0,0,0,0,0.337442540397983,0,0,0
X601328.CH.EQUITY,0.182470484658304,0,0,0.458361083255523,0,0,0,0,0,0,0,0,0.0193217889477337,0,0.0392144525251303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159728443777111,0,0,0,0,0.100627285792667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0655335371010059,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.392287702576477,0,0,0,0,0.0758317020501462,0,0,0,0,0,0.065364772044579,0,0,0,0,0,0,0,0,0,0,0,0,0.21235943428651,0,0,0,0,0,0,0,0,0.0492726600951638,0,0,0,0,0,0.0307042980532363,0,0,0.0602141560475424,0.114094365017568,0,0,0
X388.HK.EQUITY,0,0,0.212090312332914,0,0,0,0,0,0,0,0,0.0446143894662407,0,0.0188941581506585,0,0,0,0,0,0.150608264276291,0.0720005797762107,0,0,0,0.00889129789463575,0,0,0,0,0,0,0,0,0.0694387832300562,0,0,0,0,0,0,0,0,0,0,0,0.064301669705215,0,0.0238949082294957,0,0,0,-0.101312998674932
