,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X001979.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.277864401661774,0,0.0753728536178941,-0.0165389375587608,0,0.375552257582189,0,0,0,0.0984871652069362,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112088772693851,0.0038324292395557,0.00383372111421731,0.0372406147974472,0,0,0,0,0,0,0,0,0.126067293509741,0,0,-0.0164282021470355,0,0,0,0,0,0,-0.0186808481386275,0,0,0,0
X601318.CH.EQUITY,0,0,0.245527791084866,0,0,0,0,0,0.154214913713134,0,0,0,0.0689171828675511,0,0.0704980397113663,0,0,0,0,0,0.128332098947904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0869070425365216,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0895577580403391
X601939.CH.EQUITY,0.474110599074626,0.145881839358919,0,0,0,0,0,0.163984750563234,0,0,0,0,0,0,0,0,0.0225603987673369,0,0,0,0,-0.147074231024515,0,0,0,0,0,0,0,0.151917768043928,0,0,0.103826831674199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189872423933247,0.112914524077465,0
X601288.CH.EQUITY,0,0,0.0193132208614114,0,0,0.111212522956555,0,0.465586078869803,0,0,-0.0720171469567685,0.116183691135016,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0702900386992277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0643667864494151,0.0428431518868042,0.0356588524243844,0,-0.0351979640137234
X600036.CH.EQUITY,0,0.0404068492672625,0,0,0,0,0.262506024099575,0.0121712209500771,0,0,-0.0681501039599043,0,0.255714327453452,0,0,0.137457789157922,0,0,0.121584587254258,0.0226588221459755,0,0,0.0163400796585911,0,0,0.0692977329069815,0.1951315977828,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.129988643107555,0,0,0,0,0,0,0,0,0,0,0.155051187071003,-0.106973057099854,0
X601628.CH.EQUITY,0,0,0,0.0644241798547042,-0.00923650036886835,0,0,0,0,0,0,0,0,0,0,-0.198096186090048,0,0,6.93889390390723e-18,0,0,0.078596104899832,0,0,0.0503905307367445,0,0,0,0,0,0,0,0,0.0176032380802294,0.657891743909202,0,0,0,0,0,0,0,0,0,0,0,-0.00746622504413947,0.108659778790627,0,0,0,0.224712779408626
X1299.HK.EQUITY,0,0,-0.18756757984942,0,0.0322964932819925,0,0,0,0,0,0.245234843005132,0,0,0,0.207162196860849,0,0,0,0,0.149291560229015,0,0,0.07543746931588,0,0,-2.16840434497101e-19,0,0,0,0,0.0385987995943552,0,0.0596551096351215,0,0,0,0,0,0.0452781874348791,0,0.0743661998738405,0.138744624280986,0.175683019413383,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.139805015556578,0.425231553292392,0.0657756531455265,0,0,0,0,-0.0134607973119956,0.0469658196701728,0,0.28110154962347,0,0,0,0.0240560642977459,0,0,0,0,0,0.0579967598080904,0,0,0,0,0,0,0,0.0860780090879626,0,0,0,0,0,0.044902937331888,0,0,0,0,0,0.0312443880130432,0,0,0,0,0,0,0,-0.0238803326425363,0
X5.HK.EQUITY,0,0.106391973422105,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0018711730212701,0,0,-0.0328914582679811,0,0,0,0,0,0,0.227703759422735,0,0.192649682773572,0.128781016728848,0,0,0,0,0,0,0,0,0.0638194634099618,0,0,0,0,0,0.160098877442761,-0.081097006099232,0,0.0557797798447724,0.306527634525194,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,-1.73472347597681e-18,0,0.297040041272315,0.0134404960342261,0,0,0,0,0,0.0951099380339693,0.118351518034953,0,0.00424580355633798,0,0,0,0,-0.0166984513355522,0,0,0,0,0,0,0.0985883643006684,0,0.0566283230646032,0.342625798988593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102334866047937,0,0,0,-0.0945655220515689
X388.HK.EQUITY,0,0,0,0,-0.0687132203148032,0,0.159269478961206,0,0,0,0,-0.033828286392682,0,1.38777878078145e-17,0,0,0,0,0,-0.0928827037872254,0,0.57168605224078,0,0,0,0,0,0,0,0,0,0,-0.0145142204900503,0,0,0,0,0,0,0.126752642174807,0,0.109829121843379,0,0.0931430316987256,-0.236123592581709,0,0,0,0,0,0.163041647309713,0
X601658.CH.Equity,0,0,0,0.274509086579937,0,0,0,0.0632094079583465,-0.161460135536258,0.239442861400748,0,0,0.132650280735387,0,0.0979625164233252,0,0.368058003261977,0,0,0,0,0.283246636067761,-0.0137244919913269,0,0,0,0,0,0.0158675484227707,0,0,-0.525130716744471,0,0,0,0,0,-0.025878891276512,0,0,-0.0342571655089422,0.0101033689596001,0.092495130993339,0,0,0,0,0,0,0,0,0
