,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.205526744519701,0,0.0734740922508384,0,0,0,0,0.282177776050377,0.0559685212597036,-1.38777878078145e-17,0,0,0,0,0,0,0.168148760397769,0,0,0,0,-0.00416370335060145,0,0,0,0,0,0,0,0.124319647035596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370099580059837,0,0,0,0,0.0163833578929924,0
X601939.CH.EQUITY,0.458481447588078,0,0,0.0178404846189443,0,0,-0.0321443240604691,0,0,0,0.191733579912307,0,0.228221490326799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00861183020776971,0,0,0,0,0,0,0,0,0,0.000190937873387493,0,0
X601318.CH.EQUITY,0,0,0,0,0.14816451182442,0,0,0,0,0,0.00573460084819226,0.287472823480299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241653507378286,0,0,0,0,0,0,0.00686959858051907,0,0,0.0738477717429958,0,0,0.0691909860722673,0,0,0,0,0
X601288.CH.EQUITY,0.424697025167872,0,0.0177652668266916,0,0.209121600898746,0,0,0,0,0,0,0,0.0162738012496287,0,0,0,0,0,0,0.072076662934688,0.119519765028887,0.0417574076655245,0,0,0,0,0,0,0,0,0.0183674439845047,0,0,0,0,0,0,0,0,0,0.0307658991171175,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0586470948535552,0,0.228636044104918,0,0,0,0,0,0,0.163031114110157,0.223921841252329,0.12520455878823,0.0828327374380795,0,0,0.024849248710161,0,0,0.0555501797050744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0564965897893957,0,0,0,0,0,0,0,0,0,0,-0.0942079240872827,0
X600036.CH.EQUITY,0,0,0.0196609344102839,0,0,0,0,0,0,0,0,0.409571068856041,0,0,0,0,0,0,0,0,0,0,0.0527905766034461,0.0138072110035432,0.126798096259507,0,0,0,0,0,0,0,0,0,0,0.0863293017559446,0,0,0,0.0580437570259459,0,0,0,0,0,0,0,0,0,0.265162483595709,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.117635429939635,0,0,0,0,0,0,0,0,0,0,0,0.00564785077614251,0,0,0,0,0,0,0,0,0.074373379882204,0,0,0.158495730657838,0,0.0455335466453391,0,0,0.1984930811111,0,0,0,0,0,0,0,0,0,0,0,0,0.199582869779804,0,0,0,0
X5.HK.EQUITY,0,-0.295290716160487,0,-0.062126928971842,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,1.30391425329001,-0.856276311439082,0.0902646849867507,0,-0.0173823903754959,0.367458704320649,0,0,0,0,0,0,0,0,0,0,0,0,0,0.429371825350809,0,0,0,0,0,0,0,0,0.120227317671384,-0.0671146251171882
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.147082164059747,-6.93889390390723e-18,0,0,0,0,0.0896155653116527,0,-6.93889390390723e-18,0.186060017449011,0.116843433812749,0,0,0,0.163600637055333,0,0,0,0.0394886939193496,0,0,0,0,0,0,0,0,0,0,0.0327969465473074,0,0,0,0,0,0,0,0,0,0.0505435087891979,0
X601658.CH.Equity,0,0,0,0.349344644235018,0,0,0,0.0706098461656049,0.0994395694874353,0,0,0,0,0,-0.340594822658216,0,0,0,0,0,0,0,0.0868869833324443,0,0,0,0,0,0,0.726406172841477,0,0,0,0,0,0,0,-0.0160920284844994,0,0,0,-0.122795542293302,0,0,0,0.474682676649937,0,0,0,-0.117750531289221,0,0
