,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.209361459385362,0,0.413222072804847,0,0,0,-0.0116091014909216,0.158792659430933,0,0,0.0734446307216018,0,0,0,0,0,0,0,0,0,0,-0.0799552319853571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0616539137227753,0.00614779133875308,0,0.12120986534578,0
X601939.CH.EQUITY,0.354075658660013,0,0,0.286129459708897,0,0,-0.0952286556992986,0,0,0,0.00278431925202482,0,0.140312220041548,-0.0648195663554444,0,0,0,0,0,0,0,0,0,0,0,0.0316913267593707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201858855988815,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0167519824420949,0,0,0,0,0,0,0,0.0129363331689485,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386399595933052,0,0,0,0,0,0,0,0.10041342991591,0,0,0,0,0.248020962683729,0,0,0,0
X601288.CH.EQUITY,0.450007940633854,-8.67361737988404e-19,0,0,0.209346021984722,0,0,0,0,0,0,0,0.015966075388133,0,0,0,0,0,0,0,6.93889390390723e-18,0.170188916774065,0,0,0,0,0,0,0.0199339596724502,0,0,0,0.0264278879713776,0,0,0,0,0,0,0,0,0,0.0643403505780173,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.117160236466619,0,0.361941236799893,0,0,0,0,0,0.26452510818806,0,0,0,0,0,0,0.113871921912225,0,0,0,0,0,0,0,0,0,0,0,0,0.0423051610874077,0,0,0,0,0,0,0,0,0,0,0.140032395778223,0,0,0,0,0,0,0,0,0,0,0.0328702715152599
X600036.CH.EQUITY,0,0,0.0404005679184535,0,0,0,-8.67361737988404e-19,0,0,0,0,0.38203403837677,0,0,0.00562181537761222,0,0,0,0,0,0,0,0.0518341576556834,0.124085897490815,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0825536646844928,0,0,0,0,0,0,0.0544309857725077,-1.73472347597681e-18,0,0,0,0,0,0,0.27338898669259,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.088247075911659,0,0,0,0,0,0,0,0,0,0.142079500845685,0,0,0,0,0,0,0,0,0,0,0,0.0135820646108918,0.176945152092176,0,0,0.0313437408853415,0,0,0,0.188424473169145,0,0,0,0,0,0,0,0.0234706347912335,0,0.225271285980302,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.133702149994365,0,-0.167887503659053,0,0,0,0,0,0,0,0,1.38777878078145e-17,-0.0140356665807211,0,0,0,0,0,0,0,0,1.17607872177848,0,-0.784665991246999,0,0.492352688096333,0,0,0,0,0,0,0,0,0,0,0,0,0.461326839621757,0,0,0,0,0,0,0,0,0,0,0.101778499805181,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0987734200213161,6.93889390390723e-18,0,0,0,0,0,0.0866161843064668,0.197408957299479,0,0.0929483380978139,0,0,0,0.267099692594618,0,0,0.0504904970451792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548732922694019,0
X601658.CH.Equity,0,0,0,0.165439515275556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138372664392549,0,0,0,0.141133050185441,0,0,0,0.294858881977745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
