,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.517236574660521,0,0.101384925115164,0.0736081970388417,0,0,0,0,0,0,0,0,-2.77555756156289e-17,0,0,0.0174843254216014,0,0,0,-0.0330043193171072,0,0,0.0589973751561803,0,0,0.0271405028621547,0,0,0,0,0,0.0687793994894488,0.0872083320725978,0,0,0,0,0,0,0,0.0161582756671063,0,3.46944695195361e-18,0.0908037272368411,0.101226515976424,0.113074735982746,0,-0.164168360719113,0.0170690914649919
X601318.CH.EQUITY,0,0,0,0,0.0481373016162188,0,0,0,0.130480491934466,0,0.112413219262366,0,0,0.0966672240839735,0,0,0,0,0.0862197585270219,0,0.279517881697506,0,0,0,0,0,0,0.0802511355645663,0,0,0,0,0,0,0,0.0535905682765686,0,0,0,0,0,0,0,0,0,0.0385709318926128,0,0,0,0,0,0.0881292631534729
X601939.CH.EQUITY,0,0,0,0.474899770037226,0,0,0,0.0191788889056197,0,0,0.167477556203737,0,0,0,0.0211937665407962,0,0,0,0,0.0687131109246356,-0.130781965811314,0,0,0.215106276244723,0.307143923912357,0,-0.0868184698569424,0.00375122773778775,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114362900541836,0,0,0,0,0,0,0,0,0,0.030030585868672
X601288.CH.EQUITY,0.166751029356496,0,0.129136922034753,0,0,0.0517520023954209,0,0.293108287764634,0,0,0,0,0,0,-0.0453428109520517,0.0882723450628535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0804079553964084,0,0,0,0.23129006760713,0,0,0,0,0.0424673609557723,0
X600036.CH.EQUITY,0,0.117037017101576,0,0,0,0.0802990723813648,0.0735876956693219,0.128335738671791,0,0,0,0,0,0.167029903078579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342879213568876,0.0754593444830002,0,0,0,0,0,0,0,0,0,0,0.126272370626569,0,0,0,0,0,0,0,0,0,0,0.0420532502504287
X601628.CH.EQUITY,0.0025397254924496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143184566446089,0,0,0,0.107564316239449,0,0,0,0,0,0,-0.0797970736067221,0.0287330305661226,0,0,0.212927370408665,0,0.0770297979305985,0,0.506142471078026,0,0,0,-0.0203925611539405,0.0721700921585283,0,0,0,0,0,0,0,0,0,0.0737816794445218
X1299.HK.EQUITY,0,0,-0.222765654579954,0,0,0,0,0,0,0.137959310805523,0,0,0,0,0,0,0,0,0,0,0,0.0782817154606137,0,0,0,0,0.0602549397918829,0,0.0548145743239045,0,0,0,0,0,0,0,0,0,0.15312634596548,0,0.225439993959188,0.200795320513077,0.0864282043915072,0.0933045440203895,0.0588167575177591,0.0104371545416785,0,0,0,0,0,0
X601988.CH.EQUITY,0.165349756733319,0.11807677512538,0.0241918393499754,0.0687584460968491,0.335952629222196,0,0,0,0,0,0,0,0,0,0,0.15998232670502,0,0,0,0,0,0,0,0,0,0,0,0.0782763711194027,0,0,0,0.0340096488614216,-0.131184541938475,0,0,0.179809479700255,0,0,-0.050078251907655,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.000675774849795781,0.00358480758084375,0,0,0,0,0,0,0,0,0,0,0.0921402232529761,0.0274457398187302,0,0,0,0,0,0,0.00714949526018116,0.0978040166637896,0,0,0,0.0415488364694719,0,0,0,0,0,0,0,0,0,0,0,0.442786890588123,0,0,0.237739295732372,0,0.163461839274815,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,-0.208812692569316,0,0,0,0.0479331760491774,0,0,0,0,3.46944695195361e-18,0.34566542664722,0,0,0,0,0,0,-0.139887371993251,0,0.143471542327297,0,0,0,0,0.34045522960368,0,0,0.0281134869713396,-0.0363133855543612,0,0.2207838922101,0,0,0,0,0,0,0.103781460043275,0,0,0,0,0.0223068129373633,0,-0.288204234937758,-0.0349234941801769,0,0,0.206740811144086,0
