,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.047548529361546,0,0.127210718169549,0,0,0,0,0,0,0,0.379700583983406,0,0,0,0,3.46944695195361e-18,0,0,0,-0.0592915115125974,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14104182641129,0,0,0.143639454254542,0,0,0,0,0,0,0,0,0,0.186690666782802,0.0708874975024225,0,0,0.103208206595445
X601318.CH.EQUITY,0,0,-0.110355481761412,0,0,0.0718550246848606,0,0,0.167326077334253,0,0,0,0.112222861569686,-0.0257019963088924,0,0.282695147738135,0,0,0,0,0,0,0.0389622728792622,-0.00591790658440467,0,0,0,0,0,0,-0.189532056397644,0,0,0,0.312177609307096,0,0,0.031874164490874,0,0.233372835062229,-0.187409610516719,0,0.183243964797065,0.133462480866334,0,0,0,0,-0.0810720463541166,0,0,0
X601939.CH.EQUITY,0.617451156396166,0,0,0.0278747741585043,0.0341601970890853,0,0,-0.0754563530246265,0,0,0.173231978139708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037077161643843,0,0,0,0,0,0,0,0.274282792472632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.317063065187286,0,0.0721594072354281,0,6.93889390390723e-18,0.343544911341359,0,0,0,0,0.0338178509399187,0,0,0,0,0,0,0.0482514289797605,0,-0.0536741795916308,0.0662742234094566,0.0646208293269614,0,0,0,-0.0176892029916721,0,-0.0968138499277243,0,0,0,0,0,0,-0.102567303792545,0,0,0,0,0,0.200176469892687,0,0,0,0,0,0,0.159461980446387,0,0,0,-0.0298490294254377
X5.HK.EQUITY,-6.93889390390723e-18,-0.0874826797802425,0,0.0940146745649453,0,0.128295071777099,0,-0.137214997677378,0,0,0,0,0.18070719973977,0,0,0,0,0,0,0,0,0.522330806936581,0,0,0,0,0,0,0,0,0.302343972686955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167987779123428,0,0,0.0541559177297855,0
X601988.CH.EQUITY,0.152834520641764,0.0866329197164382,0.362322766427226,0,0,0,0,0,0.163768358252334,0,0,0.0526835610905694,0,-0.132143663427116,0,0,0,0,0,0,0,0.112824996857435,0,0,0,0.00210422893098514,0,0,0,0,0,0,0,0,0,0,0,0.0987472941650215,0,0,0,0,0,0.0892540231614632,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0471525487848765,-0.0738190872924992,0,0.291220731803787,0,-0.0541684144836494,0.0373702585043763,0,0.303271296150748,0,0.20080733600862,0,0,0,0,0,0.0519437306675576,0,0,0,0,0,0,0,0,0.0257430917691362,0,0.0088788991334652,0.0261726978483116,0,0.109008350530998,0,0,0,0.0543191417003999,0,0,0.0302828798394152,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0147201665183402,0,0,0,0,0.0107051693649447,0,0,0,0.137327463037266,0,0,-0.167553477004054,0,0.0681258341857733,0,0.210269417382393,0,0,0,0.00822326121918473,0,0,0.245295767431593,0.100662908515792,0.0541902409970501,0,0,0,0,0,0.078042638287344,0.0773481854911363,0,0.00810866057893875,0,0,0,0,0,0,0.0177653532051265,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.145933219257902,0.175147936238119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104525586186979,0,0,0,0,0.258968724072932,0,0.0319346493124208,0,-0.120651910329458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0762080731008212,0,0,0,0.0305731669873684
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.0573165769636257,-0.339845783820284,0,0.216646118566088,0,0,-0.49003786382497,0,0,0,0,0,0.290918418688856,0,0,0,0.337198898057476,0,0,0,0,0.0848337972994734,0,0,0.104875796798163,0.180489486316186,-0.309952025603699,0,0,-0.532874303664344,0,0,0,0,0,0.763307092638517,0.145431991952094,0,0,-0.12238047711019,0,0.340780973490389
