,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.172060329495211,0,0.199221688996121,0,0,0,0,0,0,0,0,0,0,0.0446815628710481,0,0,-0.191362581174247,0,0,0,0,0,-0.292165294253236,0,0.0486857375072463,0,0,0.83908924681556,-0.099840864976282,-0.156477063939002,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.00127750289684267,0,0.21203978659221,0.0166030673749639,0,0,0,0,0.0628711781967742,0,0,0,0,0,0,0.0189531740658785,0,0,0,0.0279017472375037,0,0,0.078908439985269,0.0224639702312629,0,0,0,0,0,0.279069136490736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.131468986358467,0,0,0,0,0,0,0,0,0.180380240495381,0,0,0,0,0,0,0,0.146243551470091,0,0,0,0,0,0,0,0,0,0,0,0.100410478741564,0,0,0,-0.257556172227341,-0.220285507153624,0,0,0.51045882238486,0.173765237409238,0,0,0,0.163711161951288,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.595519731262891,0.244776504368378,0.0843500653050489,0.588473075187009,0,0,0,0,0.350410377120527,0,0,0.0396913728544482,0,0,0,0,0,-0.421535472125576,0,0,0,0,0,0.0977526472625396,0,-0.706476464404425,0,0,0,0,-0.379633101516811,0,0,0,0.312280987670239,0,0,0,0,0.451590598109864,0,0,0,-0.0528598739347891
X5.HK.EQUITY,-0.0778134727238626,-0.0239161447233621,0,0,0,0,0,0,0,0,0,0,0,0,0.464353793599429,0,0,-6.93889390390723e-18,0.449901149380357,0,0,0,0,0.0662340083014665,0.0122419953408738,0,0,0,-0.13045802852625,0,-0.138669006886265,0,0,0,0,0.129661177776395,0,0,0,0,-0.101757623368512,0,0,0.182198939058037,0,0,0,0,-0.130223414493802,0,0
X601988.CH.EQUITY,-0.367765071549902,0,0,-0.0047559030659929,0.337045335082914,0,0,0,0,0,0,-0.0529235202374877,0,0,0,0,0,0.16763182194904,0,0,0.792773682112454,0,0,0,0,0,0,0,0,-0.545280726716976,0,0,0,0,0,0,0,0,0,-0.000837265027696094,0.0424712831078277,0,0.147353872064435,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,-0.15953720794395,0.543154732918417,-0.0346510452149069,0,0,0,0,-0.0303767420285378,-0.00534756554284797,0.348054832316704,0,0.357872212679287,0,0,0,0,1.73472347597681e-18,0,0,0,-0.131126120479419,-0.174725340521819,0,0,0.232032043564104,0,0,0.0750272170630084,0,0,0.110243474614888,0,0,-0.277553612130852,0,0,0,0,0,0,0,0.215382176037604,0,0.0503232917353502,0,-0.109783481555519,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.110690998240376,0.0113934429742635,0,0,0.133860993231694,0,0,-0.0787980288673701,0,0,0.0291623718855331,0.140029688397728,0,0,0.0599518944122731,0,0,0,0,0,0,0.154568918060263,0,0,8.67361737988404e-19,0,0,0.143360818375686,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.023045629467577,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.0249145852217789,0,0,0,0,0,0,0,0.0673476911427605,0,0.35996767639963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0400242344983443,0,0,0,0,0.276546658171176,0.0535953067463512,0.0705258954410993,-0.0380840381322791,0,0,0,0.019389003007219,0,0,0,0,0,0,0,-0.142748029138752
X601328.CH.EQUITY,0,0,0,0,0,0,0.357743512827418,0,0,0,0,0.101190952745203,0,0,0,0,0,0,0,0,0,0,0.0273213484309989,0,0.245336082824651,0.168211171893186,0,0,0,0,0,0,0,0,-0.0729460894770247,0,0,0,0,-0.148838417895909,0,0,0,-0.026975724212973,0.132055311932239,0,0,0,0,0,-0.242290445578421
X601166.CH.EQUITY,0,0,0,0.240519860697383,0,0,0,0,0,0,0,0.288282830079821,0,0,0.0299526649757825,0,0,0,0.013085625462763,0,0,0.169997665464818,0,0,0,0,0,0,0.12330313902814,0,0.0384849962982204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.0352538243733621,0,0,0,0,0,0.504125997066107,0,0,0,0,0,0,-0.0318553481542366,0,0,0,0,0,0,0,0,0,0,0,0.328626504355627,0,0,0.0497947834062402,0,0.0948392227363294,0,0,0,0,0,0,0,0,-0.0274454822780576,0,0,0,-0.366244962509289,0,0,0,0,-0.0600485678424968,0,0
X601601.CH.EQUITY,0,0,0,-0.0991226742234924,0,-0.0747921278558702,0.0411571204942995,0,0.67641945112988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0776166844542117,-0.119618867205696,0,0.193271415525762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038947310291053,0,0,-1.73472347597681e-18,0,0,0,0.0934195312969126
X601319.CH.EQUITY,0,0,0,-0.0972642074073925,0,0,0,0,0,0,0,0,0.264185082414569,0,0,0,0,0,-0.0928885646420581,0,0,0,0,0.0473877500824559,0,0,0,0,0,0,0.0012347010919692,-0.100148724733188,0,0,0,0.375660263059212,0,0,0,0,0,0.206664940133748,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0.278281199053218,0,0,0,0,0,0,0,0.0908685791734404,0,0,0,-0.321560924131296,0,0,0,0.121185582793237,0,0,0,-0.296877562338255,0,0.451632953607826,0,0,0,0.552577442859899,-0.113443219213468,0,0,0,0,0,0,0.163763135387881,0,0,0,-0.0425594426026056,0.170166742615106,0,0,0,0,0,0.215703344686788,0.13265534813866
