,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600999.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X601336.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.107992497264772,0,0.0963046240731225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4400819114784,0,0.448983123030698,0,0.159491378981739,0,0,0,0,-0.145399395101922,0,0,0,0,-0.16209941021665,0,8.67361737988404e-19,0,-0.754557951642883,0,0,0,0,0.07616849521191,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.401468732087044,0,0,0,0,0.084772412595597,0,0,0,0,-0.104556934920741,0.161549275180549,0,-0.0281156843950434,0,0,0,0,0,0,0,0,0.0862307835016948,0,0,-0.155785900503598,0,0,0,0,0,0,0,0,0,0,0,0.0976441785042597,0,0,0,0.00676102643821669,0.330566448758156,0,0,0.0601914941235351,0,-0.029844318574558,0.129494059941551
X601318.CH.EQUITY,0,0,0,0,0.0200257012043164,0.347080873226365,0,0,0,0,0,0,0,0,0.0112636050093919,0,0,0,0,0,0.118915110087503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356401911270757,0.0429500169043656,0,0,0,0.0340890958087244,0,0,0,0
X601288.CH.EQUITY,0,0.70581758968443,0,0,0.0459694971993791,0,0,0,0,0,0,0.0186044557112527,0.138629468691064,0,0,0,0,0,0,0,0,0.0630299293756426,0,0,0,0,0,0.0188766062561268,0,0,0,-0.0382657837364195,0,0,0,0,0,0,0,0,0,0.0493423209910802,0,0,-0.032035612562601,0,0,0,-0.0463684333303336,0,0,-0.0561231054524157
X601988.CH.EQUITY,0,0,0,0.434423259746072,0,0,0,0,0,0.212938600381359,0,0,0,0.0644955614839526,0,0.305117464072297,0,0,0,0.167705645273739,0,0,0,0,-0.0320329191831952,0,0,0,0,0,0,0,0,0,0,0,-0.488778096641379,0,0,0,0,0,0,0,0.21016656763377,0,0,0,0,0,0,0.426608235075607
X600036.CH.EQUITY,0,0.0649900200431993,0,0.0455412659297714,0,0,0.0150346502285563,0.0618932569109185,0,0,0,0,0,0,0,0,0,0,0,0.0402616811484463,0.188498826808925,0,0.0312956765384672,0,0,0,0,0,0,0,0,0.105960707595387,0,0,0,0,0,0,0,0,0,0,0,0.159129269151967,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.118036986924172,0,0,0,0,0,0.225704219674843,0,0,0,0,0,0,0.0391825769055773,0,0,0,0.0561931390054644,0.0408244206546686,0,0,0,0,0.0444966007916332,0,0,0,6.93889390390723e-18,0,0.131386470351872,0,0.101723600442758,0.241464163087927,0,0,0.0545198897554937,0,0.0448960525697136,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.356678457655999,0.0144581987804997,0,0,0,-0.0748580178298435,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141477192518053,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.180054104345179,0,0.111357756886163,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144701311851031,-0.136843633016434,0,-0.00287144557376811,-3.46944695195361e-18,0,-0.331389558168533,0,0.714951036640344,0.0789011609996703,0.474016834647122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105971393943406,0,0,0,0.212411922352382,0.119894135814251,0,0,0
X601658.CH.Equity,0,0,0,0.220032115602274,0.00118083370437314,0,0,0,0,0,-0.030507890321663,0,0,0,0,0,0,0,0.272178998323013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090961633083448,0,0.239991045018785,0,0,0,0,0,-0.0406830310946671,0,0,0.108521001487977,0,0,0,0
