,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.53199421812774,0.0542589435410989,0.0478747707310173,0.0366551914367194,0.0781975894374487,0,0,0,0,0,0,0.0372146292725263,0,0,0,0.000974476348518848,0.0719252671556706,0,0,0,0,0,0.0649089561963727,0,0,0,0,0,0,0,0,0,0,0,0,0.00168287287408128,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0,0.0836612871915759,0,0,0.0600035450242928,0,0,0,0,0,0,0,0.229952850821648,0,0,0,0,0,0,0.0930813286257414,0,0.030632861821287,0,0,0,0,0,0,0,0,0,0.156517322861871,0,0,0.281909577842062,0,0,0,0.0125716770105174,0,0.0149652630242335,0,0,0,0,0
X601939.CH.EQUITY,0.466735603109299,0,0,0.183155754800247,0,0.111295899236684,0,0,0,0.0167542328002467,0.13433140185001,0,0,0,0,0,0,0,0,0,0,0,0.00112662368655159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00505037039635982,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.430417241221407,0,0.0773831448628944,0,0,0.0133132263754311,0,-0.0209888521783862,0,0.0778813356561466,0,0,0,0,0,0,0,0.20148812795911,0,0,0.151373619799754,0,0,0,0,0.0324174110386982,0,0,0.0896177171435631,0.067832270984201,0,0,0,0,0,0,0,0,-0.0876728346933805,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.314943086928978,0,0,-0.129744125599729,0,0,0,0,0,0,2.77555756156289e-17,0.729471187028421,-0.14212858249415,-0.0597293283333584,0,0,0,0.213099921289541,-0.0496995277974934,0,0.235756138179433,0,0,0,0,0,0,0,0,-0.0183308653093738,0,0.0589164539743546,0,0,0,0,0,0,0,0,-0.629454332348921,0,0,0,0.126294413387271,1.38777878078145e-17
X601988.CH.EQUITY,0.0934733883102107,0,0.167499406513202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058090810975875,0,0,0,0.343229442893464,0,0.0785353819659192,0,0,0,0,0,0,0,0,0,0,0,0.0148093626755836,0,0,0,0,0,0.219421003253586,0,0,0,0,0,0,0,0.0510762248264593,0
X600036.CH.EQUITY,0.0288115713072523,0.118132670471373,0,0,0,0,0,0,0.0518508498059535,0,0.117076291728956,0,0.213216398027175,0,0,0,-0.0516916433295886,0,0.0683592290870333,0,0,0,0,0,0.334207566168366,0,0,0,0,0.114881433072187,0,0,0,0,-0.0459920456479238,0,0,0,0,0,0,0,0,0.0133015082103815,0,0,0,0,-0.0439004122430591,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0353998691265358,0,0,-0.0547470874192203,0,0,0,0.129128792872215,0,0,0,0,-0.0322927041215965,0,0,0,0.256355543154174,0,6.93889390390723e-18,0.0851042665515672,0,0,0,0,0,0,0.00923213865896016,0,0,0,0,0,0,0,0,0,0,-0.0298426720269321,0,0,0,0.284414487660672,0,0,0.126896767019743
X601628.CH.EQUITY,0,0.0306764486650241,0,0,0,0,0,0,0,0,0.0546411381977903,0,0.08741483201255,0,0,0.0115610146093691,0,0,0,0,0,0,0,0,0.0454539421855701,0,0.106782051020122,0,0,0,0,0.237598099515271,0,0,0,0,0,0,0,0,0.0802881488954827,0.195097971896475,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.0679037420919078,0,0,0,0,0.0898698766058511,0.00892606641856093,0,0,0,0,0.0928916425156018,0,0,0.0124125675306847,0,0,0,0,0.167116398182368,0.0251773827445444,0,0,0,0,0,0,0,0,0.0688407505492073,0,0,0,0,0,0.000488076307017748,0,0,0.190279304337341,0.238190383548017,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.0965861855999161,0.0836075141519927,0,0,0.188307508845642,0.10627126802003,0,0,0,0,0,0,0,0,0.0133444408875529,0,0,0,0,0,0.0520165338013098,0,0,0.19015581681288,0,0,0,-0.0134469980277779,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.123611096066915,0,0,0,0,0.0408230832158055,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,-0.402953577647469,0,0,0,0,0,0,0.111566160375625,0,0.0820677963070075,0,0,0,0,0,0,0.0331160469439155,0,0,0.205363564888917,-0.161458656215217,0.0568500410274104,0.0948406170359164,0,0,0.631198793257427,0.204871196626377,0,0,0,0.227065461157079,0,0,0,0,0,0,0,0,0,0,0,0,0
