,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.221223851949412,0,0.123178504181753,0,0,0,0,0.246219264573002,0.0648351487266592,0,0.136479251750645,0,0,0,0,0,0,0.128412309838559,0,0,-0.0575194518180279,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0.0345443907203436,0,0,0,0,0,0,0,0,0,0.0344492365638961,0,0,0,0,0.00736885147108427,0
X601939.CH.EQUITY,0.497283188281811,0,0,0,0,0,-0.0559564004038053,0,0,0.0325230492907132,0.211211165222035,0,0.200080836775498,0,0,0,0,0,0,0,0,0,0,0,0,-0.00901668639635641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.232647405651886,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200102035304846,0,0,0,0,0,0,0.152796658336926,0,0,0.0792160764881962,0,0.173848699257707,0.183460216666824,0,0,0,0,0
X601288.CH.EQUITY,0.347252899144234,0.0458408590022965,0,0,0.401571952240807,0,0,-0.0313982077295371,0,0,0.0626097147027125,0,0,0,0.114198467497318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210758015134903,0,0,0,0,0,0,0,0,0.0134095826726515,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0874956126393416,0,0.29020544898383,0,0,0,0,0,0,0.24943584384237,0,0,0.10028777831451,0,0,0,0,0.143592301940272,0,0,0,0,0,0,0.0676860379063666,0,-0.00853303588353537,0,0,0.0215055329915943,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0.0447203736719183,0,0,0,0,0,0.0530246892940608,0,0,-0.00319811486253382,0
X600036.CH.EQUITY,0,0,0.0399671938427217,0,0,0,0.0229149245348951,0,0,0,0,0.427319681222172,0,0,0,0,0,0,0,0,0,0.0211588536413617,0,0,0,0.11063312531281,0,0,0,0,0,0,0,0,0,0,0,0.0575357317381412,0,0,0,0.0487353599630078,0,0,0,0,0,0,0,0.251690334996655,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0915250121462456,0,0,0,0,0,0,0,0,0,0,0,0,0.0107001317867454,0,0,0.0968631296598654,0,0,0,0,0.043059148745532,0,0.175153746455191,0,0,0.106030020762965,0,0.214552521625744,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148065696619546,0,0,0,0
X5.HK.EQUITY,0,-0.299777918001711,0,-0.0634688628180776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31237266006229,0,-0.856676383593892,0,0.0916010994440087,-0.017549917441495,0.366044641384306,0,0,0,0,0,0,0,0,0,0,0,0.423341959049633,0,0,0,0,0,0,0,0,0,0,0.131257056059724,-0.067201298900728
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.194353465405693,0,0,0,0,0,0,0,0,0.219509292223751,0,0.0879958516765725,0,0.146279809364646,0,0,0,0.0564349308114491,0,0,0,0,0,0,0.0277767521954199,0,0,0,0,0.0562393016961787,0,0,0,0,0,0,0,0,0,0.0612115260521278,0
X601658.CH.Equity,0,0,-0.159615549041206,0.289038496633294,0,0,0,0.0996864449704835,0.0139630037205465,0,0,0,0,0,-0.198854166744172,0,0,0,0,0,0,0,0,0,0,0,0,0,0.679783267219161,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,-0.0684374441574674,0,0,0,0,0,0.665726242622691,0,0,0,-0.112584861380533,0.00110510825712931,0
