,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.0648976750334234,0.135977331528471,0,0.0126259073125545,0.0101581479876029,0,0,0,0,0,0,0,0,0,0.0638898332225802,0.158293798625071,0,0,0,0,0.104543371742623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0735541878699235,0.0488372541109437,0,0.0151985098848174,0,0,0.0373197939746571,0,0
X601318.CH.EQUITY,0,0,0,0,0.0841224000922398,0,0,0,0.133997077323952,8.67361737988404e-19,0,0,0.0809586136269023,0,0.0750492212282859,0,0,0.0549427896992447,0,0.210101917287062,0,0.125828785073032,0,0,0,0,0,0,0,0,0.153738934412775,0,0,0,0,0,0,0.0615442613841678,0,0,0,0,0,0,0,0,0,0,0,0.0695611034259092,0
X601939.CH.EQUITY,0,0,0,0.076480688795769,0,0,0,0,0,0,0.109034860651854,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.640820126354124,0,0.150097358745043,0,0,0,0.082144935221287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.141716859314314,0,0,0.0761291844972994,0,0.396832173208507,0,0,0,1.73472347597681e-18,0,0,0.0642392561862802,0,0,0,0,0,0,0,0,0,0,0,0,0.152938685716831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255756398973528,0,0,-0.0733626155126302
X600036.CH.EQUITY,0.0346752731278503,0.0419557075589357,0,0,0,0,0.257082377714139,0.0462401214587571,0,0,0,0,0.220220424619464,0,0,0.148319315763552,0,0,0,0,0,0,0.181707088297235,0.232995208040149,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112184426875141,0,0.0225481325165395,0.0423405006814297,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106759752456351,-0.0140923537798097,0,0,0,0,0.209309037626944,0,-0.0957689504279548,0,0,0,0,0,0.0141560763372612,-0.0191761857715048,6.93889390390723e-18,0,0,0.707950821358454,-0.0286623877869711,0,0,0,0,0,0,0.105567343580453,0,0,-0.0756709353567867,0,0.179961142552561,0,0,-0.0430002299910937
X1299.HK.EQUITY,0,0,-0.0956175185976465,0,0.11405435874798,0,0,0,0,0,0,0.192406807114644,0,0,0,0,0,0,0,0,0.138988471850612,0,0,0,0,0,0.164642766655258,0,0,0,0,0,0.0493198302143424,0,0,0,0,0,0,0.0330111634462688,0.132638383692579,0,0.0862453604277807,0,0.0489733098388116,0.118236532879365,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.663381105904024,0.158409634100769,0,0,0,0,0,-0.00367130551697185,0,0,0,0,0,0,0,0,0,0.0842408932185587,0,0,0.237435417982362,0,0,0.00778698742734992,0,-0.023930473267141,0,0.10047545221023,0,0.132658290754637,-0.0107826213491924,0,0,0,0,0,0,0,0,-0.0188501665678631,0,-0.0324912320203541,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.00957220825358264,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131023220992829,0,0,0,0,0,0.0858115291869682,0.180465028253532,0,0.0160054358273323,0,0,0,0,0,0,0,0,0,0,0.342805693307389,0,0,0,0,0,0.152738764018151,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0850493523288285,0,0.041912965130257,0.0376626495423897,0,0,0,0,0.0348508785658291,0,0.123162463515734,0,0,0.0439808547661126,0,0,0,0,0,0,0,0.158186367890879,0,0,0,0.391088837465016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
