,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.0024312322331757,0,0.223286231001053,0,0,0.11057372172407,0,0.243617560697502,0,0,0,0,0,0.127861393426036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10390070920724,0,0,0,0,0,0,0,0,0,0,0,0,0.0479544501165206,0,0,0.0771563993228577,0
X601318.CH.EQUITY,0.14488887758028,0,0,0,0,0,0,0,0.312096828196625,0,0,0,0,0,0,0,0.338207775354162,0,0.0232245832261007,0,0,0.0171991544391817,0,0,0,0.10597714718413,0,0.0222151895951745,0,0,-0.12334370665208,0,0,0.112874505370425,0.0811417009237243,0,0,0,0,-0.0286734365506738,0.0262884659358548,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.285141245257136,0,0.0754668500902814,0,0,0,0,0,0,0,0.423871208404404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056226306291922,0,0,0,0.073502776704976,0,0,0.00953489966977109,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.333413782871984,0,0.0166551271226548,0,0,0.502890502311178,0,0,0,0,0.0138572060806733,0,0,0,0.0434310066056713,0,0,0,0,0,0,-0.0200748361696375,8.67361737988404e-19,0,0,0,0,-0.0139630684073525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104119743835486,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0953740639430563,0,0,0,0,0,0.0129827494970382,0,0,0,0.402046507271616,0,0,0,0,0.0678904634712873,0.158749286888078,0,0,0.35378831405631,0,0,0,0,0,0,0,0.0171925962962284,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.398477437842938,0,0.00837755339150112,-8.67361737988404e-19,0,0,0,0,0,0,0.0633184175832243,0,0,0,0,0,0,0,0.0391235134069287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152090941749625,0.0102813232378241,0,0,0,0,0,0,0,0,0,0,0.291905949465487,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.218074145625283,0,0,0.294025290420196,-1.38777878078145e-17,0.0334447472977044,0,0,0,0.106034170046719,0,0,0,0,0,0,0,0,0,0,0,0,0.0967650596990303,0,0.110103840218048,0.0699278559170812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024010977169554,0.105976011295891,0,-0.0178360753903131
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0601930070171067,0,0,0,0.470734255961335,0,0,0,0.124968670754773,0.106207969848164,0,0,0,0,0,0,0,0,0.268541987714748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.265984877246979,0.0413144925196225,0,0,0,0,0,0,0,0,0,0,0,0.0498986056935187,0,0,0,0,0,0.0927136489050136,0,0,0,0,0,0,0,0,0.0802817383544837,0.272937929842222,0,0,0,0,0.0554059124387297,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.00429060999249255,0,0,0,0,0,0.222691678255682,0,0,-0.134622194063765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227785789657097,-0.182150357273695,0,0,0,0,-0.080471114253847,0,0,0,0,0.73933498543038,0,0,0,0,0.618495074791511,-0.276953181876526,0,-0.4791412945622,0
