,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,-6.93889390390723e-18,0.0572621166420982,0,0.139726394146964,0.178330988186972,0,0.351062639320769,0,1.38777878078145e-17,0,0.000610471398076967,0,0.133059528205706,0,0,0,0,0,0,0,0,0,0.0119525519236587,0,0,0,0,0,0.104113891295546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.149720044927387,0,0,0,0,0.0429738471129237,0,0,0.215295101690951,0,0,0,0,0,0.0534108702105941,0.100621611377251,0,0.0708517704229423,0.167909285194037,0,0,0,0,0,0,0,0,0,0,-0.102188709838803,0.102413573881728,0,0,0,0,0,0.136335047858259,0,0.0631743621923683,0,0,0,0,0,0,0,0,0,0.0258600329290153,0,0
X601939.CH.EQUITY,0.255390717519501,0,0,0,0,0,0,0,0,0,0,0,0,0.415748277042223,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201772455144125,0.102965684756989,0,0,0,0.0188606697906725,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.343958631186069,0,0.026532876647984,0,0,0.487905780472645,0,0,0,0,0,0.00729080883012265,0,0,0.0356523569994203,0,0,0.00910103753453403,-0.0255789635271677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100412282359337,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.111001134795722,0,0,0,0,0.122006804356115,0,0,0,0,0,0,0,0,0.0923931094250439,0.747666974156293,6.93889390390723e-18,0,0,0.190481655743506,0,0,0,0,0,0,0.106341708554834,0,0,0.0242523861477922,0,0,0,0,0,-0.0466214117478053,0,-0.0595366569624739,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0592033719375767,0,0,0,0,0,0,0,0,0.107916541583218,0,0,0,0,0.219828809236889,0,0.0740011008706616,0,0,0,0,0,0.220225257038768,0,0,0,0,0,0,0,0.103773519631017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136884232531509,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.117636210041392,0,0,0,0.267543576601326,0,0,0,0.166832843304878,0,0,0,0,0,0,0,0,0,0,0.0482798063058699,0,0,0,0.161331933983337,0,0.150334972627419,0,0,0,0,0.0358544196269164,0,0,0,0,0,0,0,0,0,0.0241657513831931,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.119852060822639,0,0,0.141536834288763,-8.67361737988404e-19,0,0.278533584941296,0,0,0,0.0933460537719939,0,0,0,0,0,0,0.00848037042879897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.399131910320248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109545229180076,0,0,-2.77555756156289e-17,0.116284618113533,0,0,0,0.140628943744302,-0.0362346391475232,0,0,0,0.0130138030191042,0.258808099909977,0,0,0,0,0.116153107106721,0,-0.0463643248364948,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.170768053567705,0,0,0,0,0,0.219855667563461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0983383762370835,0,0,-0.148019370832389,0,0,0,0,0,-1.73472347597681e-18,0,0,0.783509758658946,0,0,0,0,0,0.37773783842174,-0.274242335546632,0,0
