,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.123303843947188,0,0,0,-0.187595443573472,0.251895821923108,0,0,0.092328781535252,0,0,0,0.273963228937243,0,0,-0.126315643614717,0,0,0,0,-0.136101548188204,0,-0.194816483796804,0,0,0,-0.223820931002839,0,0,0.823797821787282,0,-0.0511034103178774,-0.0807693912136686,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0501972751561188,0,0.157396556644288,-4.33680868994202e-19,0,0,0,0.12065150236583,0,0,0,0,0.0966223361598047,0,0,0.140140491073551,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0597746125715155,0,0.00629008371325914,0.0976039945728225,0,0.241986284690604,0,0,0,0,0,0,0.0204107887700646,0,0,0,0,-0.0310447569988423,0
X601939.CH.EQUITY,0.179039985001661,0,0,0,0,0.07743970292345,0,0,0,0.246465321278709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.154018172403585,0,0,0,0,0,-0.0191249749109867,-0.154282130516383,-0.215866303202078,0,0,0.0886233529609963,0,0,0,0.516611989756735,0,0,0,0,0.181603288877853,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.355238279703694,0,1.73472347597681e-18,0.504207099785666,0,0,0,0.523879259588008,-0.398926839225054,0.23722872478315,0,0,-0.26229071598293,0,0,0,0,0,0,0,0,0,0,0,0,-0.421702728730154,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368844694205443,0,0,-0.119367138630795
X5.HK.EQUITY,0,0,0,0,0,0.147230717897505,0,0.21316457147068,0,0,0.0227000154805463,0,-0.0132996627121757,0,0.103036258318464,0.0569663770944333,0,0.0104303361288384,0.0432994066237442,0,0.0524816364549019,0,0,0,0,0,0,0,0,-0.0278811647138926,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117555679395549,0,0,0,0.213003467042786,0,0
X601988.CH.EQUITY,-0.0113937285849357,0,0,0,0.530941406064557,0,0,0,0,0,0,0,0,0,0.109249966564701,0,0,0,0,-0.123805513352771,0,-0.120731675296443,0,0,0.215056725152497,0,0,0,0,-0.354398206761991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109739046180469,0,0,0.032590671330708,0
X600036.CH.EQUITY,0,0.258276033093665,0,0,0,0,0,-0.0551692493603897,0,0.581950245111266,0,0,0,0,0,0.0257956698238636,0,0,0,0.243735089172547,0,0,0,0,0,0,0,0.0840536251755295,0,0,0,0,0,-0.227002887636047,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.215488124139833,0,0,0,0,0,0,0,0,0,0,0,0,0.0409525103417034,0.0624781110219312,0,0,0,0,0,0,0.257447880331173,0,0,0,0.0693510885668291,0.070656271187915,0,0,0.0866970148243836,0,0,0,0,0,0,0,0,-0.117103751725218,-0.082871328758067,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.161819764373525,0.0236530125990297,0.0556087230208642,0,0,0,0,0,0,0,0,0,0.164812586494233,0,-0.0873155909238942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0567865606533471,0,0,0.25175061850852,0.197905286948694,0,0.034945010499967,0,0,0,0.233213192285471,0.134321495049818,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.237206231993886,0.0370772726246041,0,0,0.619268742882714,0,0,0,0,0,0,0,0,-0.0616216846724987,0,0,0,0.249473605515744,0,0,0,0,0,0.301710341330484,0,0,0,0,0,0,0,0,0,0,-0.0495356051848649,0,0,0,0,0,0,4.33680868994202e-19,0,-0.505890395506631,0,0,-0.0602955810272867,0
X601166.CH.EQUITY,0.0502891713181782,0,0,0.233180377392053,0,0,0,0,0.133488966032281,0,0,0.243447822158074,-0.0552087807534616,0,0,0,0,0,4.33680868994202e-19,0,0,0.165003347326169,0,0,0,0,0,0,0,0,0,0.226156235342568,0,0,0,0,0,0,0,-0.15695420241903,0,0,0,0,0,0,0,0,0,0.0544293597148333
X600000.CH.EQUITY,0,0,0.231035381750797,0,0,0,0.325655834252611,0,0,0,0.430368597977581,0,-0.00184818283725517,0,0,0,0,-0.00816115845598978,0,0,0.0162131486852616,0,0.0152844884930047,0,0,0,0,0,0,-0.0406696197061737,0,0,0,0,0,0,0,-0.18461518371865,0,-0.0440893896833192,0,0,-0.0537642353417617,0,0,0,0,0,0.347335859021121,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0584272561774259,0,0,0,0.398368902084793,0,0,0,0,-0.0802056451784773,0,0.130352569264331,0,0,0,0,-0.0902556596136214,0,0,0,0,0,0,0,0,0.378879400744084,0,0,0,0,0,0,0,0,0,0.101173587624777,0,0,-0.121880231549604,0.00374308324045704,0
X601601.CH.EQUITY,0,0.0726695342621453,0,0,-0.0451039198548324,0,0,0,0.606617191352451,0,0,0,0.0243630515363519,0,0,0,0,0,0,-0.0373147427687813,0.0552461803222121,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276171332885615,0,0
X000002.CH.EQUITY,0,0,0,0,0,-0.0418825138906005,0,0,0,0,0,0.0728106702267706,0,0.197797965296833,0,0,0.0662413015132273,-0.0813833685180424,0,-0.140092050801262,0,0,0,0,0.113681579250185,0,0.268735952718224,0,0,0,0,0.21728992390092,0,0.481642647403872,0,0,0,0,0,0,0,0,0.209863187645778,0,0,0,0.0414650834640802,0,-0.0847386914059045,0
X11.HK.EQUITY,0,0,0.0192642760203655,0,0.200967776289555,0.0169927654474713,0,0,0,0,0,0,0,0,0,0,0,0,0.363008927678457,0,0,0,0,0,0.0825995226394535,0,0,0,0,0.406844656744861,0,1.73472347597681e-18,0,0,0,0,0.188278775977262,0,0,0,0,0,0,0.018207959864669,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0.0531369148883203,0,0,0,0.0213272517687162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.210579720122051,0.275342662090112,0,0,0.0257145334123962,0,0.1357080484791,0.325575201964867,0,0,-0.056418240055067,0,0,0,0.563048508249987,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0.0348407011688438,0,0,0,0,0,0,0,0,0,0,0,0,0,0.594786478313422,0.0145768397351646,1.73472347597681e-18,0.0376547455564973,0,0,0,0,0,0,0.0577708133911938,0.0970956020152022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122680497840208,0
X2388.HK.EQUITY,0,0.377884069977297,0,-0.048801512990359,0.0574793520013226,-0.264460829101197,0,0,0,0,0,0,0,0,0,0,0,0.573038697445235,0,0,0,0.246515709797394,0,0,0,0,0,0,0,-0.294746685495311,0,0.245141017961652,0,-0.26641540095622,0,0,0,0,6.93889390390723e-18,0,0,0,-0.0197494220422502,0,0,0,0,0,0,0
X267.HK.EQUITY,0.0767142306229736,0,0,0,0,0,0.00745463880974951,0,-0.0193672568255989,0.0580932996028539,0,0,0,0,0,0.0314530953685001,0.0815889564889763,0,0,0,0,0.145682646410638,0,0.337778630029433,-0.2206427417034,0,0,0,0.0810795181835582,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.0412710150313152,-0.304339216701652,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0.00032101182770568,0,0,0,0,0,0,0,0,0.0239780787512961,0.257280396935941,0,0,0,0.303245573345931,0.0245726999223654,0,0,0,0.00637082566635513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185743065488261,0,0.128215586158262,0,0.065769331095077,0,0,0,0
