,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.172066512458972,0,0.199233673787201,0,0,0,0,0,0,0,0,0,0,0.0447003625005616,0,0,-0.191357890049342,0,0,0,0,0,-0.292167440020182,0,0.0486809909948464,0,0,0.839086044346733,-0.09984462531562,-0.156476388029134,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.00127750289684267,0,0.21203978659221,0.0166030673749638,0,0,0,0,0.0628711781967745,0,0,0,0,0,0,0.018953174065878,0,0,0,0.027901747237504,0,0,0.0789084399852691,0.0224639702312631,0,0,0,0,0,0.279069136490737,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.129615391728995,0,0,0,0,0,0,0,0,0.159437829716178,0,0,0,0,0,0,0,0.152497658831158,0,0,0,2.16840434497101e-19,0,0.00813717577810345,0,0,0,0,0,0.0951803294652712,0,0,0,-0.285433505628393,-0.247012920316229,0,0,0.52343644190065,0.189013459338729,0,0,0,0.191369610850271,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.522200785410216,0.146313798247872,0.0308064840805517,0.604098103686703,0,0,0,0,0.473898071387656,-0.0729650545671812,0,0,0,0,0,0,0,-0.408077288020753,0,0,0,0,0,0,0,-0.658950846149444,0,0,0,0,-0.199878560135713,0,0,0,0.330342697548282,0,0,0,0,0.31470266955456,0,0,-0.223229419023149
X5.HK.EQUITY,-0.0778137786146925,-0.0239154329465367,0,0,0,0,0,0,0,0,0,0,0,0,0.464353800914673,0,0,0,0.449900753705374,0,0,0,0,0.0662344658328779,0.0122429709873742,0,0,0,-0.130458714797157,0,-0.138668976833387,0,0,0,0,0.129660965277879,0,0,0,0,-0.101756859915641,0,0,0.182199813422294,0,0,0,0,-0.130224278833812,0
X601988.CH.EQUITY,-0.367768161867267,0,0,-0.00475756346341171,0.337059340513447,0,0,0,0,0,0,-0.0529238472623256,0,0,0,0,0,0.167614855416752,0,0,0.792771308768636,0,0,0,0,0,0,0,0,-0.545273691744403,0,0,0,0,0,0,0,0,0,-0.000839296633448893,0.042473978542875,0,0.147350264410831,0,0,0,0,0,0,0
X600036.CH.EQUITY,-0.151462920892662,0.552485660552648,-0.0367503545579442,0,0,0,0,-0.0044564404202488,-0.00731322347730551,0.339838159092128,0,0.377027369582989,0,0,0,0,1.73472347597681e-18,0,0,0,-0.145253813312813,-0.173490736668626,0,0,0.221167080812193,0,0,0.0749866626414578,0,0,0.105986204107449,0,0,-0.279593844264565,0,0,0,0,0,0,0,0.21585485150798,0,0.047467833028281,0,-0.135970748248923,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.110740401796295,0.011394674582998,0,0,0.133853334365034,0,0,-0.0787876131536532,0,0,0.0291451731821235,0.140023804788078,0,0,0.0599209079795954,0,0,0,0,0,0,0.154565344160075,0,0,0,0,0,0.14337972072696,0,0,0,0,0,0,0,0,0,0,0.0230178749273525,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.143776337936944,0.0651467661654683,0.121605672681524,0,0,0,0,0,0,0,0,0.364252076732168,0,0,0,0,0,-0.00589605309999278,0,0.020948394076444,0.0901020486032953,0,0,0,0,0,0,0,0.0311093321303291,-0.0482164950168523,0,0,0,0,0.122344245296388,0.197193323608293,0,0,0,0,0,0.0728611494607203,0.0574521670433774,0,-0.232312120249123,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.567962149871369,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,1.35525271560688e-20,0,0,0,0,0,0,0.189448919169329,0.127158595002241,0.0116676508999895,0,0,0,0,0,0,0,0,0,0,0,-0.0325587592297625,-0.0708009529558105,0,0,0,0,0,0.0408545639958241,0,0,0,0
