,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X688.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,macro_return_add
X601398.CH.EQUITY,0,0,0.168762468599221,0.27759222019243,0,0.0128083654387689,0.0522967519647743,0,0,0,0,0,0,0,0,0,0,0,0.37266002613602,0,0,0,-0.0155237973280346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0527351513859691,0,0.0619909039312592,0,0,0.0580806580756717,0.0688431815720158,0,0.082070251391006,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.163281331489345,0,1.0842021724855e-19,0,0,0.0445281389619165,0,0,0,0.0114044839039744,0.153210930981284,0,0.114137775720657,0,0,0.0259074381440322,0,-1.0842021724855e-19,0,0.116968498700166,0,0,0.0618625624831749,0,0,0,0,0.138650604311404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.032865160527901,0,0,0.42846362676541,0,0,0,0,0,0,0.169243880659212,0,0,0,0,0,0,0,0,0.0154927918021982,-0.178598108839686,-3.46944695195361e-18,0,0,0.255861472756199,0.332479649396876,-0.08594053830427,0.0302305266141671,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0676403029832831,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.240800907217821,0,0.0101715407790802,0,0,0.0267604720757732,-0.06642400455386,0.336056596130897,0,0,0.0194666127283527,0,0,0,0,0.12208915600482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191285683852925,0,0,0,0,-0.0724312964069215
X600036.CH.EQUITY,0,0.1907576089298,0,0,0,0.0475229825062593,0,0.106689661476021,0,0,0,0,0,0.202963396130338,0,0,0,0,0,0,0,0.0428605730709031,0,0,0,0,1.0842021724855e-19,0,0.303987320841778,0.0878795578964027,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0795337667119296,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,-0.0138028377434261,0.127356632984111,0,0,0,0,0,0.140078323993153,0,0,-0.0320562058411963,0,-0.103872127734471,0,0,0,0.213464842028157,0,0.0594677422192861,0,0,0.548479348654866,0,0,-0.031942053124007,0.0848556070599961,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.189428061862919,0,0,0,0,0,0,0.146059202887778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581229759417531,0,0,0.0151323762500881,0,0,0,0,0,0,0,0,0.0224909799694669,0,0.207228004509453,0.250042733871755,0.0819955012453419,0.194012950598786,0.101749932549814,0,0,0,0,0,0.0753997424450233
X601988.CH.EQUITY,0.0327654586176072,0.0197134750101336,0.0496147838733609,0.176922992632296,0.364495969463484,0,0,0,0,0,0,0,0,0,0,0.197883990703828,0,0,-1.38777878078145e-17,0,0,-0.0087402801528032,0,0,0,0,0,0.076887633509175,0,0.0187817571153911,0,0,-0.11828682302192,0,0,0.295664190756421,0,0,-0.0757816306576754,0,0,0,0,0,0,0,0,0,0,0,0.0457185444856248
X5.HK.EQUITY,0,0.0254138887491783,0,0,0,0,0,0.00030490090813148,0,0.0130786345638205,0,0,0,0.0824485498113104,0.036285854718474,0,0,0,0,0,0,0,0.0990301634350618,0,0,0,-1.0842021724855e-19,-0.0298494009479208,0,0,0,0,0,0,0,0,0,0,0.4915702732493,0,0,0.230765722074249,0,0.163627103336635,0,0,0,0,0,0,0.00377165582163178
X388.HK.EQUITY,0,0,-0.217490561240114,0,0,0,0.189587877240366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403613087314506,0,0,0,0,0,0,0,0,0.0701501290345124,0,0,0,0,0,0,0.174030567054976,0,0.0767472225983857,0,0,0.132617204842429,0,0,0,0,0,-0.0553969302670299
