,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.123050193470359,0,0.0512684491130363,0,0,0,-0.0771390798094374,0,0,0,0.496258103718685,0,0,0,-0.0751756191590637,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0570097685297558,0,0,0,0,0,0,0,0,0.0905529723052135,0,0,0,0,0.222875033125389,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.132559394196043,0,0,0.125691998003682,0,0.0901353916578434,0,0.0570545046007138,-0.110114914403577,0.102213513983089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0960964888726192,0,0,0,-0.204880250296071,0.169219545198023,0,0.137481731940965,0.12161564919861,0,0,0,0,0,0.280053200126532,0
X601939.CH.EQUITY,0.320228495891669,-0.00991567822909179,0,0.205356191116284,0,0.190059673448875,0,0,0,0,0,0,0,0,0.157937540924081,0.0415034891096625,0,0,0,0,0,0,0,0,0.0504330840978831,-0.101613115680733,0,0,0,0,0,-0.0376804271620137,0,0,0,0,0,-0.0779658534614722,0,0.322141211466189,0,0,0,0.00733752395613082,0,0,0,0,0,0.0272326505145651,0
X601288.CH.EQUITY,0.424995401203856,0,0.141046053593534,0,0,0.186199691641787,0,0,0.0410836912187566,0,0,0,0,0,0,-0.0883329999622945,0.0469713699082885,0,0,0,0,0,-0.0320560631801753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164763777285738,0,0,0,0,0,0,0,0,0.204674789924233,0,0
X5.HK.EQUITY,0,-0.128678735417899,0.0399245081008135,0.296591668196201,0,0,0,-0.25373640961026,0,0,0,0,0.16433279044372,0,0,0,3.46944695195361e-18,0,0,0,0.535797526388929,0,0,0,0,0.281597500578793,0,-0.0241872763962527,0,0,0,0,0,0.0245927700051719,0,0,0,0,0,0,0,0,0,0,0,0,0.210469767434904,0,-0.0792468569553391,0,0
X601988.CH.EQUITY,0.175853634666636,0,0.251346460780353,0.0600744106391183,0,0,0,0,0.12580855195889,0,0.145244561467094,0,0,-0.157328365050996,0,0,0,0,0,0,0,0,0.0838865283810964,0,0.15123336996427,0,0,0,0,-0.0732929817382925,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.13089453813264,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.11191418762602,-0.0522507046610559,0,0.261109186138921,0,-0.0419563728116964,0.0109502911339243,0,0.345781072056011,0,0.246112662074156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0773539649320591,0,0,0,0.0846522641627334,0,0,0.140501037625654,0,0,0.0387995903381134,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0744655292140441,0,0,0,0.233788980472989,0,0,0,-0.162899720489768,0,0,0,0,0,0.443631901889535,0,0.0829677793223776,0,0,0,0,0.239578576104383,0,0.0562103712938902,-0.114255300843615,0,0,0,0,0,0,0,0,0,0,0.0414426287061139,0,0,0,-0.0197848307914982,0,0,0,0,0
X601628.CH.EQUITY,0.246339557294704,0.249999016264449,0,0,0,0,0,0,0,0.0366324223792225,0,0,0,0,0,0.0165165166197174,0,0.061343989198584,0.0481668742897256,0,-0.0966989743222822,0,0,0,0,0,0,0.0644151254038902,0.0503459476939971,-0.107438111403529,0,0,0,0,0,0,0,-0.218171480332817,0,0,0,0.0816351816741471,0.156310932332305,0,-0.0636594267469792,0,0.0467558006848813,0,0,-0.0289084989861623,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0437670376358095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
