,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.525948994247767,0,0,0,0,-0.0254391836840956,0,0.0419836427469758,0.177552875482929,0,0.18761552504637,0,-0.0234933675570898,-0.0164884078218526,0.0474601981007132,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069732697539092,0,0,0,0,0,0,0,0,0,0,0.067337233664413,-0.0273343149955051,0.0394386020070882,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0346433515434479,0.0945445840210649,0.277248370637709,0,0,0,0,0,0,0.0579182988992768,0.343648635499048,0.0896270218671563,0,0,0.0649152263144058,0,0,0,0,0.018273906169947,0,0,0,-0.0415729025961222,0,0,0,0.00118415628160615,0,0,0,0,0,0.0623225822696578,0,0,0.00108603778837392,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.145578308407186,0,0,0.509688763354306,0,0.0756790509252704,0,0,0,0,0.0293871792509285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0565178147106374,0,-0.0219477085027419,0,0,0,0.0882524131825113,0,0,0,0,0,0,0,0,0,0,0,0,0.0244892150798676,0,0,-0.0187147765756677
X601288.CH.EQUITY,0,0,0.197933758574485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214554351816923,0,0,0.195387348990812,0,-0.000752346068903097,0,0.00736289120709709,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.215446979236148,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0811603782665793,0,0,0.232750613671908,0,0.169443430972,0,0,0,0.311236033589396,0,0,0,0,0,0.112784726521848,0.00316679722015178,0,-0.221118235301139,0,0,0,0,0.273979518750106,0,0,-0.122178989835424,0,0.0209015705012605,-0.061038562301907,0,0,0.142725122786585,0,0,0,0,0,0,0,0,0,0,0,0.119732185888024,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.247703464590661,0,0,0.0942818245454913,0.0224169645380296,0.22866451476814,0,0,0.0456908390517015,0,0,0,0,0,0.0981466726841727,0,0,0,0,0,0.212400930948041,0.062265097660871,0,0,0,-0.0851236988479513,0,0,0,0,0,0,0,0,-0.0756488066015391,0,0,0,0.202760106495555,0,0,0,-0.0161058255406603,0,0,-0.0578532349778051
X600036.CH.EQUITY,0,0.0654814510212033,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,-0.03822979486656,0,0,0,0,0,0,0.738557453881205,-0.0237546832639579,0,0.0282051858900696,0,0,0.146593483316476,0,0,0,0,0,0,0,0,0,0,0.0979254975878089,0,0.0727461374299262,-0.0350695265275034,0,0,-0.00401504911808981,0,0
X1299.HK.EQUITY,0,0,0,0,0.26202635735628,0,0,0,0,0,0,0,0.0505758036222372,0,0,0,0,0,0.0815087342361111,0,0,0,0,0,0,0,0.0692789424093344,0,0.136967445673214,0,0.0139505372883294,0.291552172936966,0,0,0.100717859191226,0,0,0,0,0,0,-0.0762694929599645,0,-0.0603025073568272,0,0.054286385784627,0,0,0,0
X601628.CH.EQUITY,0,0.156185063513296,0,0.0394612177284657,0,0,0,0,0,0,0,0,0,0,0,0,0.0672580476261659,0,0,0,0,0,0,0,0.146672328199558,0,0,0,0,0,0,0,0,0,0,0,0,0.377294316328517,0,0,0.126307405846673,0.0634492795539157,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.232236512704723,0,0.0704154780109818,0,0,0,3.46944695195361e-18,0,0,0,0,0.340337531565249,0,0,0,0,0,0,0.00746263572250247,0,0,0,0.346937726086229,0,0,0,0,0,0,0,-0.0234180920111443,0,0,0.0571242789564514,0,8.67361737988404e-19,0,0,0,0,-3.46944695195361e-18,0.0481883123470113,0,0,0,-0.0338700106420601,0.10313162564281,0,0,-0.0409709592774428
