,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.172568776961513,0.20038513784619,0,0,0,0,0,0,0,0,0,0,0,0.0444903494303135,0,0,-0.191127306926957,0,0,0,0,0,-0.291047555836951,0,0.0487635712390882,0,0.865870412804606,-0.151663158016072,0,-0.0998535796176635,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.136359266773388,0,0.19244052480045,0.0183888766929531,0,0,0,0.0299077730387743,0,0.0594021342850857,0,0,0.10939417963277,0,0,0.0770825109978697,0,0,0.0623424506174632,0,0,0,0,0,0,0,0,0,0,0,0,0.0515855950309189,0,0.306814576775713,0,0,0,0,0.101832349454653,0,0,0,0,0
X601939.CH.EQUITY,0.149277557716156,0,0,0,0.00399530007674039,0,0,0,0,0.253080829798614,0,0,0,0,0,0,0,0.122909573502763,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0846025837158997,0,0,0,-0.148470515086819,-0.115477887892291,0,0,0.070341845973491,0,0.4272940598404,-4.33680868994202e-19,0,0,0.0756899883845572,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.432930109938928,0.0911813522833151,0.0277165675014658,0.455916555403486,0,0,0,0.36760803034698,0,0,0,0,0,0,0,0,0,-0.278068706794849,0,0,0,0,0,0,0,-0.652961808304288,0,0,0,0,0,0,0,0,0.37538271795306,0,0,0,0,0.183545896951846,0,0,-0.155871695850637
X5.HK.EQUITY,-0.0177378539992155,-0.105110255199623,0,0,0,0,0,0,0,0,0,0,0,0,0,0.519421942119122,0,0.0332015876587048,0.538863709554341,0,0,0,0,0.0905663523957185,2.77555756156289e-17,0,0,0,-0.187079685020244,-0.052414187328429,-0.0754110200485792,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248701423666382,0,0,-0.164999915021493,0,0
X601988.CH.EQUITY,-0.467023964642075,0,0,-0.0358156849407089,0.586381703460194,0,0,0,0,0,0,-0.057891519603111,0,0,0,0,0,0,0,0.96713531062371,0,-0.0923534976808136,0,0,-0.0633146355925484,0,0,-0.141174410180736,0,-0.6147923747604,0,0,0,0,0,0,0,0,0.0271966533660036,0,0,0,0.157835842153747,0,0,0,0,0,0,0
X600036.CH.EQUITY,-0.0995632507498958,0.475247018526638,-0.0421725629288592,0,0,0,0,-0.104078143809055,-0.0024332753215601,0.492456384635572,0,0.135007563821096,0,0,0,0,0,0,0,0,0,-0.0934553294070206,0,0,0.285641034996271,0,0,0.0836443584166301,0,0,0.0879293999178678,0,0,-0.305216911787887,0,0,0,0,0,0,0,0.215051797877992,0,0,0.121297637545551,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.130577997199032,0.0115661613847818,0,0,0.132807106167081,0,0,-0.0823714976123233,0,0,0.142506709759739,0.030135524327729,0,0,0.0508128324736937,0,0,0,0,0,0,0.151360114897546,0,0,6.93889390390723e-18,0,0,0.14664392021542,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0.0056823737903599,0
X601628.CH.EQUITY,0,0.0900423891009477,0.0256925020030255,0.0407030304005028,0,0,0,0,0,0,0.08035436541708,0,0,0.369569937649031,0,0,0,-0.0486077843727514,0,0.0270867946608771,0,0.0661251294743794,0,0,0,0,0,0,0,0,-0.0708080339846719,0,0,0,0,0.2280997555699,0.108452067937435,0,0,0,0,0,0.0746881141412814,0,0,-0.0761133176468449,0,0,0,0
X601328.CH.EQUITY,0,0,0.0567615121663454,0.0418679278908894,0,0,0.593630762864649,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0.00132584868271655,0,0.224887131721546,0.245511159724812,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,-0.0784344868003748,-0.0218902136700582,0,0,0,-0.289114737103391,0.0460867152377476,0,0.00556134295523156,0,0,-0.0293777115517259,0
