,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X12.HK.EQUITY,X600918.CH.Equity,X2882.TT.EQUITY,X823.HK.EQUITY,X601881.CH.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.00538996685029922,0,0.231901234181006,0,0,0,0,0,-0.216377369951283,0,0,0,0,0,0,0,0,0,0,0,0.470059661755396,0.475026150081023,0,0,0.104622942437795,0,0,0,0,0,-0.082523437371522,0,0,-0.180866619463019,0,0,0,-0.61805657582811,0,0,-0.0944228224098632,0.0352183701893048,0.032184879834356,0,0,0,0,0,0
X601939.CH.EQUITY,0.0731534201682668,0,0,0.125542137247414,0,0,0,0,0,0,0,0.250439565866948,0.170478912849244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0302761834593057,0,0,0,-0.0538621203166441,0,0,0.0426826626697453,0,0,0.0462044022272212,0,0.429755289108438,0,0.0611203318650352
X601318.CH.EQUITY,0,0,0,0,0.0243562361848062,0.263515410908052,0.138410551894354,0,0,0,0,0,0,0,0,0,0,0,0,0.223195202833636,0,0.153491329435086,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.279160215887518,0,0,0.34071682545852,0,0,0.0555842568435014,0,0,0.0254931132380688,0,0.1416970902044,0,0,-0.0276782664503347,0,0,0.0505488258192487,0,0.109390846630716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0706887293413341,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0941471521534482,0,0.0386639440435243,0,0,0,0,0,0.539815486883495,0,0.0499087048655489,0,0,0,0,0.143475629985994,0,0,0,0,0,0,0.293857721891409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.455709468850054,0.0274521470496736,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0870661444694497,0,0,0,0,0.0349725562641644,0.062311590573903,0,0,0,0.114583297742877,0,0,0,0,0,0,0,0.126749065875502,0,0,0,0,0.0166614111216714,0,0.00162492498169964,0,0,0,0,0,0,0.387383293682087,0,0,0,0,0,0,0,0,0,0,0,0.0727873191370578,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.334533408898954,0,0,0,0,-0.114580106344487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140561377003326,0.0968567374156185,0.128245926682642,0,0.115412350241581,0,0.0264194916071658,0.0128358998237566,-0.0157337684355777,0.0162205063908406,0.121100599608752,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0931175206042019,0,0,0,0,0,0,0,0,0.0571170113210126,0,0,0,0,0,0.231930925800615,0,-0.0517821558762092,0,0.01089595682076,0,1.38777878078145e-17,0,0,0.135373964107243,0,0,0,0,0,0,0,0,0,0,0,0.0503976394898184,0.183674407885473,0,0.483174452003732,0,0,0,0,-0.0590395537410027
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340258110560979,0,-0.0535669071272818,0,0,-0.578117631808479,0.83883680460653,0,0,0.141973274247787,0.641369677520662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.185588103669176,0
X601658.CH.Equity,0,0,0,0.0410529153240423,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29457253267639,0.054053488837264,0,-4.33680868994202e-19,0,-0.0068357183617717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217606304332231,0,0,-0.0123247757325158,0,0,0,0,0
