,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.34318484575526,0,0.329097019908764,0,0,0,0,0,0,0.0394690371160531,0,0,0,0,0,0,0,0,0,0,0.019034117386275,0,-0.0557190644581401,0,0,0,0,0,0,0.0272739907332508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290538427537836,0,0.109363054304556,0,-0.126813872110153
X601939.CH.EQUITY,0.497694353982059,0,0,0.127017530071263,0,0,-0.121171941003656,0,0,0,0.00761260932714559,0,0.349794270373828,0,-0.0265839075937788,0,0,0,0,0,0,-0.124560955574875,0,0,-0.00260923389501996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127056001576848,0,0,0.0134663314265715
X601318.CH.EQUITY,0,0,0,0,0.22293029084622,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.047251481686904,0,0,0,0,0,0,0.196567441164418,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.239102325383929,0,0,0,0,0.212081920345115,0,0,0,0,0,0,0.0760830145673651,0
X601288.CH.EQUITY,0.500926486374253,0,0,0,0.198591490234839,0,0,0,0,0,0,0,0.0745705243778334,0,0,0,0,0,0,0.0127643957313712,0.116985824659092,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0502174336983353,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,6.93889390390723e-18,0,0.505453455099638,0,0,0,0,0,0.216125924772419,0,0,0,0,0,0.327535721823247,0,0.07604092932568,0,0,0.0173919272412408,0,0,0,0,0,0.0215528268827664,0,0,0,0,0,0,0,0,0,-0.567364669706328,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.300686705191929,0,0,0,0,0,0.0724604689350727,0,0,0,0,0,0.00853626591015676,0,0,0,0,0,0.0441994807917676,0.186446478193822,0,0.0788253616536151,0,0,0,0,0.00294248937629493,0,0,0,0.180418140618874,0,0,0,0,0.111096686992425,0,0.0165711700927363,0,0
X1299.HK.EQUITY,0.0764869150234441,0,0,0,0,0,0,0,0.135198914582599,0,0,0,0.101687455799326,0,0,0,0,0,0,0,0,0,0.0102394242773719,0,0,0,0,0.226861310112558,0,0,0,0,0,0,0,0.176029336127294,0,0,0,0,0,0,0.071489400158777,0,0,0,0.107194324583308,0,0,0,0
X5.HK.EQUITY,0,-0.0543462293462013,0,-0.124687635369923,0,0,0,0,0,0,0,0,0,0,-0.00835969860195428,0,0,0,0,0,0,0,-0.593871248632855,1.03799788866954,0,0,0,0,0.491187613264282,0,0,0,0,0,0,0,0,0,0.421928016869037,0,0,0,0,-0.103966895240482,0,0,0,0,0,0,-0.0731185392303806
X601628.CH.EQUITY,-1.38777878078145e-17,0,0,0,0,0,-0.00379716903518207,0,0,0,0,0,0,0,0,0,0,0.0991887608454656,0,0,0.0288967964798616,0.0801111094584653,0,0,0.066289432949595,0,0,0.270937752889407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151326650915015,0,0,4.33680868994202e-19,0,0.170660868529698,0.014063587495405,0,-0.0510789857386491
X601658.CH.Equity,0,0,0,0.0690356129821863,0.0713152351013865,0,0,0,0,0,0,0,0.254136289921125,-0.0390066278363321,0,0,0,0,0,0,0.0156620702617445,0,0,0,0,0,0.210733914188715,0.121740310866623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361962388788442,0,0,0
