,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,macro_return_add
X601398.CH.EQUITY,0,0,0.0875218656831587,0.0367438917054089,0,0,0,0,0,-0.00935807982685107,0,0,0,0,0,0,0,0,0,0,-0.157202928915697,0,0.0284277890100678,0.635710085038214,0,0.49523169455111,0,-0.288710471585826,-0.1180258447711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0825456749998212
X601318.CH.EQUITY,0,0,0,0,0,0.24159200092259,0,0,0,-0.0463982754285984,0,0,-1.73472347597681e-18,0,0,0,0.0588817590501468,0,0,0,0.0383429628162148,0,0,0,0,0,0,-8.67361737988404e-19,0.12961582434115,0,0.148880055671748,0,0,0,0,0.191664456366696,0.11281237049436,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00796601540161087
X601939.CH.EQUITY,0,0.0541302701389964,0,0.786577138738638,0,0,0.00495388864728283,0,0,0.0413351936461822,0.0598457072995291,0,-0.0491420952733025,0,0,0,0.0766408125888413,0,0,0,0,0.00408421878189973,0,0,0.0418936760157538,0,0,0,0,0,0,0,0,0,0,0,0.0812745106199272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.895979465922855,0,-0.0259042581699799,0,0,-0.0871856112355479,0,0.0140465677929741,0,0,0,0,0,0.0143815920014295,0,0,0,0,0,0,0,0.122853796833377,0.0992745143808071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0183944441685745,-0.132714881518029,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,4.33680868994202e-19,0,0,0,0,0,0,0,-0.0843615027798205,0.243115896727122,0,0.31068666492961,0,0,0,0,0,0,0.313682475259577,0,0,0,0,0,-0.107905765934565,0,0,0.018033788514089,0,0,0,0,0,0,0,0,0.221343337469735,0,0,0,0,0,0,0,0,0.149431029530372,0,0,0,0,0.0434324237717101
X600036.CH.EQUITY,0,0,0,0.329942585626855,0,0,0,0,0.0590922785699323,0,0,0,0,0,0,0,0.0298546433616226,0.172977603766303,0,0,0,0,0,0,0,0,0,0,0.0452069146152161,0.182062214243676,0.103610550887968,0,0.0147043803650291,0,0,0,0,0,0,0,0,0,0,0,0.0387452949704797,0,0,0.0250279386631553,0,0,0
X601988.CH.EQUITY,0,0,0,0.0685077306075813,0,0,0,0,-0.0537048428842301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0715525777931654,0,0,0,0,0.00241678911253783,0,0,0,0,-0.0224824525737202,0,0,0,0,0,0,0,0,0,0,0,-0.133092767450656,0,0.998087700023562,0,0
X1299.HK.EQUITY,0,0,0,0,0.00847983384637348,0,0,0,0,0.190383609680191,0,0,0,0,0,0,0,0,0,0,0,0,0.309061007559778,-0.0189191669375869,0,0,0.0677183849128276,0,0,0,0,0,0.213965758221566,0,0,0,0,0.0567976113976813,0.070619066976741,0,0,0.0649549852032919,0,0,0,-0.0368520607300427,0,0,0,0.113492866679293,-0.0489229817996466
X5.HK.EQUITY,0,-0.171764281953377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00121097053419837,0.423800422434924,0,0,0,0,0,0,0,0,-0.0939756405293372,0,0,0,0,0,0,0,0,0.104598443754445,0,0,0.104775785333824,0,-0.203779316640309,0
X388.HK.EQUITY,0,0,0,0,0.251035668671346,0,0,0.00187449863028173,0,0,0,0,0,0,0,0.11850433892929,-0.185282965532049,0,0,0,0.0448658450194175,0,0.326910090218512,0,0,0,0,0.265642552956438,0,0,0,0,0.0474452352688449,0,0,0,0,0,0,0,0,0.224982632577682,-0.00550793710340881,0,-0.0997165324239626,0,0,-0.244986046273578,0,0,0.0707228991920271
