,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X002142.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X1997.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X600926.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.279564158277676,0.115039724495431,0,0.245583749584164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1997173481461,0,0,0,0,0,0,0.0147258018510778,0,0,0.0185943950200507,0.0962310632609528,0,0,0,0.0891589194240311,0,0,0,0,0,0,0,0,-0.00088053132986993,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.113363633701322,0,0,0,0,0.184321283957295,0,0,0,0.0342286198048801,0,0.0532004515028771,0.208606707738657,0,0.138027385021242,0,0,0,0.134013049186365,0,0.0203128279964363,0,0,0,0,0,0,0,0.0873679735764195,0,0,0,0,0.0496788051400433,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.117234233911162,0,0,0,0,0,0,0.0873259641683603,0,0,0,0,0,0,0,0,0,0.0493305680283708,0,0,0.0779938845365816,0.337459514397289,0,0,0,0,0,0,0,0,0,0,0,-0.117843712555962,0.111646438496614,0,0,-0.0415317175888844,0,0,0,0,0,0.161248188209536,0.0191593874821749,0
X601939.CH.EQUITY,0.61667204055647,0,0,0,0,0,0,0,0.221599381787297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114354590766377,0,0,0,-0.0418007018573672,0,0,0,0,0,0.133841414407727,0,0,0.0131253734238984,-0.0207221564766624,0,0,0,0,0,0,0,0,0.140652947942403,0.0191087592463807,0
X601288.CH.EQUITY,0,0,0,0.197512832022231,0,0,0.453855362254131,0,0,0,0.0905546784574643,0,0,0,-8.67361737988404e-19,0,0.0690957613004819,0,0,0.0318972196337474,0,0,0.0444119582597812,0,0,0.0432539138756483,0,0,0,0,0,0,0.111591920749285,0,0,-0.0173670931662858,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234634146721085,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0971850521678763,0.246447500562295,0,-3.46944695195361e-18,0,0.149165842058043,0,0,0,0,0,0,0.180580920128321,-0.231361467722082,0,0,0,0,0,0,-0.00981019224637077,0.130787314144941,0,0,0,1.0842021724855e-19,0,0,0,0,0,0.145217270455099,0,0,0,0,0,0,0.24829028552411,0,0,0.015213643609774,-0.0224497547203611
X601988.CH.EQUITY,0.288496172839868,0,0,0,0.398744828596351,0,0,0.0583700889345936,0,-0.0151689432119013,0,0,-0.109859490592962,0,0,0.064987649169731,0,0,0.313070144749319,-0.0266919609780433,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,-0.147562818888924,0,0,0,0,0,-0.0945967131104165,0.0119156853746776,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0882202767979937,0,0,0.23550058251957,-0.0203408866740088,0,0.021629462600062,0,0,0.0124111702548747,0,0.0666926663411015,0,0,-0.0386900321191416,0,0,0,0.0933782241112853,0.320728094995933,0.000483109868827047,0,0,0,0,0,0,0,0,0,0.0251425227155487,0,0,0,0,0.0575339593700413
X5.HK.EQUITY,0,0.128315254739783,0,0.103837757942092,0,0,0,0,0,-0.140113130493111,0.0725615046472413,0.0781790899126758,0,0,0,0,0,0,0,0,0,0,0,0,0.198221924573429,0,0,0.173746264786767,0,0,0,0,0,0,0,0,0,0,0.270765151894235,0,0,0,0,0,0.041001572269623,0,0,0,0,0,-0.0449990934026515
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0141361086358104,0,0,0,0,0,0,-0.0627880399846495,0,-0.222550663272037,-0.186505811798862,0.100146984608652,-0.101513880307898,0,0.0665370953764576,0,0,0,0,0.0851653227279977,0,0.282512069059882,0,-0.0326441419857186,0.341329322004978,0,0,-0.418644722110699
